K,npcr,uaci
24,100.000000,33.488403
24,100.000000,33.777671
24,100.000000,33.119122
24,100.000000,33.873782
24,100.000000,33.402634
24,100.000000,33.600613
24,100.000000,33.412516
24,100.000000,33.515409
24,100.000000,33.397506
24,100.000000,32.981711
24,100.000000,33.465461
24,99.968433,33.124518
24,100.000000,33.381358
48,99.996948,33.341703
48,100.000000,33.290627
48,99.998474,33.399638
48,99.998093,33.339569
48,99.999237,33.328975
48,99.998856,33.283146
48,99.998474,33.301016
48,99.999046,33.314396
48,99.998188,33.373554
48,99.998283,33.284764
48,99.998283,33.360551
48,99.998188,33.294500
48,99.998379,33.302138
72,99.998474,33.172480
72,99.998474,33.171353
72,99.998474,33.329132
72,99.998474,33.241952
72,99.998093,33.449739
72,99.998093,33.368635
72,99.998665,33.335564
72,99.998665,33.312390
72,99.998474,33.319239
72,99.998474,33.364312
72,99.998474,33.329396
72,99.998569,33.338057
72,99.998578,33.317008
96,99.998474,33.475568
96,99.998474,33.382812
96,99.998856,33.303940
96,99.997330,33.292476
96,99.998474,33.316716
96,99.998856,33.348490
96,99.999237,33.358774
96,99.998665,33.326690
96,99.998093,33.356553
96,99.998951,33.341301
96,99.998188,33.251650
96,99.999332,33.276787
120,99.996948,33.381720
120,100.000000,33.451616
120,99.999237,33.294171
120,99.998474,33.331959
120,99.998856,33.375608
120,99.999237,33.379342
120,99.999237,33.385346
120,99.998760,33.348644
120,99.998283,33.321925
120,99.998569,33.298013
120,99.998856,33.330736
120,99.998951,33.331954
120,99.998379,33.319691
144,100.000000,33.332981
144,99.998474,33.468989
144,99.999237,33.366495
144,99.998474,33.301761
144,99.998856,33.337847
144,99.998474,33.362635
144,99.997711,33.280542
144,99.998951,33.355238
144,99.998760,33.329702
144,99.998569,33.338146
144,99.998665,33.353181
144,99.997997,33.349545
144,99.998188,33.374552
168,100.000000,33.313181
168,99.998474,33.288032
168,99.998093,33.302040
168,99.999237,33.296892
168,99.998856,33.347813
168,99.998474,33.311445
168,99.998188,33.331344
168,99.998856,33.334015
168,99.998856,33.357549
168,99.998379,33.313771
168,99.998093,33.323984
168,99.997807,33.346142
168,99.998459,33.341829
192,99.998474,33.179174
192,99.998474,33.317587
192,99.998093,33.352288
192,99.999237,33.283801
192,100.000000,33.391730
192,99.999237,33.450116
192,99.998665,33.314173
192,99.998951,33.326411
192,99.998856,33.347820
192,99.998188,33.356922
192,99.997234,33.325922
192,99.998379,33.399850
216,99.998474,33.425379
216,99.998474,33.483255
216,99.997711,33.441762
216,99.997711,33.327924
216,99.999237,33.362098
216,99.998474,33.319612
216,99.999237,33.375269
216,99.997711,33.324848
216,99.997616,33.322353
216,99.998474,33.348176
216,99.998760,33.332951
216,99.997044,33.341754
216,99.998283,33.362807
240,99.993896,33.251791
240,99.998474,33.353636
240,99.998474,33.360005
240,99.999619,33.351128
240,99.998856,33.400991
240,99.996948,33.349504
240,99.999619,33.279242
240,99.997902,33.331731
240,99.998474,33.324264
240,99.998379,33.277801
240,99.998379,33.345980
240,99.998665,33.383954
240,99.997902,33.358211
264,99.996948,33.285602
264,99.998474,33.415357
264,99.998856,33.396623
264,99.998093,33.306701
264,99.998856,33.291144
264,99.997330,33.321025
264,99.998474,33.320281
264,99.998474,33.339244
264,99.999046,33.350626
264,99.997807,33.309334
264,99.997807,33.301017
264,99.998856,33.356372
264,99.998123,33.348559
288,99.998474,33.220638
288,99.998474,33.143130
288,99.996948,33.375082
288,99.997330,33.340978
288,100.000000,33.358457
288,99.998856,33.367741
288,99.998283,33.345476
288,99.998665,33.358014
288,99.999142,33.298460
288,99.999142,33.323715
288,99.998951,33.356277
288,99.999142,33.335481
312,99.998474,33.372989
312,99.995422,33.226910
312,99.998474,33.296773
312,99.998856,33.249056
312,99.998474,33.312974
312,99.997711,33.422887
312,99.998856,33.352406
312,99.997616,33.346853
312,99.997997,33.340593
312,99.998474,33.345709
312,99.998760,33.358907
312,99.998283,33.369405
312,99.998951,33.332975
336,100.000000,33.286976
336,99.998474,33.303559
336,99.998474,33.349088
336,99.998856,33.309676
336,99.998474,33.312495
336,99.998474,33.327157
336,99.998474,33.361659
336,99.999332,33.318378
336,99.998951,33.347770
336,99.998856,33.367373
336,99.998569,33.362394
336,99.998569,33.330853
336,99.999046,33.332609
360,100.000000,33.374370
360,99.998474,33.450830
360,99.999619,33.270475
360,99.997711,33.315705
360,99.998474,33.265198
360,99.998474,33.306387
360,99.998760,33.321137
360,99.997997,33.305865
360,99.998569,33.344616
360,99.998760,33.321573
360,99.998283,33.311084
360,99.998760,33.310155
360,99.998420,33.330343
384,99.998474,33.338239
384,99.998474,33.198419
384,99.996567,33.418296
384,99.998856,33.316563
384,99.999619,33.310035
384,99.998474,33.307673
384,99.998665,33.334678
384,99.998379,33.363118
384,99.998379,33.329773
384,99.997902,33.367976
384,99.998283,33.333092
384,99.998188,33.351041
