K,value
288,0.012487
288,0.014948
288,0.010196
288,0.011563
288,0.013441
312,0.011752
312,0.006233
312,0.016114
312,0.014018
312,0.004120
312,0.019156
312,0.018047
312,0.011414
312,0.012660
312,0.017950
312,0.012862
312,0.018259
312,0.009552
312,0.009621
312,0.020516
312,0.012797
312,0.010920
312,0.015005
312,0.014137
312,0.010463
312,0.016197
312,0.008896
312,0.020153
312,0.013424
312,0.014923
312,0.011154
312,0.018019
312,0.010304
312,0.017049
312,0.022705
312,0.017536
312,0.017425
312,0.011618
312,0.009053
312,0.013527
312,0.020416
312,0.012719
312,0.016981
312,0.020456
312,0.014239
312,0.012790
312,0.012422
312,0.013358
312,0.013960
312,0.024169
312,0.019177
312,0.012002
312,0.009496
312,0.019750
312,0.012212
312,0.017755
336,0.029121
336,0.007225
336,0.008044
336,0.008003
336,0.009200
336,0.020306
336,0.023444
336,0.018777
336,0.012905
336,0.020388
336,0.016915
336,0.015121
336,0.015898
336,0.014106
336,0.018761
336,0.022122
336,0.018097
336,0.022250
336,0.013152
336,0.009680
336,0.008426
336,0.025531
336,0.022837
336,0.013510
336,0.022089
336,0.011614
336,0.008631
336,0.006771
336,0.009143
336,0.010389
336,0.008012
336,0.026630
336,0.016343
336,0.024641
336,0.030851
336,0.009611
336,0.004399
336,0.013120
336,0.002582
336,0.024794
336,0.019117
336,0.020820
336,0.004045
336,0.016717
336,0.013371
336,0.015497
336,0.009099
336,0.021977
336,0.017951
336,0.019704
336,0.012231
360,0.010293
360,0.016704
360,0.024416
360,0.008380
360,0.012568
360,0.009239
360,0.023141
360,0.015688
360,0.025677
360,0.009532
360,0.010866
360,0.012964
360,0.021718
360,0.015908
360,0.022495
360,0.018193
360,0.011473
360,0.017561
360,0.019135
360,0.011230
360,0.014832
360,0.012854
360,0.017029
360,0.011646
360,0.012669
360,0.015604
360,0.009675
360,0.017200
360,0.020781
360,0.014590
360,0.007356
360,0.025584
360,0.007680
360,0.007775
360,0.017459
360,0.009235
360,0.018941
360,0.018807
360,0.007999
360,0.028570
360,0.017595
360,0.009073
360,0.016202
360,0.009363
360,0.023306
360,0.008146
360,0.019753
360,0.009320
360,0.020336
360,0.018216
360,0.013179
384,0.026851
384,0.019998
384,0.013669
384,0.011045
384,0.006762
384,0.007789
384,0.016221
384,0.005233
384,0.022207
384,0.006410
384,0.019459
384,0.014155
384,0.006718
384,0.020021
