image,volume,K,num_pixels,psnr_plain_cipher_db,psnr_plain_wrongkey_db,psnr_roundtrip_db
4.2.07,misc,240,262144,8.0797,8.0830,Inf
house,misc,240,262144,8.4739,8.4873,Inf
2.1.01,aerials,240,262144,9.4213,9.4215,Inf
2.1.02,aerials,240,262144,8.8470,8.8406,Inf
2.1.03,aerials,240,262144,8.3454,8.3643,Inf
2.1.04,aerials,240,262144,9.3888,9.3788,Inf
2.1.05,aerials,240,262144,8.9676,8.9817,Inf
2.1.06,aerials,240,262144,9.2263,9.2297,Inf
2.1.07,aerials,240,262144,8.7984,8.7825,Inf
2.1.08,aerials,240,262144,8.4243,8.4261,Inf
2.1.09,aerials,240,262144,8.6880,8.6864,Inf
2.1.10,aerials,240,262144,8.6501,8.6481,Inf
2.1.11,aerials,240,262144,9.3608,9.3691,Inf
2.1.12,aerials,240,262144,8.4457,8.4505,Inf
2.2.01,aerials,240,1048576,8.4803,8.4884,Inf
2.2.02,aerials,240,1048576,8.7068,8.7146,Inf
2.2.03,aerials,240,1048576,8.3785,8.3773,Inf
2.2.04,aerials,240,1048576,8.5826,8.5875,Inf
2.2.05,aerials,240,1048576,9.4185,9.4159,Inf
2.2.06,aerials,240,1048576,8.7896,8.7907,Inf
2.2.07,aerials,240,1048576,8.4960,8.4961,Inf
2.2.08,aerials,240,1048576,8.5474,8.5482,Inf
2.2.09,aerials,240,1048576,8.7143,8.7115,Inf
2.2.10,aerials,240,1048576,8.7079,8.7098,Inf
2.2.11,aerials,240,1048576,9.1595,9.1585,Inf
2.2.12,aerials,240,1048576,9.4400,9.4424,Inf
2.2.13,aerials,240,1048576,9.2060,9.2114,Inf
2.2.14,aerials,240,1048576,9.5504,9.5512,Inf
2.2.15,aerials,240,1048576,9.2709,9.2725,Inf
2.2.16,aerials,240,1048576,9.6073,9.6091,Inf
2.2.17,aerials,240,1048576,9.3536,9.3538,Inf
2.2.18,aerials,240,1048576,9.1887,9.1859,Inf
2.2.19,aerials,240,1048576,9.0204,9.0212,Inf
2.2.20,aerials,240,1048576,9.3552,9.3563,Inf
2.2.21,aerials,240,1048576,8.6005,8.6026,Inf
2.2.22,aerials,240,1048576,8.6536,8.6580,Inf
2.2.23,aerials,240,1048576,8.7466,8.7521,Inf
2.2.24,aerials,240,1048576,9.2772,9.2769,Inf
wash-ir,aerials,240,5062500,8.5154,8.5167,Inf
4.1.01,misc,264,65536,7.2922,7.3156,Inf
4.1.02,misc,264,65536,6.2542,6.2673,Inf
4.1.03,misc,264,65536,9.9540,9.9558,Inf
4.1.04,misc,264,65536,8.8406,8.8556,Inf
4.1.05,misc,264,65536,8.9076,8.9385,Inf
4.1.06,misc,264,65536,8.1736,8.1802,Inf
4.1.07,misc,264,65536,8.5843,8.6075,Inf
4.1.08,misc,264,65536,8.6275,8.6737,Inf
4.2.01,misc,264,262144,7.6276,7.6252,Inf
4.2.03,misc,264,262144,8.7777,8.7668,Inf
4.2.05,misc,264,262144,7.9777,7.9773,Inf
4.2.06,misc,264,262144,8.0792,8.0763,Inf
4.2.07,misc,264,262144,8.0863,8.0774,Inf
house,misc,264,262144,8.4676,8.4703,Inf
2.1.01,aerials,264,262144,9.4116,9.4071,Inf
2.1.02,aerials,264,262144,8.8472,8.8426,Inf
2.1.03,aerials,264,262144,8.3581,8.3526,Inf
2.1.04,aerials,264,262144,9.3749,9.3689,Inf
2.1.05,aerials,264,262144,8.9734,8.9601,Inf
2.1.06,aerials,264,262144,9.2331,9.2282,Inf
2.1.07,aerials,264,262144,8.7907,8.7701,Inf
2.1.08,aerials,264,262144,8.4212,8.4178,Inf
2.1.09,aerials,264,262144,8.6856,8.6778,Inf
2.1.10,aerials,264,262144,8.6490,8.6404,Inf
2.1.11,aerials,264,262144,9.3628,9.3479,Inf
2.1.12,aerials,264,262144,8.4446,8.4411,Inf
2.2.01,aerials,264,1048576,8.4830,8.4818,Inf
2.2.02,aerials,264,1048576,8.7120,8.7108,Inf
2.2.03,aerials,264,1048576,8.3758,8.3769,Inf
2.2.04,aerials,264,1048576,8.5827,8.5857,Inf
2.2.05,aerials,264,1048576,9.4146,9.4082,Inf
2.2.06,aerials,264,1048576,8.7831,8.7916,Inf
2.2.07,aerials,264,1048576,8.4926,8.4966,Inf
2.2.08,aerials,264,1048576,8.5485,8.5480,Inf
2.2.09,aerials,264,1048576,8.7103,8.7100,Inf
2.2.10,aerials,264,1048576,8.7092,8.7085,Inf
2.2.11,aerials,264,1048576,9.1589,9.1625,Inf
2.2.12,aerials,264,1048576,9.4404,9.4402,Inf
2.2.13,aerials,264,1048576,9.2068,9.2026,Inf
2.2.14,aerials,264,1048576,9.5431,9.5435,Inf
2.2.15,aerials,264,1048576,9.2679,9.2734,Inf
2.2.16,aerials,264,1048576,9.6068,9.6033,Inf
2.2.17,aerials,264,1048576,9.3539,9.3531,Inf
2.2.18,aerials,264,1048576,9.1860,9.1867,Inf
2.2.19,aerials,264,1048576,9.0218,9.0207,Inf
2.2.20,aerials,264,1048576,9.3560,9.3545,Inf
2.2.21,aerials,264,1048576,8.6058,8.6027,Inf
2.2.22,aerials,264,1048576,8.6607,8.6580,Inf
2.2.23,aerials,264,1048576,8.7503,8.7491,Inf
2.2.24,aerials,264,1048576,9.2760,9.2713,Inf
wash-ir,aerials,264,5062500,8.5171,8.5151,Inf
4.1.01,misc,288,65536,7.2543,7.2913,Inf
4.1.02,misc,288,65536,6.2367,6.2510,Inf
4.1.03,misc,288,65536,9.9624,9.9262,Inf
4.1.04,misc,288,65536,8.8251,8.8275,Inf
4.1.05,misc,288,65536,8.9042,8.9190,Inf
4.1.06,misc,288,65536,8.1644,8.1711,Inf
4.1.07,misc,288,65536,8.5910,8.5903,Inf
4.1.08,misc,288,65536,8.6328,8.6498,Inf
4.2.01,misc,288,262144,7.6374,7.6342,Inf
4.2.03,misc,288,262144,8.7575,8.7801,Inf
4.2.05,misc,288,262144,7.9651,7.9881,Inf
4.2.06,misc,288,262144,8.0820,8.0957,Inf
4.2.07,misc,288,262144,8.0756,8.0773,Inf
house,misc,288,262144,8.4705,8.4766,Inf
2.1.01,aerials,288,262144,9.4188,9.4133,Inf
2.1.02,aerials,288,262144,8.8462,8.8423,Inf
2.1.03,aerials,288,262144,8.3577,8.3609,Inf
2.1.04,aerials,288,262144,9.3725,9.3854,Inf
2.1.05,aerials,288,262144,8.9725,8.9808,Inf
2.1.06,aerials,288,262144,9.2211,9.2317,Inf
2.1.07,aerials,288,262144,8.7869,8.7862,Inf
2.1.08,aerials,288,262144,8.4193,8.4295,Inf
2.1.09,aerials,288,262144,8.6966,8.6941,Inf
2.1.10,aerials,288,262144,8.6419,8.6508,Inf
2.1.11,aerials,288,262144,9.3590,9.3589,Inf
2.1.12,aerials,288,262144,8.4478,8.4542,Inf
2.2.01,aerials,288,1048576,8.4844,8.4878,Inf
2.2.02,aerials,288,1048576,8.7119,8.7127,Inf
2.2.03,aerials,288,1048576,8.3800,8.3797,Inf
2.2.04,aerials,288,1048576,8.5805,8.5879,Inf
2.2.05,aerials,288,1048576,9.4126,9.4171,Inf
2.2.06,aerials,288,1048576,8.7945,8.7947,Inf
2.2.07,aerials,288,1048576,8.4898,8.4948,Inf
2.2.08,aerials,288,1048576,8.5438,8.5477,Inf
2.2.09,aerials,288,1048576,8.7134,8.7142,Inf
2.2.10,aerials,288,1048576,8.7081,8.7121,Inf
2.2.11,aerials,288,1048576,9.1579,9.1660,Inf
2.2.12,aerials,288,1048576,9.4401,9.4459,Inf
2.2.13,aerials,288,1048576,9.2095,9.2104,Inf
2.2.14,aerials,288,1048576,9.5476,9.5527,Inf
2.2.15,aerials,288,1048576,9.2726,9.2770,Inf
2.2.16,aerials,288,1048576,9.6089,9.6119,Inf
2.2.17,aerials,288,1048576,9.3515,9.3607,Inf
2.2.18,aerials,288,1048576,9.1873,9.1900,Inf
2.2.19,aerials,288,1048576,9.0153,9.0260,Inf
2.2.20,aerials,288,1048576,9.3556,9.3603,Inf
2.2.21,aerials,288,1048576,8.6025,8.6081,Inf
2.2.22,aerials,288,1048576,8.6540,8.6608,Inf
2.2.23,aerials,288,1048576,8.7431,8.7495,Inf
2.2.24,aerials,288,1048576,9.2754,9.2800,Inf
wash-ir,aerials,288,5062500,8.5141,8.5178,Inf
4.1.01,misc,312,65536,7.2689,7.2850,Inf
4.1.02,misc,312,65536,6.2635,6.2354,Inf
4.1.03,misc,312,65536,9.9537,9.9391,Inf
4.1.04,misc,312,65536,8.8216,8.8170,Inf
4.1.05,misc,312,65536,8.9089,8.8961,Inf
4.1.06,misc,312,65536,8.1572,8.1327,Inf
4.1.07,misc,312,65536,8.5938,8.5584,Inf
4.1.08,misc,312,65536,8.6406,8.6333,Inf
4.2.01,misc,312,262144,7.6302,7.6282,Inf
4.2.03,misc,312,262144,8.7737,8.7710,Inf
4.2.05,misc,312,262144,7.9803,7.9767,Inf
4.2.06,misc,312,262144,8.0833,8.0834,Inf
4.2.07,misc,312,262144,8.0763,8.0760,Inf
house,misc,312,262144,8.4670,8.4653,Inf
2.1.01,aerials,312,262144,9.4110,9.4092,Inf
2.1.02,aerials,312,262144,8.8455,8.8437,Inf
2.1.03,aerials,312,262144,8.3553,8.3467,Inf
2.1.04,aerials,312,262144,9.3846,9.3740,Inf
2.1.05,aerials,312,262144,8.9726,8.9760,Inf
2.1.06,aerials,312,262144,9.2208,9.2183,Inf
2.1.07,aerials,312,262144,8.7797,8.7801,Inf
2.1.08,aerials,312,262144,8.4190,8.4180,Inf
2.1.09,aerials,312,262144,8.6953,8.6848,Inf
2.1.10,aerials,312,262144,8.6539,8.6460,Inf
2.1.11,aerials,312,262144,9.3648,9.3508,Inf
2.1.12,aerials,312,262144,8.4481,8.4435,Inf
2.2.01,aerials,312,1048576,8.4870,8.4836,Inf
2.2.02,aerials,312,1048576,8.7096,8.7068,Inf
2.2.03,aerials,312,1048576,8.3797,8.3716,Inf
2.2.04,aerials,312,1048576,8.5896,8.5797,Inf
2.2.05,aerials,312,1048576,9.4164,9.4128,Inf
2.2.06,aerials,312,1048576,8.7887,8.7879,Inf
2.2.07,aerials,312,1048576,8.4950,8.4935,Inf
2.2.08,aerials,312,1048576,8.5447,8.5471,Inf
2.2.09,aerials,312,1048576,8.7049,8.7092,Inf
2.2.10,aerials,312,1048576,8.7096,8.7082,Inf
2.2.11,aerials,312,1048576,9.1575,9.1600,Inf
2.2.12,aerials,312,1048576,9.4406,9.4387,Inf
2.2.13,aerials,312,1048576,9.2104,9.2068,Inf
2.2.14,aerials,312,1048576,9.5460,9.5476,Inf
2.2.15,aerials,312,1048576,9.2759,9.2687,Inf
2.2.16,aerials,312,1048576,9.6080,9.6063,Inf
2.2.17,aerials,312,1048576,9.3595,9.3527,Inf
2.2.18,aerials,312,1048576,9.1867,9.1847,Inf
2.2.19,aerials,312,1048576,9.0203,9.0212,Inf
2.2.20,aerials,312,1048576,9.3508,9.3537,Inf
2.2.21,aerials,312,1048576,8.5990,8.6020,Inf
2.2.22,aerials,312,1048576,8.6567,8.6545,Inf
2.2.23,aerials,312,1048576,8.7493,8.7461,Inf
2.2.24,aerials,312,1048576,9.2795,9.2716,Inf
wash-ir,aerials,312,5062500,8.5153,8.5151,Inf
4.1.01,misc,336,65536,7.2949,7.3165,Inf
4.1.02,misc,336,65536,6.2477,6.2675,Inf
4.1.03,misc,336,65536,9.9661,9.9471,Inf
4.1.04,misc,336,65536,8.8127,8.8296,Inf
4.1.05,misc,336,65536,8.9032,8.9167,Inf
4.1.06,misc,336,65536,8.1700,8.1798,Inf
4.1.07,misc,336,65536,8.5930,8.6050,Inf
4.1.08,misc,336,65536,8.6427,8.6502,Inf
4.2.01,misc,336,262144,7.6308,7.6267,Inf
4.2.03,misc,336,262144,8.7760,8.7678,Inf
4.2.05,misc,336,262144,7.9891,7.9829,Inf
4.2.06,misc,336,262144,8.0850,8.0792,Inf
4.2.07,misc,336,262144,8.0811,8.0743,Inf
house,misc,336,262144,8.4715,8.4724,Inf
2.1.01,aerials,336,262144,9.4188,9.4156,Inf
2.1.02,aerials,336,262144,8.8430,8.8397,Inf
2.1.03,aerials,336,262144,8.3562,8.3583,Inf
2.1.04,aerials,336,262144,9.3792,9.3736,Inf
2.1.05,aerials,336,262144,8.9782,8.9728,Inf
2.1.06,aerials,336,262144,9.2197,9.2163,Inf
2.1.07,aerials,336,262144,8.7816,8.7770,Inf
2.1.08,aerials,336,262144,8.4249,8.4205,Inf
2.1.09,aerials,336,262144,8.6719,8.6847,Inf
2.1.10,aerials,336,262144,8.6504,8.6439,Inf
2.1.11,aerials,336,262144,9.3559,9.3555,Inf
2.1.12,aerials,336,262144,8.4531,8.4511,Inf
2.2.01,aerials,336,1048576,8.4853,8.4809,Inf
2.2.02,aerials,336,1048576,8.7103,8.7154,Inf
2.2.03,aerials,336,1048576,8.3783,8.3784,Inf
2.2.04,aerials,336,1048576,8.5850,8.5855,Inf
2.2.05,aerials,336,1048576,9.4181,9.4144,Inf
2.2.06,aerials,336,1048576,8.7905,8.7893,Inf
2.2.07,aerials,336,1048576,8.5010,8.4966,Inf
2.2.08,aerials,336,1048576,8.5488,8.5470,Inf
2.2.09,aerials,336,1048576,8.7098,8.7097,Inf
2.2.10,aerials,336,1048576,8.7062,8.7072,Inf
2.2.11,aerials,336,1048576,9.1611,9.1603,Inf
2.2.12,aerials,336,1048576,9.4345,9.4378,Inf
2.2.13,aerials,336,1048576,9.2056,9.2072,Inf
2.2.14,aerials,336,1048576,9.5472,9.5464,Inf
2.2.15,aerials,336,1048576,9.2740,9.2735,Inf
2.2.16,aerials,336,1048576,9.6049,9.6075,Inf
2.2.17,aerials,336,1048576,9.3531,9.3560,Inf
2.2.18,aerials,336,1048576,9.1884,9.1854,Inf
2.2.19,aerials,336,1048576,9.0205,9.0210,Inf
2.2.20,aerials,336,1048576,9.3512,9.3529,Inf
2.2.21,aerials,336,1048576,8.6044,8.6045,Inf
2.2.22,aerials,336,1048576,8.6589,8.6584,Inf
2.2.23,aerials,336,1048576,8.7441,8.7518,Inf
2.2.24,aerials,336,1048576,9.2766,9.2750,Inf
wash-ir,aerials,336,5062500,8.5154,8.5171,Inf
4.1.01,misc,360,65536,7.2875,7.2996,Inf
4.1.02,misc,360,65536,6.2442,6.2392,Inf
4.1.03,misc,360,65536,9.9607,9.9402,Inf
4.1.04,misc,360,65536,8.8472,8.8343,Inf
4.1.05,misc,360,65536,8.9212,8.9135,Inf
4.1.06,misc,360,65536,8.1384,8.1651,Inf
4.1.07,misc,360,65536,8.5842,8.5877,Inf
4.1.08,misc,360,65536,8.6529,8.6323,Inf
4.2.01,misc,360,262144,7.6399,7.6167,Inf
4.2.03,misc,360,262144,8.7793,8.7693,Inf
4.2.05,misc,360,262144,7.9802,7.9694,Inf
4.2.06,misc,360,262144,8.0795,8.0763,Inf
4.2.07,misc,360,262144,8.0825,8.0652,Inf
house,misc,360,262144,8.4685,8.4633,Inf
2.1.01,aerials,360,262144,9.4190,9.4047,Inf
2.1.02,aerials,360,262144,8.8463,8.8386,Inf
2.1.03,aerials,360,262144,8.3602,8.3549,Inf
2.1.04,aerials,360,262144,9.3692,9.3674,Inf
2.1.05,aerials,360,262144,8.9790,8.9735,Inf
2.1.06,aerials,360,262144,9.2245,9.2210,Inf
2.1.07,aerials,360,262144,8.7840,8.7783,Inf
2.1.08,aerials,360,262144,8.4254,8.4147,Inf
2.1.09,aerials,360,262144,8.6880,8.6812,Inf
2.1.10,aerials,360,262144,8.6508,8.6434,Inf
2.1.11,aerials,360,262144,9.3604,9.3492,Inf
2.1.12,aerials,360,262144,8.4556,8.4381,Inf
2.2.01,aerials,360,1048576,8.4850,8.4816,Inf
2.2.02,aerials,360,1048576,8.7093,8.7048,Inf
2.2.03,aerials,360,1048576,8.3777,8.3716,Inf
2.2.04,aerials,360,1048576,8.5854,8.5802,Inf
2.2.05,aerials,360,1048576,9.4171,9.4157,Inf
2.2.06,aerials,360,1048576,8.7883,8.7834,Inf
2.2.07,aerials,360,1048576,8.4992,8.4903,Inf
2.2.08,aerials,360,1048576,8.5458,8.5407,Inf
2.2.09,aerials,360,1048576,8.7090,8.7064,Inf
2.2.10,aerials,360,1048576,8.7100,8.7060,Inf
2.2.11,aerials,360,1048576,9.1620,9.1560,Inf
2.2.12,aerials,360,1048576,9.4362,9.4358,Inf
2.2.13,aerials,360,1048576,9.2097,9.2050,Inf
2.2.14,aerials,360,1048576,9.5462,9.5439,Inf
2.2.15,aerials,360,1048576,9.2684,9.2667,Inf
2.2.16,aerials,360,1048576,9.6096,9.6073,Inf
2.2.17,aerials,360,1048576,9.3573,9.3503,Inf
2.2.18,aerials,360,1048576,9.1852,9.1818,Inf
2.2.19,aerials,360,1048576,9.0180,9.0151,Inf
2.2.20,aerials,360,1048576,9.3522,9.3532,Inf
2.2.21,aerials,360,1048576,8.6016,8.5979,Inf
2.2.22,aerials,360,1048576,8.6579,8.6515,Inf
2.2.23,aerials,360,1048576,8.7467,8.7426,Inf
2.2.24,aerials,360,1048576,9.2725,9.2757,Inf
wash-ir,aerials,360,5062500,8.5188,8.5163,Inf
4.1.01,misc,384,65536,7.2821,7.2806,Inf
4.1.02,misc,384,65536,6.2504,6.2403,Inf
4.1.03,misc,384,65536,9.9333,9.9392,Inf
4.1.04,misc,384,65536,8.8552,8.8246,Inf
4.1.05,misc,384,65536,8.9209,8.9163,Inf
4.1.06,misc,384,65536,8.1470,8.1484,Inf
4.1.07,misc,384,65536,8.6053,8.5802,Inf
4.1.08,misc,384,65536,8.6505,8.6295,Inf
4.2.01,misc,384,262144,7.6244,7.6359,Inf
4.2.03,misc,384,262144,8.7887,8.7760,Inf
4.2.05,misc,384,262144,7.9788,7.9900,Inf
4.2.06,misc,384,262144,8.0920,8.0774,Inf
4.2.07,misc,384,262144,8.0715,8.0770,Inf
house,misc,384,262144,8.4672,8.4797,Inf
2.1.01,aerials,384,262144,9.4143,9.4101,Inf
2.1.02,aerials,384,262144,8.8469,8.8443,Inf
2.1.03,aerials,384,262144,8.3639,8.3562,Inf
2.1.04,aerials,384,262144,9.3722,9.3719,Inf
2.1.05,aerials,384,262144,8.9789,8.9756,Inf
2.1.06,aerials,384,262144,9.2289,9.2259,Inf
2.1.07,aerials,384,262144,8.7819,8.7825,Inf
2.1.08,aerials,384,262144,8.4192,8.4211,Inf
2.1.09,aerials,384,262144,8.6864,8.6910,Inf
2.1.10,aerials,384,262144,8.6475,8.6495,Inf
2.1.11,aerials,384,262144,9.3627,9.3574,Inf
2.1.12,aerials,384,262144,8.4462,8.4483,Inf
2.2.01,aerials,384,1048576,8.4834,8.4841,Inf
2.2.02,aerials,384,1048576,8.7053,8.7166,Inf
2.2.03,aerials,384,1048576,8.3776,8.3797,Inf
2.2.04,aerials,384,1048576,8.5862,8.5857,Inf
2.2.05,aerials,384,1048576,9.4137,9.4149,Inf
2.2.06,aerials,384,1048576,8.7905,8.7916,Inf
2.2.07,aerials,384,1048576,8.4909,8.4954,Inf
2.2.08,aerials,384,1048576,8.5482,8.5471,Inf
2.2.09,aerials,384,1048576,8.7105,8.7154,Inf
2.2.10,aerials,384,1048576,8.7060,8.7119,Inf
2.2.11,aerials,384,1048576,9.1597,9.1621,Inf
2.2.12,aerials,384,1048576,9.4477,9.4404,Inf
2.2.13,aerials,384,1048576,9.2070,9.2083,Inf
2.2.14,aerials,384,1048576,9.5446,9.5451,Inf
2.2.15,aerials,384,1048576,9.2710,9.2769,Inf
2.2.16,aerials,384,1048576,9.6115,9.6070,Inf
2.2.17,aerials,384,1048576,9.3519,9.3542,Inf
2.2.18,aerials,384,1048576,9.1870,9.1885,Inf
2.2.19,aerials,384,1048576,9.0236,9.0221,Inf
2.2.20,aerials,384,1048576,9.3472,9.3557,Inf
2.2.21,aerials,384,1048576,8.6027,8.6017,Inf
2.2.22,aerials,384,1048576,8.6547,8.6585,Inf
2.2.23,aerials,384,1048576,8.7492,8.7508,Inf
2.2.24,aerials,384,1048576,9.2806,9.2763,Inf
wash-ir,aerials,384,5062500,8.5155,8.5167,Inf
