image,K,height,width,num_pixels,mean_entropy_cipher,mean_abs_corrH_cipher,npcr_packed,uaci_packed,seconds
2.2.21,216,1024,1024,1048576,7.999827,0.004841,100.000000,33.338560,20.8783
2.2.22,216,1024,1024,1048576,7.999823,0.016780,100.000000,33.364123,19.6017
2.2.23,216,1024,1024,1048576,7.999822,0.010362,100.000000,33.325904,18.2644
2.2.24,216,1024,1024,1048576,7.999824,0.007552,100.000000,33.338729,18.7333
wash-ir,216,2250,2250,5062500,7.999962,0.016991,100.000000,33.336619,94.4649
4.1.01,240,256,256,65536,7.997249,0.004893,100.000000,33.293874,1.5072
4.1.02,240,256,256,65536,7.997185,0.006160,100.000000,33.417246,1.1705
4.1.03,240,256,256,65536,7.997347,0.019115,100.000000,33.401212,1.2408
4.1.04,240,256,256,65536,7.997234,0.007981,100.000000,33.272668,1.1938
4.1.05,240,256,256,65536,7.997118,0.020821,100.000000,33.489076,1.4284
4.1.06,240,256,256,65536,7.997229,0.007471,100.000000,33.354942,1.1212
4.1.07,240,256,256,65536,7.997075,0.005921,100.000000,33.362669,1.1363
4.1.08,240,256,256,65536,7.996980,0.021170,100.000000,33.378509,1.2305
4.2.01,240,512,512,262144,7.999315,0.016481,100.000000,33.227084,4.8478
4.2.03,240,512,512,262144,7.999314,0.026163,100.000000,33.294666,4.6910
4.2.05,240,512,512,262144,7.999308,0.015793,100.000000,33.353758,4.6080
4.2.06,240,512,512,262144,7.999262,0.013915,100.000000,33.362678,4.6196
4.2.07,240,512,512,262144,7.999308,0.015759,100.000000,33.421728,4.9784
house,240,512,512,262144,7.999316,0.011817,100.000000,33.305997,4.7461
2.1.01,240,512,512,262144,7.999371,0.009335,100.000000,33.374626,4.6452
2.1.02,240,512,512,262144,7.999303,0.019193,100.000000,33.315745,4.8038
2.1.03,240,512,512,262144,7.999237,0.012893,100.000000,33.388992,4.5411
2.1.04,240,512,512,262144,7.999251,0.014269,100.000000,33.238627,4.7129
2.1.05,240,512,512,262144,7.999235,0.024011,100.000000,33.341069,4.5714
2.1.06,240,512,512,262144,7.999266,0.011174,100.000000,33.359811,4.7003
2.1.07,240,512,512,262144,7.999295,0.007846,100.000000,33.258234,5.0349
2.1.08,240,512,512,262144,7.999291,0.012800,100.000000,33.380132,4.8601
2.1.09,240,512,512,262144,7.999305,0.008474,100.000000,33.301991,4.8528
2.1.10,240,512,512,262144,7.999300,0.011595,100.000000,33.297749,4.8887
2.1.11,240,512,512,262144,7.999371,0.023069,100.000000,33.336633,4.9125
2.1.12,240,512,512,262144,7.999294,0.014231,100.000000,33.307176,5.3373
2.2.01,240,1024,1024,1048576,7.999820,0.013798,100.000000,33.335130,19.8825
2.2.02,240,1024,1024,1048576,7.999810,0.016863,99.999905,33.349980,19.2038
2.2.03,240,1024,1024,1048576,7.999827,0.009663,100.000000,33.333690,19.3058
2.2.04,240,1024,1024,1048576,7.999823,0.015333,100.000000,33.356890,18.9759
2.2.05,240,1024,1024,1048576,7.999813,0.017370,100.000000,33.334931,18.8054
2.2.06,240,1024,1024,1048576,7.999820,0.018569,100.000000,33.302747,19.3631
2.2.07,240,1024,1024,1048576,7.999830,0.019298,100.000000,33.330861,20.2721
2.2.08,240,1024,1024,1048576,7.999809,0.016742,100.000000,33.363582,19.2331
2.2.09,240,1024,1024,1048576,7.999815,0.026241,100.000000,33.328004,19.8050
2.2.10,240,1024,1024,1048576,7.999818,0.005143,100.000000,33.292668,19.3312
2.2.11,240,1024,1024,1048576,7.999832,0.019610,100.000000,33.346258,19.3656
2.2.12,240,1024,1024,1048576,7.999833,0.018045,100.000000,33.337673,18.6700
2.2.13,240,1024,1024,1048576,7.999825,0.014856,100.000000,33.295984,19.1280
2.2.14,240,1024,1024,1048576,7.999819,0.007958,100.000000,33.328301,19.1255
2.2.15,240,1024,1024,1048576,7.999815,0.013154,99.999809,33.327415,19.0443
2.2.16,240,1024,1024,1048576,7.999822,0.015300,100.000000,33.344918,19.4331
2.2.17,240,1024,1024,1048576,7.999821,0.014864,100.000000,33.347914,19.5876
2.2.18,240,1024,1024,1048576,7.999819,0.017303,100.000000,33.344747,19.8272
2.2.19,240,1024,1024,1048576,7.999834,0.015122,100.000000,33.361705,19.4652
2.2.20,240,1024,1024,1048576,7.999827,0.010597,100.000000,33.331460,9.8944
2.2.21,240,1024,1024,1048576,7.999825,0.023986,100.000000,33.300366,9.8668
2.2.22,240,1024,1024,1048576,7.999813,0.008305,100.000000,33.360217,9.9046
2.2.23,240,1024,1024,1048576,7.999831,0.017176,100.000000,33.312389,9.8651
2.2.24,240,1024,1024,1048576,7.999823,0.009532,100.000000,33.310958,9.9002
wash-ir,240,2250,2250,5062500,7.999965,0.010970,99.999980,33.323547,72.9604
4.1.01,264,256,256,65536,7.997233,0.014424,100.000000,33.293592,1.2212
4.1.02,264,256,256,65536,7.997166,0.018500,100.000000,33.354569,1.2234
4.1.03,264,256,256,65536,7.997173,0.011961,100.000000,33.286967,1.2198
4.1.04,264,256,256,65536,7.997138,0.020496,100.000000,33.528511,1.3164
4.1.05,264,256,256,65536,7.997233,0.014988,100.000000,33.308682,1.2725
4.1.06,264,256,256,65536,7.997550,0.004011,100.000000,33.314641,1.2615
4.1.07,264,256,256,65536,7.997130,0.011467,100.000000,33.528866,1.2024
4.1.08,264,256,256,65536,7.997129,0.003982,100.000000,33.305905,1.2724
4.2.01,264,512,512,262144,7.999264,0.015420,100.000000,33.359277,4.7705
4.2.03,264,512,512,262144,7.999252,0.009821,100.000000,33.429431,4.8759
4.2.05,264,512,512,262144,7.999300,0.016020,100.000000,33.331121,4.8062
4.2.06,264,512,512,262144,7.999248,0.020505,100.000000,33.288082,4.8124
4.2.07,264,512,512,262144,7.999341,0.011728,100.000000,33.318138,4.3006
house,264,512,512,262144,7.999269,0.020018,100.000000,33.405078,4.8010
2.1.01,264,512,512,262144,7.999345,0.023991,100.000000,33.383929,4.8026
2.1.02,264,512,512,262144,7.999319,0.014080,100.000000,33.394121,4.7714
2.1.03,264,512,512,262144,7.999338,0.007099,100.000000,33.384556,5.0269
2.1.04,264,512,512,262144,7.999253,0.015836,100.000000,33.409047,4.7360
2.1.05,264,512,512,262144,7.999346,0.011463,100.000000,33.331307,4.5830
2.1.06,264,512,512,262144,7.999303,0.022358,100.000000,33.288560,4.2559
2.1.07,264,512,512,262144,7.999280,0.013066,100.000000,33.291650,3.1392
2.1.08,264,512,512,262144,7.999342,0.018489,100.000000,33.288650,2.9173
2.1.09,264,512,512,262144,7.999272,0.010992,100.000000,33.373787,2.9531
2.1.10,264,512,512,262144,7.999342,0.021544,100.000000,33.277056,3.0765
2.1.11,264,512,512,262144,7.999307,0.006942,100.000000,33.347555,4.0078
2.1.12,264,512,512,262144,7.999255,0.009115,100.000000,33.340421,4.6250
2.2.01,264,1024,1024,1048576,7.999838,0.009527,100.000000,33.322515,19.0210
2.2.02,264,1024,1024,1048576,7.999822,0.020348,100.000000,33.300398,19.3359
2.2.03,264,1024,1024,1048576,7.999807,0.023652,100.000000,33.332098,20.4483
2.2.04,264,1024,1024,1048576,7.999826,0.012150,100.000000,33.309430,19.1571
2.2.05,264,1024,1024,1048576,7.999819,0.016613,100.000000,33.307682,19.3011
2.2.06,264,1024,1024,1048576,7.999828,0.008478,100.000000,33.334542,19.1445
2.2.07,264,1024,1024,1048576,7.999827,0.006559,100.000000,33.312954,19.5610
2.2.08,264,1024,1024,1048576,7.999820,0.010472,100.000000,33.330873,18.9207
2.2.09,264,1024,1024,1048576,7.999824,0.009814,100.000000,33.316826,18.9365
2.2.10,264,1024,1024,1048576,7.999829,0.017570,100.000000,33.297352,19.1124
2.2.11,264,1024,1024,1048576,7.999811,0.018766,100.000000,33.317453,19.1603
2.2.12,264,1024,1024,1048576,7.999826,0.008754,100.000000,33.318616,19.8586
2.2.13,264,1024,1024,1048576,7.999816,0.003129,100.000000,33.348252,19.2168
2.2.14,264,1024,1024,1048576,7.999814,0.005980,100.000000,33.334974,19.1997
2.2.15,264,1024,1024,1048576,7.999834,0.015394,100.000000,33.337513,18.9724
2.2.16,264,1024,1024,1048576,7.999835,0.024084,100.000000,33.347652,19.3705
2.2.17,264,1024,1024,1048576,7.999818,0.009663,100.000000,33.331491,10.1371
2.2.18,264,1024,1024,1048576,7.999823,0.031596,100.000000,33.351380,10.0236
2.2.19,264,1024,1024,1048576,7.999821,0.010308,99.999905,33.319443,10.0621
2.2.20,264,1024,1024,1048576,7.999811,0.021807,100.000000,33.350019,10.0134
2.2.21,264,1024,1024,1048576,7.999819,0.025824,100.000000,33.323251,10.5119
2.2.22,264,1024,1024,1048576,7.999815,0.017072,100.000000,33.363907,13.3584
2.2.23,264,1024,1024,1048576,7.999820,0.013442,99.999905,33.376615,19.1644
2.2.24,264,1024,1024,1048576,7.999815,0.020839,100.000000,33.339366,19.3508
wash-ir,264,2250,2250,5062500,7.999963,0.016944,100.000000,33.344433,93.2404
4.1.01,288,256,256,65536,7.997203,0.009910,100.000000,33.346702,1.1863
4.1.02,288,256,256,65536,7.997293,0.019749,100.000000,33.437299,1.2398
4.1.03,288,256,256,65536,7.997313,0.029654,100.000000,33.239570,1.2003
4.1.04,288,256,256,65536,7.997120,0.014784,100.000000,33.278787,1.2165
4.1.05,288,256,256,65536,7.997406,0.021744,100.000000,33.195326,1.2852
4.1.06,288,256,256,65536,7.997176,0.006876,100.000000,33.175391,1.3650
4.1.07,288,256,256,65536,7.997059,0.022958,100.000000,33.406990,1.1654
4.1.08,288,256,256,65536,7.997115,0.009121,100.000000,33.431755,1.2828
4.2.01,288,512,512,262144,7.999341,0.010675,99.999619,33.342782,5.1018
4.2.03,288,512,512,262144,7.999326,0.011066,100.000000,33.305818,5.1777
4.2.05,288,512,512,262144,7.999340,0.016273,100.000000,33.376996,5.3565
4.2.06,288,512,512,262144,7.999265,0.003188,100.000000,33.310696,5.0593
4.2.07,288,512,512,262144,7.999286,0.012806,100.000000,33.291407,4.9693
house,288,512,512,262144,7.999290,0.012615,100.000000,33.366062,5.1397
2.1.01,288,512,512,262144,7.999291,0.018057,100.000000,33.266101,4.9282
2.1.02,288,512,512,262144,7.999275,0.007502,100.000000,33.384008,4.5351
2.1.03,288,512,512,262144,7.999322,0.003144,100.000000,33.333346,4.7100
2.1.04,288,512,512,262144,7.999352,0.021568,100.000000,33.359973,4.5914
2.1.05,288,512,512,262144,7.999330,0.025537,100.000000,33.347237,4.7031
2.1.06,288,512,512,262144,7.999308,0.015380,100.000000,33.354303,4.6206
2.1.07,288,512,512,262144,7.999241,0.016834,100.000000,33.282266,4.9212
2.1.08,288,512,512,262144,7.999273,0.007964,100.000000,33.361619,4.9111
2.1.09,288,512,512,262144,7.999293,0.009788,100.000000,33.324196,4.5766
2.1.10,288,512,512,262144,7.999360,0.014383,100.000000,33.309796,4.8832
2.1.11,288,512,512,262144,7.999251,0.002394,100.000000,33.388486,4.7784
2.1.12,288,512,512,262144,7.999340,0.009683,100.000000,33.380457,4.8765
2.2.01,288,1024,1024,1048576,7.999820,0.011344,99.999905,33.338529,19.2547
2.2.02,288,1024,1024,1048576,7.999813,0.026682,100.000000,33.327342,20.0746
2.2.03,288,1024,1024,1048576,7.999810,0.013900,100.000000,33.309019,20.2390
2.2.04,288,1024,1024,1048576,7.999836,0.009440,100.000000,33.376015,20.4977
2.2.05,288,1024,1024,1048576,7.999810,0.009435,100.000000,33.325110,19.9123
2.2.06,288,1024,1024,1048576,7.999808,0.017671,100.000000,33.349985,15.0387
2.2.07,288,1024,1024,1048576,7.999822,0.020182,100.000000,33.298299,19.8313
2.2.08,288,1024,1024,1048576,7.999833,0.022125,100.000000,33.308676,19.2636
2.2.09,288,1024,1024,1048576,7.999825,0.008006,100.000000,33.342148,19.4607
2.2.10,288,1024,1024,1048576,7.999839,0.015744,100.000000,33.372666,19.7407
2.2.11,288,1024,1024,1048576,7.999824,0.017053,100.000000,33.292485,20.0163
2.2.12,288,1024,1024,1048576,7.999816,0.018412,100.000000,33.321666,19.9426
2.2.13,288,1024,1024,1048576,7.999818,0.015871,100.000000,33.278909,19.4349
2.2.14,288,1024,1024,1048576,7.999833,0.023848,100.000000,33.364658,18.7847
2.2.15,288,1024,1024,1048576,7.999833,0.023495,100.000000,33.339764,18.9229
2.2.16,288,1024,1024,1048576,7.999817,0.013365,100.000000,33.316833,18.9019
2.2.17,288,1024,1024,1048576,7.999825,0.015260,100.000000,33.338814,19.1495
2.2.18,288,1024,1024,1048576,7.999837,0.012711,100.000000,33.332985,19.0942
2.2.19,288,1024,1024,1048576,7.999830,0.009638,100.000000,33.343868,19.8429
2.2.20,288,1024,1024,1048576,7.999836,0.035928,100.000000,33.336332,19.7166
2.2.21,288,1024,1024,1048576,7.999827,0.008592,100.000000,33.298481,19.5252
2.2.22,288,1024,1024,1048576,7.999818,0.016075,100.000000,33.332957,10.0130
2.2.23,288,1024,1024,1048576,7.999816,0.018177,100.000000,33.310460,10.0367
2.2.24,288,1024,1024,1048576,7.999831,0.013728,99.999905,33.300398,9.9325
wash-ir,288,2250,2250,5062500,7.999962,0.016015,99.999980,33.317441,59.1017
4.1.01,312,256,256,65536,7.996889,0.006442,100.000000,33.337358,1.1443
4.1.02,312,256,256,65536,7.996993,0.015796,100.000000,33.270651,1.1359
4.1.03,312,256,256,65536,7.997226,0.014672,100.000000,33.345101,1.1402
4.1.04,312,256,256,65536,7.997277,0.018637,100.000000,33.460251,1.1466
4.1.05,312,256,256,65536,7.997396,0.013007,100.000000,33.485924,1.2088
4.1.06,312,256,256,65536,7.996944,0.010706,100.000000,33.225916,1.1612
4.1.07,312,256,256,65536,7.997242,0.030360,100.000000,33.332468,1.1505
4.1.08,312,256,256,65536,7.997228,0.023767,100.000000,33.426998,1.1238
4.2.01,312,512,512,262144,7.999364,0.010510,100.000000,33.320369,4.5200
4.2.03,312,512,512,262144,7.999324,0.012100,100.000000,33.263696,4.6352
4.2.05,312,512,512,262144,7.999297,0.020322,100.000000,33.277862,4.9417
4.2.06,312,512,512,262144,7.999340,0.013410,100.000000,33.338651,5.0837
4.2.07,312,512,512,262144,7.999334,0.012630,100.000000,33.298847,4.7660
house,312,512,512,262144,7.999302,0.003226,100.000000,33.270398,4.8997
2.1.01,312,512,512,262144,7.999254,0.017005,100.000000,33.354931,4.7647
2.1.02,312,512,512,262144,7.999310,0.014530,100.000000,33.359114,5.0586
2.1.03,312,512,512,262144,7.999320,0.004508,100.000000,33.379692,5.0467
2.1.04,312,512,512,262144,7.999262,0.006096,100.000000,33.274553,5.0533
2.1.05,312,512,512,262144,7.999335,0.020852,100.000000,33.408911,4.9352
2.1.06,312,512,512,262144,7.999283,0.022146,100.000000,33.328691,5.0780
2.1.07,312,512,512,262144,7.999340,0.004610,100.000000,33.312469,5.1315
2.1.08,312,512,512,262144,7.999277,0.009396,100.000000,33.330525,4.7714
2.1.09,312,512,512,262144,7.999326,0.006162,100.000000,33.338726,4.6416
2.1.10,312,512,512,262144,7.999288,0.023000,100.000000,33.308619,4.5889
2.1.11,312,512,512,262144,7.999246,0.021750,100.000000,33.423058,4.9352
2.1.12,312,512,512,262144,7.999231,0.012634,100.000000,33.377388,4.9515
2.2.01,312,1024,1024,1048576,7.999825,0.019674,100.000000,33.342804,19.1170
2.2.02,312,1024,1024,1048576,7.999834,0.016919,100.000000,33.354031,18.8631
2.2.03,312,1024,1024,1048576,7.999810,0.014761,99.999905,33.319563,19.1801
2.2.04,312,1024,1024,1048576,7.999839,0.007714,100.000000,33.291995,20.0748
2.2.05,312,1024,1024,1048576,7.999811,0.014785,100.000000,33.376453,19.9249
2.2.06,312,1024,1024,1048576,7.999817,0.017196,100.000000,33.317205,19.6867
2.2.07,312,1024,1024,1048576,7.999807,0.012402,100.000000,33.341778,19.8691
2.2.08,312,1024,1024,1048576,7.999816,0.019674,100.000000,33.339474,19.0919
2.2.09,312,1024,1024,1048576,7.999814,0.018881,100.000000,33.307993,19.2965
2.2.10,312,1024,1024,1048576,7.999826,0.016985,100.000000,33.309968,19.2057
2.2.11,312,1024,1024,1048576,7.999828,0.021098,100.000000,33.355056,19.3426
2.2.12,312,1024,1024,1048576,7.999823,0.018559,100.000000,33.367095,19.3173
2.2.13,312,1024,1024,1048576,7.999826,0.014112,100.000000,33.332106,19.0735
2.2.14,312,1024,1024,1048576,7.999845,0.003282,100.000000,33.343848,19.1279
2.2.15,312,1024,1024,1048576,7.999826,0.009280,99.999905,33.310380,18.7906
2.2.16,312,1024,1024,1048576,7.999823,0.013062,100.000000,33.328795,18.3680
2.2.17,312,1024,1024,1048576,7.999831,0.009502,100.000000,33.353824,19.5897
2.2.18,312,1024,1024,1048576,7.999815,0.014666,100.000000,33.322588,20.4252
2.2.19,312,1024,1024,1048576,7.999819,0.011557,100.000000,33.357828,18.6313
2.2.20,312,1024,1024,1048576,7.999832,0.006542,100.000000,33.321267,18.8466
2.2.21,312,1024,1024,1048576,7.999811,0.009635,100.000000,33.356353,19.9089
2.2.22,312,1024,1024,1048576,7.999815,0.021901,100.000000,33.326466,19.2879
2.2.23,312,1024,1024,1048576,7.999827,0.012814,99.999905,33.315982,19.6242
2.2.24,312,1024,1024,1048576,7.999836,0.011351,100.000000,33.360421,20.1136
wash-ir,312,2250,2250,5062500,7.999964,0.014077,100.000000,33.345111,93.3438
4.1.01,336,256,256,65536,7.997296,0.031867,100.000000,33.229291,1.1866
4.1.02,336,256,256,65536,7.996929,0.008898,100.000000,33.349883,1.1854
4.1.03,336,256,256,65536,7.996903,0.015770,100.000000,33.424994,1.1653
4.1.04,336,256,256,65536,7.997017,0.025372,100.000000,33.248225,1.1788
4.1.05,336,256,256,65536,7.997313,0.009894,100.000000,33.346644,1.1995
4.1.06,336,256,256,65536,7.997141,0.016446,100.000000,33.349512,1.3019
4.1.07,336,256,256,65536,7.997137,0.018164,100.000000,33.410331,1.2732
4.1.08,336,256,256,65536,7.997069,0.015200,100.000000,33.288055,1.1473
4.2.01,336,512,512,262144,7.999370,0.017425,100.000000,33.417587,4.5717
4.2.03,336,512,512,262144,7.999336,0.010694,100.000000,33.355049,5.6332
4.2.05,336,512,512,262144,7.999215,0.008113,100.000000,33.337921,5.1714
4.2.06,336,512,512,262144,7.999309,0.012094,100.000000,33.340763,4.7974
4.2.07,336,512,512,262144,7.999346,0.018489,100.000000,33.386076,4.7252
house,336,512,512,262144,7.999294,0.007115,100.000000,33.341999,4.8199
2.1.01,336,512,512,262144,7.999337,0.003124,100.000000,33.318751,4.9678
2.1.02,336,512,512,262144,7.999330,0.016792,100.000000,33.366907,4.7705
2.1.03,336,512,512,262144,7.999319,0.014979,100.000000,33.308106,4.7792
2.1.04,336,512,512,262144,7.999315,0.012834,100.000000,33.262585,4.9574
2.1.05,336,512,512,262144,7.999311,0.010200,100.000000,33.343344,4.8970
2.1.06,336,512,512,262144,7.999260,0.010406,100.000000,33.373396,4.9731
2.1.07,336,512,512,262144,7.999315,0.012362,100.000000,33.332771,5.1291
2.1.08,336,512,512,262144,7.999282,0.016566,100.000000,33.356016,4.7649
2.1.09,336,512,512,262144,7.999308,0.014759,100.000000,33.383798,4.7383
2.1.10,336,512,512,262144,7.999344,0.014331,100.000000,33.343086,4.9305
2.1.11,336,512,512,262144,7.999310,0.008266,100.000000,33.354658,4.7122
2.1.12,336,512,512,262144,7.999284,0.014512,100.000000,33.345247,4.6335
2.2.01,336,1024,1024,1048576,7.999820,0.017671,100.000000,33.303615,18.8769
2.2.02,336,1024,1024,1048576,7.999822,0.010501,100.000000,33.350757,18.8658
2.2.03,336,1024,1024,1048576,7.999812,0.008795,100.000000,33.323959,19.2482
2.2.04,336,1024,1024,1048576,7.999811,0.011816,100.000000,33.348546,17.9555
2.2.05,336,1024,1024,1048576,7.999833,0.025360,100.000000,33.320906,18.6271
2.2.06,336,1024,1024,1048576,7.999827,0.019966,100.000000,33.327053,18.8585
2.2.07,336,1024,1024,1048576,7.999820,0.016174,100.000000,33.336983,19.1273
2.2.08,336,1024,1024,1048576,7.999826,0.020926,100.000000,33.317019,18.5940
2.2.09,336,1024,1024,1048576,7.999829,0.010782,99.999905,33.299950,18.9906
2.2.10,336,1024,1024,1048576,7.999827,0.005366,100.000000,33.363595,18.7749
2.2.11,336,1024,1024,1048576,7.999818,0.017934,100.000000,33.342562,19.3794
2.2.12,336,1024,1024,1048576,7.999818,0.013343,100.000000,33.307419,18.6404
2.2.13,336,1024,1024,1048576,7.999817,0.014016,100.000000,33.311844,18.3739
2.2.14,336,1024,1024,1048576,7.999824,0.008123,100.000000,33.338643,19.9028
2.2.15,336,1024,1024,1048576,7.999833,0.031423,100.000000,33.295654,19.4650
2.2.16,336,1024,1024,1048576,7.999824,0.029098,100.000000,33.299735,9.8447
2.2.17,336,1024,1024,1048576,7.999828,0.023272,100.000000,33.323821,10.0102
2.2.18,336,1024,1024,1048576,7.999822,0.014816,100.000000,33.335401,10.1776
2.2.19,336,1024,1024,1048576,7.999814,0.015638,100.000000,33.301046,11.5978
2.2.20,336,1024,1024,1048576,7.999821,0.005520,100.000000,33.309846,18.1774
2.2.21,336,1024,1024,1048576,7.999831,0.010124,100.000000,33.380557,18.3707
2.2.22,336,1024,1024,1048576,7.999836,0.022482,100.000000,33.343965,18.4762
2.2.23,336,1024,1024,1048576,7.999831,0.022973,100.000000,33.328987,18.3287
2.2.24,336,1024,1024,1048576,7.999831,0.016146,100.000000,33.327839,10.3559
wash-ir,336,2250,2250,5062500,7.999964,0.011472,100.000000,33.340378,50.9512
4.1.01,360,256,256,65536,7.997265,0.018981,100.000000,33.407824,0.6615
4.1.02,360,256,256,65536,7.997353,0.017796,100.000000,33.345124,0.6570
4.1.03,360,256,256,65536,7.997094,0.018432,100.000000,33.394401,1.2434
4.1.04,360,256,256,65536,7.997089,0.010295,100.000000,33.168359,1.2305
4.1.05,360,256,256,65536,7.997221,0.015172,100.000000,33.227700,1.2341
4.1.06,360,256,256,65536,7.997016,0.017893,100.000000,33.450022,1.2229
4.1.07,360,256,256,65536,7.997198,0.019666,100.000000,33.265467,1.3913
4.1.08,360,256,256,65536,7.997086,0.013195,100.000000,33.416131,1.2901
4.2.01,360,512,512,262144,7.999245,0.006668,100.000000,33.391563,4.5565
4.2.03,360,512,512,262144,7.999325,0.012463,100.000000,33.377765,4.4785
4.2.05,360,512,512,262144,7.999320,0.024082,100.000000,33.343893,4.7515
4.2.06,360,512,512,262144,7.999320,0.019269,100.000000,33.301465,4.4827
4.2.07,360,512,512,262144,7.999288,0.009272,100.000000,33.398440,2.4900
house,360,512,512,262144,7.999380,0.014425,100.000000,33.358654,3.2964
2.1.01,360,512,512,262144,7.999209,0.025709,100.000000,33.380592,4.5590
2.1.02,360,512,512,262144,7.999352,0.019306,100.000000,33.276722,4.7000
2.1.03,360,512,512,262144,7.999226,0.020555,100.000000,33.343441,4.3442
2.1.04,360,512,512,262144,7.999298,0.013307,100.000000,33.371937,3.8586
2.1.05,360,512,512,262144,7.999301,0.020196,100.000000,33.266236,4.7057
2.1.06,360,512,512,262144,7.999291,0.008505,100.000000,33.339094,4.8738
2.1.07,360,512,512,262144,7.999212,0.018560,100.000000,33.298214,4.6315
2.1.08,360,512,512,262144,7.999328,0.026416,100.000000,33.270846,4.4263
2.1.09,360,512,512,262144,7.999322,0.014481,99.999619,33.357532,4.7018
2.1.10,360,512,512,262144,7.999273,0.021154,100.000000,33.292680,4.7030
2.1.11,360,512,512,262144,7.999285,0.011605,100.000000,33.337785,4.8310
2.1.12,360,512,512,262144,7.999309,0.010578,100.000000,33.312896,4.7038
2.2.01,360,1024,1024,1048576,7.999827,0.022947,100.000000,33.309847,18.0463
2.2.02,360,1024,1024,1048576,7.999832,0.009098,100.000000,33.327562,18.1017
2.2.03,360,1024,1024,1048576,7.999832,0.027000,100.000000,33.295777,19.5743
2.2.04,360,1024,1024,1048576,7.999821,0.003783,100.000000,33.348681,18.7297
2.2.05,360,1024,1024,1048576,7.999824,0.017683,100.000000,33.332708,18.7736
2.2.06,360,1024,1024,1048576,7.999804,0.007481,100.000000,33.352210,18.9534
2.2.07,360,1024,1024,1048576,7.999820,0.006265,100.000000,33.348888,18.6205
2.2.08,360,1024,1024,1048576,7.999816,0.009673,100.000000,33.359808,18.7218
2.2.09,360,1024,1024,1048576,7.999833,0.026989,100.000000,33.338264,18.5190
2.2.10,360,1024,1024,1048576,7.999825,0.006625,100.000000,33.289356,18.4192
2.2.11,360,1024,1024,1048576,7.999827,0.009259,100.000000,33.349679,17.0383
2.2.12,360,1024,1024,1048576,7.999826,0.016233,100.000000,33.356039,18.3116
2.2.13,360,1024,1024,1048576,7.999807,0.009125,100.000000,33.357259,18.6635
2.2.14,360,1024,1024,1048576,7.999820,0.016693,100.000000,33.342301,18.8255
2.2.15,360,1024,1024,1048576,7.999805,0.013696,100.000000,33.326095,18.4551
2.2.16,360,1024,1024,1048576,7.999834,0.016574,100.000000,33.310007,18.8554
2.2.17,360,1024,1024,1048576,7.999826,0.017089,100.000000,33.351300,18.0478
2.2.18,360,1024,1024,1048576,7.999828,0.014396,100.000000,33.328014,17.9949
2.2.19,360,1024,1024,1048576,7.999832,0.010286,100.000000,33.336582,18.0820
2.2.20,360,1024,1024,1048576,7.999832,0.029511,100.000000,33.342574,18.0481
2.2.21,360,1024,1024,1048576,7.999834,0.023170,100.000000,33.315569,19.3994
2.2.22,360,1024,1024,1048576,7.999800,0.020015,100.000000,33.309367,19.2131
2.2.23,360,1024,1024,1048576,7.999821,0.017539,100.000000,33.307343,14.8491
2.2.24,360,1024,1024,1048576,7.999833,0.019870,99.999905,33.267793,17.6050
wash-ir,360,2250,2250,5062500,7.999963,0.016646,100.000000,33.313987,48.3638
4.1.01,384,256,256,65536,7.997341,0.033015,100.000000,33.195949,0.7830
4.1.02,384,256,256,65536,7.997237,0.014227,100.000000,33.244186,1.2287
4.1.03,384,256,256,65536,7.997143,0.006792,100.000000,33.389003,1.2379
4.1.04,384,256,256,65536,7.996883,0.011934,100.000000,33.217071,1.1711
4.1.05,384,256,256,65536,7.996828,0.017055,100.000000,33.395576,1.1325
4.1.06,384,256,256,65536,7.997337,0.002914,100.000000,33.363605,1.0994
4.1.07,384,256,256,65536,7.997079,0.016855,100.000000,33.421453,1.0842
4.1.08,384,256,256,65536,7.997172,0.017014,100.000000,33.424183,1.1872
4.2.01,384,512,512,262144,7.999348,0.023286,100.000000,33.338144,4.9626
4.2.03,384,512,512,262144,7.999324,0.009179,100.000000,33.272763,4.7040
4.2.05,384,512,512,262144,7.999337,0.009632,100.000000,33.324347,4.5685
4.2.06,384,512,512,262144,7.999266,0.017466,100.000000,33.347884,4.5290
4.2.07,384,512,512,262144,7.999319,0.011940,100.000000,33.400689,4.4676
house,384,512,512,262144,7.999270,0.012935,100.000000,33.290254,4.3254
2.1.01,384,512,512,262144,7.999232,0.019207,100.000000,33.355319,4.5115
2.1.02,384,512,512,262144,7.999246,0.012677,100.000000,33.228898,4.8343
2.1.03,384,512,512,262144,7.999220,0.022040,100.000000,33.348782,4.3070
2.1.04,384,512,512,262144,7.999249,0.015057,100.000000,33.311469,4.6196
2.1.05,384,512,512,262144,7.999229,0.008069,100.000000,33.263284,5.1289
2.1.06,384,512,512,262144,7.999297,0.011667,100.000000,33.339919,2.4693
2.1.07,384,512,512,262144,7.999337,0.021231,100.000000,33.358815,2.4036
2.1.08,384,512,512,262144,7.999282,0.006371,100.000000,33.326157,4.7747
2.1.09,384,512,512,262144,7.999304,0.006151,100.000000,33.386344,4.7400
2.1.10,384,512,512,262144,7.999343,0.010488,100.000000,33.340505,4.7727
2.1.11,384,512,512,262144,7.999209,0.011039,100.000000,33.375947,4.6325
2.1.12,384,512,512,262144,7.999316,0.011046,100.000000,33.323588,4.2692
