image,volume,K,num_pixels,mean_chi2_plain,mean_chi2_cipher,chi2_critical_005,cipher_uniform_pass
wash-ir,aerials,192,5062500,5355559.2556,259.3791,293.2465,1
4.1.01,misc,216,65536,161648.1927,252.9844,293.2465,1
4.1.02,misc,216,65536,279285.9792,249.3620,293.2465,1
4.1.03,misc,216,65536,757390.6979,245.8698,293.2465,1
4.1.04,misc,216,65536,81482.5964,244.6562,293.2465,1
4.1.05,misc,216,65536,317258.1536,247.9922,293.2465,1
4.1.06,misc,216,65536,89401.5182,259.3880,293.2465,1
4.1.07,misc,216,65536,486579.0911,244.6094,293.2465,1
4.1.08,misc,216,65536,338837.9115,273.3542,293.2465,1
4.2.01,misc,216,262144,951959.3021,240.8952,293.2465,1
4.2.03,misc,216,262144,101863.4616,283.2415,293.2465,1
4.2.05,misc,216,262144,822925.9603,275.9349,293.2465,1
4.2.06,misc,216,262144,223807.8535,259.3906,293.2465,1
4.2.07,misc,216,262144,340999.4414,260.1992,293.2465,1
house,misc,216,262144,257525.5384,224.9108,293.2465,1
2.1.01,aerials,216,262144,305263.2174,244.3783,293.2465,1
2.1.02,aerials,216,262144,285237.8646,254.3112,293.2465,1
2.1.03,aerials,216,262144,2147568.3815,243.6270,293.2465,1
2.1.04,aerials,216,262144,878469.8587,254.2103,293.2465,1
2.1.05,aerials,216,262144,265542.1608,270.2409,293.2465,1
2.1.06,aerials,216,262144,181814.6641,245.7793,293.2465,1
2.1.07,aerials,216,262144,1506062.4518,247.1497,293.2465,1
2.1.08,aerials,216,262144,1304657.1211,270.8704,293.2465,1
2.1.09,aerials,216,262144,1534474.9251,269.8678,293.2465,1
2.1.10,aerials,216,262144,842741.8743,235.1237,293.2465,1
2.1.11,aerials,216,262144,382965.7695,255.0033,293.2465,1
2.1.12,aerials,216,262144,1041168.6172,271.4629,293.2465,1
2.2.01,aerials,216,1048576,1606924.9424,238.3457,293.2465,1
2.2.02,aerials,216,1048576,7994223.7020,251.4196,293.2465,1
2.2.03,aerials,216,1048576,6187844.7371,243.3206,293.2465,1
2.2.04,aerials,216,1048576,3690644.5820,268.4684,293.2465,1
2.2.05,aerials,216,1048576,1298775.5493,265.3892,293.2465,1
2.2.06,aerials,216,1048576,7396619.0374,268.7326,293.2465,1
2.2.07,aerials,216,1048576,4860051.3880,260.2969,293.2465,1
2.2.08,aerials,216,1048576,1082751.9800,244.2254,293.2465,1
2.2.09,aerials,216,1048576,6732990.8791,255.8525,293.2465,1
2.2.10,aerials,216,1048576,7587851.9578,269.2682,293.2465,1
2.2.11,aerials,216,1048576,4219744.8717,271.1857,293.2465,1
2.2.12,aerials,216,1048576,4033947.6772,245.6852,293.2465,1
2.2.13,aerials,216,1048576,2556570.1512,268.7614,293.2465,1
2.2.14,aerials,216,1048576,2863126.6483,258.3053,293.2465,1
2.2.15,aerials,216,1048576,5841825.9139,271.8726,293.2465,1
2.2.16,aerials,216,1048576,3088125.5768,251.9303,293.2465,1
2.2.17,aerials,216,1048576,2111634.7624,266.7401,293.2465,1
2.2.18,aerials,216,1048576,3315796.2762,253.5920,293.2465,1
2.2.19,aerials,216,1048576,4653792.5623,240.9242,293.2465,1
2.2.20,aerials,216,1048576,3223388.8162,254.2715,293.2465,1
2.2.21,aerials,216,1048576,3338600.8636,251.8320,293.2465,1
2.2.22,aerials,216,1048576,6022088.4924,257.0282,293.2465,1
2.2.23,aerials,216,1048576,11172208.3312,258.1107,293.2465,1
2.2.24,aerials,216,1048576,2781243.8275,255.5903,293.2465,1
wash-ir,aerials,216,5062500,5355559.2556,263.6269,293.2465,1
4.1.01,misc,240,65536,161648.1927,248.9010,293.2465,1
4.1.02,misc,240,65536,279285.9792,254.9661,293.2465,1
4.1.03,misc,240,65536,757390.6979,240.9349,293.2465,1
4.1.04,misc,240,65536,81482.5964,251.1328,293.2465,1
4.1.05,misc,240,65536,317258.1536,262.0078,293.2465,1
4.1.06,misc,240,65536,89401.5182,251.7266,293.2465,1
4.1.07,misc,240,65536,486579.0911,265.7734,293.2465,1
4.1.08,misc,240,65536,338837.9115,273.3776,293.2465,1
4.2.01,misc,240,262144,951959.3021,248.6868,293.2465,1
4.2.03,misc,240,262144,101863.4616,249.2676,293.2465,1
4.2.05,misc,240,262144,822925.9603,251.0000,293.2465,1
4.2.06,misc,240,262144,223807.8535,267.8438,293.2465,1
4.2.07,misc,240,262144,340999.4414,251.4889,293.2465,1
house,misc,240,262144,257525.5384,248.1419,293.2465,1
2.1.01,aerials,240,262144,305263.2174,228.2533,293.2465,1
2.1.02,aerials,240,262144,285237.8646,253.8164,293.2465,1
2.1.03,aerials,240,262144,2147568.3815,277.7135,293.2465,1
2.1.04,aerials,240,262144,878469.8587,272.1276,293.2465,1
2.1.05,aerials,240,262144,265542.1608,278.1003,293.2465,1
2.1.06,aerials,240,262144,181814.6641,267.1185,293.2465,1
2.1.07,aerials,240,262144,1506062.4518,256.1712,293.2465,1
2.1.08,aerials,240,262144,1304657.1211,257.5033,293.2465,1
2.1.09,aerials,240,262144,1534474.9251,252.3086,293.2465,1
2.1.10,aerials,240,262144,842741.8743,254.4062,293.2465,1
2.1.11,aerials,240,262144,382965.7695,228.4935,293.2465,1
2.1.12,aerials,240,262144,1041168.6172,256.4102,293.2465,1
2.2.01,aerials,240,1048576,1606924.9424,261.0908,293.2465,1
2.2.02,aerials,240,1048576,7994223.7020,276.5283,293.2465,1
2.2.03,aerials,240,1048576,6187844.7371,251.3465,293.2465,1
2.2.04,aerials,240,1048576,3690644.5820,258.1312,293.2465,1
2.2.05,aerials,240,1048576,1298775.5493,271.2129,293.2465,1
2.2.06,aerials,240,1048576,7396619.0374,261.1725,293.2465,1
2.2.07,aerials,240,1048576,4860051.3880,247.2088,293.2465,1
2.2.08,aerials,240,1048576,1082751.9800,277.7445,293.2465,1
2.2.09,aerials,240,1048576,6732990.8791,268.6139,293.2465,1
2.2.10,aerials,240,1048576,7587851.9578,264.6647,293.2465,1
2.2.11,aerials,240,1048576,4219744.8717,244.1909,293.2465,1
2.2.12,aerials,240,1048576,4033947.6772,242.2524,293.2465,1
2.2.13,aerials,240,1048576,2556570.1512,255.0659,293.2465,1
2.2.14,aerials,240,1048576,2863126.6483,262.8239,293.2465,1
2.2.15,aerials,240,1048576,5841825.9139,268.3320,293.2465,1
2.2.16,aerials,240,1048576,3088125.5768,258.7790,293.2465,1
2.2.17,aerials,240,1048576,2111634.7624,260.8120,293.2465,1
2.2.18,aerials,240,1048576,3315796.2762,263.5858,293.2465,1
2.2.19,aerials,240,1048576,4653792.5623,241.1685,293.2465,1
2.2.20,aerials,240,1048576,3223388.8162,251.6297,293.2465,1
2.2.21,aerials,240,1048576,3338600.8636,254.8838,293.2465,1
2.2.22,aerials,240,1048576,6022088.4924,271.9393,293.2465,1
2.2.23,aerials,240,1048576,11172208.3312,246.2057,293.2465,1
2.2.24,aerials,240,1048576,2781243.8275,257.6927,293.2465,1
wash-ir,aerials,240,5062500,5355559.2556,248.6663,293.2465,1
4.1.01,misc,264,65536,161648.1927,251.1276,293.2465,1
4.1.02,misc,264,65536,279285.9792,257.3021,293.2465,1
4.1.03,misc,264,65536,757390.6979,256.6406,293.2465,1
4.1.04,misc,264,65536,81482.5964,259.3177,293.2465,1
4.1.05,misc,264,65536,317258.1536,250.7370,293.2465,1
4.1.06,misc,264,65536,89401.5182,222.3125,293.2465,1
4.1.07,misc,264,65536,486579.0911,259.6406,293.2465,1
4.1.08,misc,264,65536,338837.9115,261.7526,293.2465,1
4.2.01,misc,264,262144,951959.3021,267.7109,293.2465,1
4.2.03,misc,264,262144,101863.4616,271.8542,293.2465,1
4.2.05,misc,264,262144,822925.9603,254.3906,293.2465,1
4.2.06,misc,264,262144,223807.8535,273.6263,293.2465,1
4.2.07,misc,264,262144,340999.4414,239.6947,293.2465,1
house,misc,264,262144,257525.5384,265.3620,293.2465,1
2.1.01,aerials,264,262144,305263.2174,237.7689,293.2465,1
2.1.02,aerials,264,262144,285237.8646,247.1237,293.2465,1
2.1.03,aerials,264,262144,2147568.3815,240.6875,293.2465,1
2.1.04,aerials,264,262144,878469.8587,271.4525,293.2465,1
2.1.05,aerials,264,262144,265542.1608,237.7871,293.2465,1
2.1.06,aerials,264,262144,181814.6641,253.2474,293.2465,1
2.1.07,aerials,264,262144,1506062.4518,261.4342,293.2465,1
2.1.08,aerials,264,262144,1304657.1211,239.0156,293.2465,1
2.1.09,aerials,264,262144,1534474.9251,264.3711,293.2465,1
2.1.10,aerials,264,262144,842741.8743,239.3913,293.2465,1
2.1.11,aerials,264,262144,382965.7695,251.5319,293.2465,1
2.1.12,aerials,264,262144,1041168.6172,270.2513,293.2465,1
2.2.01,aerials,264,1048576,1606924.9424,234.7199,293.2465,1
2.2.02,aerials,264,1048576,7994223.7020,258.6423,293.2465,1
2.2.03,aerials,264,1048576,6187844.7371,279.9977,293.2465,1
2.2.04,aerials,264,1048576,3690644.5820,252.3859,293.2465,1
2.2.05,aerials,264,1048576,1298775.5493,262.9922,293.2465,1
2.2.06,aerials,264,1048576,7396619.0374,249.6117,293.2465,1
2.2.07,aerials,264,1048576,4860051.3880,251.5612,293.2465,1
2.2.08,aerials,264,1048576,1082751.9800,261.0475,293.2465,1
2.2.09,aerials,264,1048576,6732990.8791,255.8208,293.2465,1
2.2.10,aerials,264,1048576,7587851.9578,248.4971,293.2465,1
2.2.11,aerials,264,1048576,4219744.8717,274.5868,293.2465,1
2.2.12,aerials,264,1048576,4033947.6772,253.5425,293.2465,1
2.2.13,aerials,264,1048576,2556570.1512,267.3654,293.2465,1
2.2.14,aerials,264,1048576,2863126.6483,271.2830,293.2465,1
2.2.15,aerials,264,1048576,5841825.9139,241.9142,293.2465,1
2.2.16,aerials,264,1048576,3088125.5768,240.1938,293.2465,1
2.2.17,aerials,264,1048576,2111634.7624,265.2158,293.2465,1
2.2.18,aerials,264,1048576,3315796.2762,257.8760,293.2465,1
2.2.19,aerials,264,1048576,4653792.5623,259.5513,293.2465,1
2.2.20,aerials,264,1048576,3223388.8162,274.3942,293.2465,1
2.2.21,aerials,264,1048576,3338600.8636,263.2082,293.2465,1
2.2.22,aerials,264,1048576,6022088.4924,268.3833,293.2465,1
2.2.23,aerials,264,1048576,11172208.3312,261.9015,293.2465,1
2.2.24,aerials,264,1048576,2781243.8275,268.3516,293.2465,1
wash-ir,aerials,264,5062500,5355559.2556,261.1168,293.2465,1
4.1.01,misc,288,65536,161648.1927,254.1693,293.2465,1
4.1.02,misc,288,65536,279285.9792,246.0573,293.2465,1
4.1.03,misc,288,65536,757390.6979,243.2812,293.2465,1
4.1.04,misc,288,65536,81482.5964,261.9453,293.2465,1
4.1.05,misc,288,65536,317258.1536,235.7656,293.2465,1
4.1.06,misc,288,65536,89401.5182,257.2292,293.2465,1
4.1.07,misc,288,65536,486579.0911,267.9688,293.2465,1
4.1.08,misc,288,65536,338837.9115,262.0677,293.2465,1
4.2.01,misc,288,262144,951959.3021,239.6387,293.2465,1
4.2.03,misc,288,262144,101863.4616,244.5944,293.2465,1
4.2.05,misc,288,262144,822925.9603,239.8809,293.2465,1
4.2.06,misc,288,262144,223807.8535,266.9036,293.2465,1
4.2.07,misc,288,262144,340999.4414,259.2988,293.2465,1
house,misc,288,262144,257525.5384,258.1354,293.2465,1
2.1.01,aerials,288,262144,305263.2174,257.2194,293.2465,1
2.1.02,aerials,288,262144,285237.8646,263.4577,293.2465,1
2.1.03,aerials,288,262144,2147568.3815,246.2982,293.2465,1
2.1.04,aerials,288,262144,878469.8587,235.8652,293.2465,1
2.1.05,aerials,288,262144,265542.1608,243.0384,293.2465,1
2.1.06,aerials,288,262144,181814.6641,251.5612,293.2465,1
2.1.07,aerials,288,262144,1506062.4518,275.9609,293.2465,1
2.1.08,aerials,288,262144,1304657.1211,264.4128,293.2465,1
2.1.09,aerials,288,262144,1534474.9251,257.0990,293.2465,1
2.1.10,aerials,288,262144,842741.8743,232.2539,293.2465,1
2.1.11,aerials,288,262144,382965.7695,272.2109,293.2465,1
2.1.12,aerials,288,262144,1041168.6172,239.9798,293.2465,1
2.2.01,aerials,288,1048576,1606924.9424,261.1685,293.2465,1
2.2.02,aerials,288,1048576,7994223.7020,271.5993,293.2465,1
2.2.03,aerials,288,1048576,6187844.7371,275.6891,293.2465,1
2.2.04,aerials,288,1048576,3690644.5820,238.6787,293.2465,1
2.2.05,aerials,288,1048576,1298775.5493,276.6431,293.2465,1
2.2.06,aerials,288,1048576,7396619.0374,278.5742,293.2465,1
2.2.07,aerials,288,1048576,4860051.3880,259.1055,293.2465,1
2.2.08,aerials,288,1048576,1082751.9800,242.9598,293.2465,1
2.2.09,aerials,288,1048576,6732990.8791,255.0259,293.2465,1
2.2.10,aerials,288,1048576,7587851.9578,233.4076,293.2465,1
2.2.11,aerials,288,1048576,4219744.8717,255.1271,293.2465,1
2.2.12,aerials,288,1048576,4033947.6772,268.0184,293.2465,1
2.2.13,aerials,288,1048576,2556570.1512,264.2663,293.2465,1
2.2.14,aerials,288,1048576,2863126.6483,242.7520,293.2465,1
2.2.15,aerials,288,1048576,5841825.9139,242.1906,293.2465,1
2.2.16,aerials,288,1048576,3088125.5768,265.6094,293.2465,1
2.2.17,aerials,288,1048576,2111634.7624,254.2858,293.2465,1
2.2.18,aerials,288,1048576,3315796.2762,237.3867,293.2465,1
2.2.19,aerials,288,1048576,4653792.5623,246.7922,293.2465,1
2.2.20,aerials,288,1048576,3223388.8162,238.7020,293.2465,1
2.2.21,aerials,288,1048576,3338600.8636,250.8078,293.2465,1
2.2.22,aerials,288,1048576,6022088.4924,264.3384,293.2465,1
2.2.23,aerials,288,1048576,11172208.3312,267.4082,293.2465,1
2.2.24,aerials,288,1048576,2781243.8275,245.8330,293.2465,1
wash-ir,aerials,288,5062500,5355559.2556,266.2478,293.2465,1
4.1.01,misc,312,65536,161648.1927,282.6849,293.2465,1
4.1.02,misc,312,65536,279285.9792,272.4479,293.2465,1
4.1.03,misc,312,65536,757390.6979,251.4688,293.2465,1
4.1.04,misc,312,65536,81482.5964,247.0911,293.2465,1
4.1.05,misc,312,65536,317258.1536,236.2812,293.2465,1
4.1.06,misc,312,65536,89401.5182,278.1979,293.2465,1
4.1.07,misc,312,65536,486579.0911,250.6510,293.2465,1
4.1.08,misc,312,65536,338837.9115,251.8958,293.2465,1
4.2.01,misc,312,262144,951959.3021,230.9479,293.2465,1
4.2.03,misc,312,262144,101863.4616,245.3600,293.2465,1
4.2.05,misc,312,262144,822925.9603,255.0059,293.2465,1
4.2.06,misc,312,262144,223807.8535,239.9479,293.2465,1
4.2.07,misc,312,262144,340999.4414,242.3926,293.2465,1
house,misc,312,262144,257525.5384,253.3737,293.2465,1
2.1.01,aerials,312,262144,305263.2174,270.9909,293.2465,1
2.1.02,aerials,312,262144,285237.8646,250.7324,293.2465,1
2.1.03,aerials,312,262144,2147568.3815,247.0378,293.2465,1
2.1.04,aerials,312,262144,878469.8587,267.7969,293.2465,1
2.1.05,aerials,312,262144,265542.1608,241.6549,293.2465,1
2.1.06,aerials,312,262144,181814.6641,260.2396,293.2465,1
2.1.07,aerials,312,262144,1506062.4518,240.0697,293.2465,1
2.1.08,aerials,312,262144,1304657.1211,262.5182,293.2465,1
2.1.09,aerials,312,262144,1534474.9251,244.9661,293.2465,1
2.1.10,aerials,312,262144,842741.8743,258.0625,293.2465,1
2.1.11,aerials,312,262144,382965.7695,273.7441,293.2465,1
2.1.12,aerials,312,262144,1041168.6172,279.6680,293.2465,1
2.2.01,aerials,312,1048576,1606924.9424,253.7305,293.2465,1
2.2.02,aerials,312,1048576,7994223.7020,241.0020,293.2465,1
2.2.03,aerials,312,1048576,6187844.7371,276.1901,293.2465,1
2.2.04,aerials,312,1048576,3690644.5820,233.2738,293.2465,1
2.2.05,aerials,312,1048576,1298775.5493,275.1632,293.2465,1
2.2.06,aerials,312,1048576,7396619.0374,265.5586,293.2465,1
2.2.07,aerials,312,1048576,4860051.3880,281.1045,293.2465,1
2.2.08,aerials,312,1048576,1082751.9800,266.8522,293.2465,1
2.2.09,aerials,312,1048576,6732990.8791,269.7528,293.2465,1
2.2.10,aerials,312,1048576,7587851.9578,252.3242,293.2465,1
2.2.11,aerials,312,1048576,4219744.8717,249.9829,293.2465,1
2.2.12,aerials,312,1048576,4033947.6772,257.8721,293.2465,1
2.2.13,aerials,312,1048576,2556570.1512,252.9780,293.2465,1
2.2.14,aerials,312,1048576,2863126.6483,225.3118,293.2465,1
2.2.15,aerials,312,1048576,5841825.9139,253.1636,293.2465,1
2.2.16,aerials,312,1048576,3088125.5768,257.9015,293.2465,1
2.2.17,aerials,312,1048576,2111634.7624,245.3812,293.2465,1
2.2.18,aerials,312,1048576,3315796.2762,269.3107,293.2465,1
2.2.19,aerials,312,1048576,4653792.5623,262.8381,293.2465,1
2.2.20,aerials,312,1048576,3223388.8162,243.5382,293.2465,1
2.2.21,aerials,312,1048576,3338600.8636,274.6846,293.2465,1
2.2.22,aerials,312,1048576,6022088.4924,268.8587,293.2465,1
2.2.23,aerials,312,1048576,11172208.3312,251.8791,293.2465,1
2.2.24,aerials,312,1048576,2781243.8275,238.0983,293.2465,1
wash-ir,aerials,312,5062500,5355559.2556,250.8955,293.2465,1
4.1.01,misc,336,65536,161648.1927,245.4297,293.2465,1
4.1.02,misc,336,65536,279285.9792,277.6953,293.2465,1
4.1.03,misc,336,65536,757390.6979,281.0990,293.2465,1
4.1.04,misc,336,65536,81482.5964,271.0625,293.2465,1
4.1.05,misc,336,65536,317258.1536,244.6562,293.2465,1
4.1.06,misc,336,65536,89401.5182,259.7760,293.2465,1
4.1.07,misc,336,65536,486579.0911,259.8151,293.2465,1
4.1.08,misc,336,65536,338837.9115,266.1432,293.2465,1
4.2.01,misc,336,262144,951959.3021,228.3496,293.2465,1
4.2.03,misc,336,262144,101863.4616,241.2897,293.2465,1
4.2.05,misc,336,262144,822925.9603,285.2103,293.2465,1
4.2.06,misc,336,262144,223807.8535,250.9557,293.2465,1
4.2.07,misc,336,262144,340999.4414,237.5833,293.2465,1
house,misc,336,262144,257525.5384,257.1016,293.2465,1
2.1.01,aerials,336,262144,305263.2174,241.1419,293.2465,1
2.1.02,aerials,336,262144,285237.8646,243.7031,293.2465,1
2.1.03,aerials,336,262144,2147568.3815,247.6979,293.2465,1
2.1.04,aerials,336,262144,878469.8587,248.8783,293.2465,1
2.1.05,aerials,336,262144,265542.1608,250.4603,293.2465,1
2.1.06,aerials,336,262144,181814.6641,268.9030,293.2465,1
2.1.07,aerials,336,262144,1506062.4518,248.8730,293.2465,1
2.1.08,aerials,336,262144,1304657.1211,260.9102,293.2465,1
2.1.09,aerials,336,262144,1534474.9251,251.6719,293.2465,1
2.1.10,aerials,336,262144,842741.8743,238.2865,293.2465,1
2.1.11,aerials,336,262144,382965.7695,250.4277,293.2465,1
2.1.12,aerials,336,262144,1041168.6172,259.9805,293.2465,1
2.2.01,aerials,336,1048576,1606924.9424,262.0355,293.2465,1
2.2.02,aerials,336,1048576,7994223.7020,258.8703,293.2465,1
2.2.03,aerials,336,1048576,6187844.7371,272.6908,293.2465,1
2.2.04,aerials,336,1048576,3690644.5820,274.1541,293.2465,1
2.2.05,aerials,336,1048576,1298775.5493,241.9469,293.2465,1
2.2.06,aerials,336,1048576,7396619.0374,252.0047,293.2465,1
2.2.07,aerials,336,1048576,4860051.3880,262.3372,293.2465,1
2.2.08,aerials,336,1048576,1082751.9800,253.7038,293.2465,1
2.2.09,aerials,336,1048576,6732990.8791,249.3464,293.2465,1
2.2.10,aerials,336,1048576,7587851.9578,251.7088,293.2465,1
2.2.11,aerials,336,1048576,4219744.8717,264.7030,293.2465,1
2.2.12,aerials,336,1048576,4033947.6772,265.1561,293.2465,1
2.2.13,aerials,336,1048576,2556570.1512,265.1025,293.2465,1
2.2.14,aerials,336,1048576,2863126.6483,255.8366,293.2465,1
2.2.15,aerials,336,1048576,5841825.9139,242.3499,293.2465,1
2.2.16,aerials,336,1048576,3088125.5768,256.2262,293.2465,1
2.2.17,aerials,336,1048576,2111634.7624,250.2254,293.2465,1
2.2.18,aerials,336,1048576,3315796.2762,259.2070,293.2465,1
2.2.19,aerials,336,1048576,4653792.5623,270.3590,293.2465,1
2.2.20,aerials,336,1048576,3223388.8162,260.8714,293.2465,1
2.2.21,aerials,336,1048576,3338600.8636,245.9495,293.2465,1
2.2.22,aerials,336,1048576,6022088.4924,238.6689,293.2465,1
2.2.23,aerials,336,1048576,11172208.3312,245.8319,293.2465,1
2.2.24,aerials,336,1048576,2781243.8275,246.3216,293.2465,1
wash-ir,aerials,336,5062500,5355559.2556,252.2985,293.2465,1
4.1.01,misc,360,65536,161648.1927,249.3828,293.2465,1
4.1.02,misc,360,65536,279285.9792,239.6901,293.2465,1
4.1.03,misc,360,65536,757390.6979,264.0677,293.2465,1
4.1.04,misc,360,65536,81482.5964,263.3594,293.2465,1
4.1.05,misc,360,65536,317258.1536,251.9974,293.2465,1
4.1.06,misc,360,65536,89401.5182,271.0339,293.2465,1
4.1.07,misc,360,65536,486579.0911,254.8724,293.2465,1
4.1.08,misc,360,65536,338837.9115,264.1042,293.2465,1
4.2.01,misc,360,262144,951959.3021,274.5775,293.2465,1
4.2.03,misc,360,262144,101863.4616,245.5156,293.2465,1
4.2.05,misc,360,262144,822925.9603,247.1549,293.2465,1
4.2.06,misc,360,262144,223807.8535,247.0664,293.2465,1
4.2.07,misc,360,262144,340999.4414,258.2363,293.2465,1
house,misc,360,262144,257525.5384,225.8385,293.2465,1
2.1.01,aerials,360,262144,305263.2174,288.2181,293.2465,1
2.1.02,aerials,360,262144,285237.8646,235.7188,293.2465,1
2.1.03,aerials,360,262144,2147568.3815,280.7331,293.2465,1
2.1.04,aerials,360,262144,878469.8587,255.0059,293.2465,1
2.1.05,aerials,360,262144,265542.1608,254.0065,293.2465,1
2.1.06,aerials,360,262144,181814.6641,257.7402,293.2465,1
2.1.07,aerials,360,262144,1506062.4518,286.7344,293.2465,1
2.1.08,aerials,360,262144,1304657.1211,244.1771,293.2465,1
2.1.09,aerials,360,262144,1534474.9251,246.1432,293.2465,1
2.1.10,aerials,360,262144,842741.8743,264.2884,293.2465,1
2.1.11,aerials,360,262144,382965.7695,260.0443,293.2465,1
2.1.12,aerials,360,262144,1041168.6172,251.1803,293.2465,1
2.2.01,aerials,360,1048576,1606924.9424,250.9880,293.2465,1
2.2.02,aerials,360,1048576,7994223.7020,244.0641,293.2465,1
2.2.03,aerials,360,1048576,6187844.7371,243.7072,293.2465,1
2.2.04,aerials,360,1048576,3690644.5820,260.1240,293.2465,1
2.2.05,aerials,360,1048576,1298775.5493,255.6976,293.2465,1
2.2.06,aerials,360,1048576,7396619.0374,284.3499,293.2465,1
2.2.07,aerials,360,1048576,4860051.3880,262.0347,293.2465,1
2.2.08,aerials,360,1048576,1082751.9800,267.3060,293.2465,1
2.2.09,aerials,360,1048576,6732990.8791,242.3171,293.2465,1
2.2.10,aerials,360,1048576,7587851.9578,254.2368,293.2465,1
2.2.11,aerials,360,1048576,4219744.8717,251.1051,293.2465,1
2.2.12,aerials,360,1048576,4033947.6772,253.6549,293.2465,1
2.2.13,aerials,360,1048576,2556570.1512,280.6413,293.2465,1
2.2.14,aerials,360,1048576,2863126.6483,262.2686,293.2465,1
2.2.15,aerials,360,1048576,5841825.9139,284.1968,293.2465,1
2.2.16,aerials,360,1048576,3088125.5768,241.1681,293.2465,1
2.2.17,aerials,360,1048576,2111634.7624,252.9043,293.2465,1
2.2.18,aerials,360,1048576,3315796.2762,250.0363,293.2465,1
2.2.19,aerials,360,1048576,4653792.5623,244.1935,293.2465,1
2.2.20,aerials,360,1048576,3223388.8162,243.8936,293.2465,1
2.2.21,aerials,360,1048576,3338600.8636,241.8625,293.2465,1
2.2.22,aerials,360,1048576,6022088.4924,290.3483,293.2465,1
2.2.23,aerials,360,1048576,11172208.3312,259.6393,293.2465,1
2.2.24,aerials,360,1048576,2781243.8275,242.3219,293.2465,1
wash-ir,aerials,360,5062500,5355559.2556,261.2492,293.2465,1
4.1.01,misc,384,65536,161648.1927,241.1979,293.2465,1
4.1.02,misc,384,65536,279285.9792,250.1510,293.2465,1
4.1.03,misc,384,65536,757390.6979,259.4245,293.2465,1
4.1.04,misc,384,65536,81482.5964,283.1146,293.2465,1
4.1.05,misc,384,65536,317258.1536,288.0078,293.2465,1
4.1.06,misc,384,65536,89401.5182,241.7604,293.2465,1
4.1.07,misc,384,65536,486579.0911,265.2708,293.2465,1
4.1.08,misc,384,65536,338837.9115,256.6771,293.2465,1
4.2.01,misc,384,262144,951959.3021,236.8906,293.2465,1
4.2.03,misc,384,262144,101863.4616,245.4557,293.2465,1
4.2.05,misc,384,262144,822925.9603,240.5495,293.2465,1
4.2.06,misc,384,262144,223807.8535,266.6165,293.2465,1
4.2.07,misc,384,262144,340999.4414,247.2871,293.2465,1
house,misc,384,262144,257525.5384,265.4427,293.2465,1
2.1.01,aerials,384,262144,305263.2174,278.4792,293.2465,1
2.1.02,aerials,384,262144,285237.8646,273.4850,293.2465,1
2.1.03,aerials,384,262144,2147568.3815,283.1595,293.2465,1
2.1.04,aerials,384,262144,878469.8587,272.7969,293.2465,1
2.1.05,aerials,384,262144,265542.1608,280.0846,293.2465,1
2.1.06,aerials,384,262144,181814.6641,255.3672,293.2465,1
2.1.07,aerials,384,262144,1506062.4518,240.7806,293.2465,1
2.1.08,aerials,384,262144,1304657.1211,260.7826,293.2465,1
2.1.09,aerials,384,262144,1534474.9251,253.1139,293.2465,1
2.1.10,aerials,384,262144,842741.8743,238.6165,293.2465,1
2.1.11,aerials,384,262144,382965.7695,287.1673,293.2465,1
2.1.12,aerials,384,262144,1041168.6172,248.4909,293.2465,1
2.2.01,aerials,384,1048576,1606924.9424,261.4305,293.2465,1
2.2.02,aerials,384,1048576,7994223.7020,237.6540,293.2465,1
2.2.03,aerials,384,1048576,6187844.7371,264.4611,293.2465,1
2.2.04,aerials,384,1048576,3690644.5820,248.1685,293.2465,1
2.2.05,aerials,384,1048576,1298775.5493,260.6227,293.2465,1
2.2.06,aerials,384,1048576,7396619.0374,253.4512,293.2465,1
2.2.07,aerials,384,1048576,4860051.3880,255.7290,293.2465,1
2.2.08,aerials,384,1048576,1082751.9800,240.8945,293.2465,1
2.2.09,aerials,384,1048576,6732990.8791,245.1646,293.2465,1
2.2.10,aerials,384,1048576,7587851.9578,270.6624,293.2465,1
2.2.11,aerials,384,1048576,4219744.8717,240.8812,293.2465,1
2.2.12,aerials,384,1048576,4033947.6772,262.9609,293.2465,1
2.2.13,aerials,384,1048576,2556570.1512,254.2135,293.2465,1
2.2.14,aerials,384,1048576,2863126.6483,263.9705,293.2465,1
2.2.15,aerials,384,1048576,5841825.9139,239.2998,293.2465,1
2.2.16,aerials,384,1048576,3088125.5768,257.6121,293.2465,1
2.2.17,aerials,384,1048576,2111634.7624,252.0827,293.2465,1
2.2.18,aerials,384,1048576,3315796.2762,275.4627,293.2465,1
2.2.19,aerials,384,1048576,4653792.5623,249.0150,293.2465,1
2.2.20,aerials,384,1048576,3223388.8162,282.9920,293.2465,1
2.2.21,aerials,384,1048576,3338600.8636,238.5666,293.2465,1
2.2.22,aerials,384,1048576,6022088.4924,264.4995,293.2465,1
2.2.23,aerials,384,1048576,11172208.3312,252.6413,293.2465,1
2.2.24,aerials,384,1048576,2781243.8275,248.5127,293.2465,1
wash-ir,aerials,384,5062500,5355559.2556,260.6608,293.2465,1
