image,volume,K,num_pixels,flipped_key_bit,npcr_key_packed,uaci_key_packed,psnr_cipher_pair_db,psnr_plain_wrongkey_db,first_differing_word,key_diff_checksum
2.2.22,aerials,336,1048576,1,99.999332,33.376886,7.7450,8.6584,8,374844614
2.2.23,aerials,336,1048576,1,99.999332,33.360743,7.7445,8.7518,8,374844614
2.2.24,aerials,336,1048576,1,99.999332,33.371227,7.7462,9.2750,8,374844614
wash-ir,aerials,336,5062500,1,99.999862,33.324776,7.7484,8.5171,8,374844614
4.1.01,misc,360,65536,1,99.989319,33.394260,7.7588,7.2996,8,1243025790
4.1.02,misc,360,65536,1,99.989319,33.398460,7.7324,6.2392,8,1243025790
4.1.03,misc,360,65536,1,99.989319,33.441221,7.7526,9.9402,8,1243025790
4.1.04,misc,360,65536,1,99.989319,33.386162,7.7417,8.8343,8,1243025790
4.1.05,misc,360,65536,1,99.989319,33.313716,7.7586,8.9135,8,1243025790
4.1.06,misc,360,65536,1,99.989319,33.390685,7.7493,8.1651,8,1243025790
4.1.07,misc,360,65536,1,99.989319,33.290921,7.7569,8.5877,8,1243025790
4.1.08,misc,360,65536,1,99.989319,33.328286,7.7665,8.6323,8,1243025790
4.2.01,misc,360,262144,1,99.997330,33.402612,7.7385,7.6167,8,1243025790
4.2.03,misc,360,262144,1,99.997330,33.366347,7.7461,8.7693,8,1243025790
4.2.05,misc,360,262144,1,99.997330,33.382177,7.7431,7.9694,8,1243025790
4.2.06,misc,360,262144,1,99.997330,33.353541,7.7437,8.0763,8,1243025790
4.2.07,misc,360,262144,1,99.997330,33.362313,7.7450,8.0652,8,1243025790
house,misc,360,262144,1,99.997330,33.368059,7.7407,8.4633,8,1243025790
2.1.01,aerials,360,262144,1,99.997330,33.344631,7.7422,9.4047,8,1243025790
2.1.02,aerials,360,262144,1,99.997330,33.380676,7.7414,8.8386,8,1243025790
2.1.03,aerials,360,262144,1,99.997330,33.395753,7.7401,8.3549,8,1243025790
2.1.04,aerials,360,262144,1,99.997330,33.391680,7.7419,9.3674,8,1243025790
2.1.05,aerials,360,262144,1,99.997330,33.346925,7.7366,8.9735,8,1243025790
2.1.06,aerials,360,262144,1,99.997330,33.424074,7.7355,9.2210,8,1243025790
2.1.07,aerials,360,262144,1,99.997330,33.425976,7.7396,8.7783,8,1243025790
2.1.08,aerials,360,262144,1,99.997330,33.344705,7.7473,8.4147,8,1243025790
2.1.09,aerials,360,262144,1,99.997330,33.364293,7.7346,8.6812,8,1243025790
2.1.10,aerials,360,262144,1,99.997330,33.387115,7.7372,8.6434,8,1243025790
2.1.11,aerials,360,262144,1,99.997330,33.391453,7.7407,9.3492,8,1243025790
2.1.12,aerials,360,262144,1,99.997330,33.314643,7.7449,8.4381,8,1243025790
2.2.01,aerials,360,1048576,1,99.999332,33.320039,7.7435,8.4816,8,1243025790
2.2.02,aerials,360,1048576,1,99.999332,33.359517,7.7421,8.7048,8,1243025790
2.2.03,aerials,360,1048576,1,99.999332,33.342098,7.7422,8.3716,8,1243025790
2.2.04,aerials,360,1048576,1,99.999332,33.333525,7.7453,8.5802,8,1243025790
2.2.05,aerials,360,1048576,1,99.999332,33.320494,7.7461,9.4157,8,1243025790
2.2.06,aerials,360,1048576,1,99.999332,33.344544,7.7421,8.7834,8,1243025790
2.2.07,aerials,360,1048576,1,99.999332,33.325680,7.7466,8.4903,8,1243025790
2.2.08,aerials,360,1048576,1,99.999332,33.340973,7.7419,8.5407,8,1243025790
2.2.09,aerials,360,1048576,1,99.999332,33.327140,7.7399,8.7064,8,1243025790
2.2.10,aerials,360,1048576,1,99.999332,33.323252,7.7436,8.7060,8,1243025790
2.2.11,aerials,360,1048576,1,99.999332,33.317656,7.7492,9.1560,8,1243025790
2.2.12,aerials,360,1048576,1,99.999332,33.346962,7.7443,9.4358,8,1243025790
2.2.13,aerials,360,1048576,1,99.999332,33.335092,7.7456,9.2050,8,1243025790
2.2.14,aerials,360,1048576,1,99.999332,33.329039,7.7455,9.5439,8,1243025790
2.2.15,aerials,360,1048576,1,99.999332,33.345302,7.7408,9.2667,8,1243025790
2.2.16,aerials,360,1048576,1,99.999332,33.322199,7.7465,9.6073,8,1243025790
2.2.17,aerials,360,1048576,1,99.999332,33.345662,7.7418,9.3503,8,1243025790
2.2.18,aerials,360,1048576,1,99.999332,33.344884,7.7449,9.1818,8,1243025790
2.2.19,aerials,360,1048576,1,99.999332,33.347333,7.7444,9.0151,8,1243025790
2.2.20,aerials,360,1048576,1,99.999332,33.311845,7.7432,9.3532,8,1243025790
2.2.21,aerials,360,1048576,1,99.999332,33.346305,7.7408,8.5979,8,1243025790
2.2.22,aerials,360,1048576,1,99.999332,33.337279,7.7414,8.6515,8,1243025790
2.2.23,aerials,360,1048576,1,99.999332,33.313698,7.7460,8.7426,8,1243025790
2.2.24,aerials,360,1048576,1,99.999332,33.315137,7.7409,9.2757,8,1243025790
wash-ir,aerials,360,5062500,1,99.999842,33.319830,7.7470,8.5163,8,1243025790
4.1.01,misc,384,65536,1,99.987793,33.253264,7.7494,7.2806,9,882132963
4.1.02,misc,384,65536,1,99.987793,33.357167,7.7414,6.2403,9,882132963
4.1.03,misc,384,65536,1,99.987793,33.297396,7.7504,9.9392,9,882132963
4.1.04,misc,384,65536,1,99.987793,33.273883,7.7449,8.8246,9,882132963
4.1.05,misc,384,65536,1,99.987793,33.243139,7.7438,8.9163,9,882132963
4.1.06,misc,384,65536,1,99.987793,33.370490,7.7389,8.1484,9,882132963
4.1.07,misc,384,65536,1,99.987793,33.418397,7.7344,8.5802,9,882132963
4.1.08,misc,384,65536,1,99.987793,33.274550,7.7515,8.6295,9,882132963
4.2.01,misc,384,262144,1,99.996948,33.362277,7.7478,7.6359,9,882132963
4.2.03,misc,384,262144,1,99.996948,33.321372,7.7594,8.7760,9,882132963
4.2.05,misc,384,262144,1,99.996948,33.304818,7.7569,7.9900,9,882132963
4.2.06,misc,384,262144,1,99.996948,33.349855,7.7438,8.0774,9,882132963
4.2.07,misc,384,262144,1,99.996948,33.327381,7.7483,8.0770,9,882132963
house,misc,384,262144,1,99.996948,33.271039,7.7502,8.4797,9,882132963
2.1.01,aerials,384,262144,1,99.996948,33.329618,7.7501,9.4101,9,882132963
2.1.02,aerials,384,262144,1,99.996948,33.308035,7.7499,8.8443,9,882132963
2.1.03,aerials,384,262144,1,99.996948,33.367761,7.7434,8.3562,9,882132963
2.1.04,aerials,384,262144,1,99.996948,33.347692,7.7413,9.3719,9,882132963
2.1.05,aerials,384,262144,1,99.996948,33.352311,7.7493,8.9756,9,882132963
2.1.06,aerials,384,262144,1,99.996948,33.380182,7.7442,9.2259,9,882132963
2.1.07,aerials,384,262144,1,99.996948,33.324412,7.7490,8.7825,9,882132963
2.1.08,aerials,384,262144,1,99.996948,33.364418,7.7382,8.4211,9,882132963
2.1.09,aerials,384,262144,1,99.996948,33.386139,7.7435,8.6910,9,882132963
2.1.10,aerials,384,262144,1,99.996948,33.345172,7.7464,8.6495,9,882132963
2.1.11,aerials,384,262144,1,99.996948,33.344906,7.7519,9.3574,9,882132963
2.1.12,aerials,384,262144,1,99.996948,33.358972,7.7516,8.4483,9,882132963
2.2.01,aerials,384,1048576,1,99.999237,33.334590,7.7494,8.4841,9,882132963
2.2.02,aerials,384,1048576,1,99.999237,33.333154,7.7443,8.7166,9,882132963
2.2.03,aerials,384,1048576,1,99.999237,33.321347,7.7476,8.3797,9,882132963
2.2.04,aerials,384,1048576,1,99.999237,33.332882,7.7476,8.5857,9,882132963
2.2.05,aerials,384,1048576,1,99.999237,33.340942,7.7458,9.4149,9,882132963
2.2.06,aerials,384,1048576,1,99.999237,33.306043,7.7499,8.7916,9,882132963
2.2.07,aerials,384,1048576,1,99.999237,33.340974,7.7440,8.4954,9,882132963
2.2.08,aerials,384,1048576,1,99.999237,33.319462,7.7484,8.5471,9,882132963
2.2.09,aerials,384,1048576,1,99.999237,33.347883,7.7463,8.7154,9,882132963
2.2.10,aerials,384,1048576,1,99.999237,33.344816,7.7444,8.7119,9,882132963
2.2.11,aerials,384,1048576,1,99.999237,33.320422,7.7478,9.1621,9,882132963
2.2.12,aerials,384,1048576,1,99.999237,33.340917,7.7462,9.4404,9,882132963
2.2.13,aerials,384,1048576,1,99.999237,33.323535,7.7485,9.2083,9,882132963
2.2.14,aerials,384,1048576,1,99.999237,33.328870,7.7470,9.5451,9,882132963
2.2.15,aerials,384,1048576,1,99.999237,33.292648,7.7515,9.2769,9,882132963
2.2.16,aerials,384,1048576,1,99.999237,33.311058,7.7483,9.6070,9,882132963
2.2.17,aerials,384,1048576,1,99.999237,33.300798,7.7473,9.3542,9,882132963
2.2.18,aerials,384,1048576,1,99.999237,33.335230,7.7467,9.1885,9,882132963
2.2.19,aerials,384,1048576,1,99.999237,33.337753,7.7491,9.0221,9,882132963
2.2.20,aerials,384,1048576,1,99.999237,33.323834,7.7458,9.3557,9,882132963
2.2.21,aerials,384,1048576,1,99.999237,33.310171,7.7451,8.6017,9,882132963
2.2.22,aerials,384,1048576,1,99.999237,33.335170,7.7460,8.6585,9,882132963
2.2.23,aerials,384,1048576,1,99.999237,33.341900,7.7485,8.7508,9,882132963
2.2.24,aerials,384,1048576,1,99.999237,33.330720,7.7469,9.2763,9,882132963
wash-ir,aerials,384,5062500,1,99.999842,33.333304,7.7457,8.5167,9,882132963
