image,volume,K,num_pixels,flipped_key_bit,npcr_key_packed,uaci_key_packed,psnr_cipher_pair_db,psnr_plain_wrongkey_db,first_differing_word,key_diff_checksum
2.2.08,aerials,192,1048576,1,99.999619,33.336327,7.7466,8.5482,5,1381566921
2.2.09,aerials,192,1048576,1,99.999619,33.329127,7.7495,8.7080,5,1381566921
2.2.10,aerials,192,1048576,1,99.999619,33.313269,7.7519,8.7079,5,1381566921
2.2.11,aerials,192,1048576,1,99.999619,33.337985,7.7490,9.1608,5,1381566921
2.2.12,aerials,192,1048576,1,99.999619,33.319135,7.7469,9.4417,5,1381566921
2.2.13,aerials,192,1048576,1,99.999619,33.340960,7.7488,9.2112,5,1381566921
2.2.14,aerials,192,1048576,1,99.999619,33.330824,7.7482,9.5494,5,1381566921
2.2.15,aerials,192,1048576,1,99.999619,33.327405,7.7514,9.2724,5,1381566921
2.2.16,aerials,192,1048576,1,99.999619,33.321811,7.7520,9.6108,5,1381566921
2.2.17,aerials,192,1048576,1,99.999619,33.335287,7.7468,9.3551,5,1381566921
2.2.18,aerials,192,1048576,1,99.999619,33.347290,7.7500,9.1874,5,1381566921
2.2.19,aerials,192,1048576,1,99.999619,33.295469,7.7501,9.0218,5,1381566921
2.2.20,aerials,192,1048576,1,99.999619,33.346311,7.7478,9.3542,5,1381566921
2.2.21,aerials,192,1048576,1,99.999619,33.325611,7.7465,8.6039,5,1381566921
2.2.22,aerials,192,1048576,1,99.999619,33.330762,7.7493,8.6544,5,1381566921
2.2.23,aerials,192,1048576,1,99.999619,33.319634,7.7450,8.7480,5,1381566921
2.2.24,aerials,192,1048576,1,99.999619,33.328829,7.7479,9.2764,5,1381566921
wash-ir,aerials,192,5062500,1,99.999921,33.351420,7.7468,8.5161,5,1381566921
4.1.01,misc,216,65536,1,99.993896,33.339693,7.7466,7.2986,5,368436404
4.1.02,misc,216,65536,1,99.993896,33.389526,7.7660,6.2523,5,368436404
4.1.03,misc,216,65536,1,99.993896,33.301126,7.7454,9.9572,5,368436404
4.1.04,misc,216,65536,1,99.993896,33.187473,7.7649,8.8416,5,368436404
4.1.05,misc,216,65536,1,99.993896,33.229418,7.7595,8.9222,5,368436404
4.1.06,misc,216,65536,1,99.993896,33.360294,7.7628,8.1760,5,368436404
4.1.07,misc,216,65536,1,99.993896,33.395804,7.7549,8.5993,5,368436404
4.1.08,misc,216,65536,1,99.993896,33.281979,7.7704,8.6574,5,368436404
4.2.01,misc,216,262144,1,99.998474,33.280134,7.7537,7.6410,5,368436404
4.2.03,misc,216,262144,1,99.998474,33.298265,7.7552,8.7805,5,368436404
4.2.05,misc,216,262144,1,99.998474,33.238964,7.7564,7.9804,5,368436404
4.2.06,misc,216,262144,1,99.998474,33.284649,7.7540,8.0865,5,368436404
4.2.07,misc,216,262144,1,99.998474,33.259887,7.7553,8.0786,5,368436404
house,misc,216,262144,1,99.998474,33.277050,7.7558,8.4818,5,368436404
2.1.01,aerials,216,262144,1,99.998474,33.279268,7.7574,9.4241,5,368436404
2.1.02,aerials,216,262144,1,99.998474,33.238629,7.7533,8.8509,5,368436404
2.1.03,aerials,216,262144,1,99.998474,33.268227,7.7496,8.3671,5,368436404
2.1.04,aerials,216,262144,1,99.998474,33.297882,7.7499,9.3876,5,368436404
2.1.05,aerials,216,262144,1,99.998474,33.215552,7.7579,8.9805,5,368436404
2.1.06,aerials,216,262144,1,99.998474,33.378012,7.7402,9.2383,5,368436404
2.1.07,aerials,216,262144,1,99.998474,33.286972,7.7488,8.7811,5,368436404
2.1.08,aerials,216,262144,1,99.998474,33.259994,7.7567,8.4255,5,368436404
2.1.09,aerials,216,262144,1,99.998474,33.317201,7.7442,8.6892,5,368436404
2.1.10,aerials,216,262144,1,99.998474,33.248171,7.7532,8.6554,5,368436404
2.1.11,aerials,216,262144,1,99.998474,33.252873,7.7504,9.3607,5,368436404
2.1.12,aerials,216,262144,1,99.998474,33.224691,7.7560,8.4466,5,368436404
2.2.01,aerials,216,1048576,1,99.999619,33.322548,7.7480,8.4895,5,368436404
2.2.02,aerials,216,1048576,1,99.999619,33.314972,7.7499,8.7138,5,368436404
2.2.03,aerials,216,1048576,1,99.999619,33.280735,7.7545,8.3781,5,368436404
2.2.04,aerials,216,1048576,1,99.999619,33.326910,7.7491,8.5842,5,368436404
2.2.05,aerials,216,1048576,1,99.999619,33.341955,7.7465,9.4226,5,368436404
2.2.06,aerials,216,1048576,1,99.999619,33.339153,7.7490,8.7907,5,368436404
2.2.07,aerials,216,1048576,1,99.999619,33.306743,7.7555,8.4958,5,368436404
2.2.08,aerials,216,1048576,1,99.999619,33.333892,7.7462,8.5496,5,368436404
2.2.09,aerials,216,1048576,1,99.999619,33.354926,7.7471,8.7124,5,368436404
2.2.10,aerials,216,1048576,1,99.999619,33.331277,7.7476,8.7116,5,368436404
2.2.11,aerials,216,1048576,1,99.999619,33.331071,7.7485,9.1630,5,368436404
2.2.12,aerials,216,1048576,1,99.999619,33.350142,7.7452,9.4422,5,368436404
2.2.13,aerials,216,1048576,1,99.999619,33.312625,7.7511,9.2108,5,368436404
2.2.14,aerials,216,1048576,1,99.999619,33.315067,7.7489,9.5509,5,368436404
2.2.15,aerials,216,1048576,1,99.999619,33.320671,7.7500,9.2724,5,368436404
2.2.16,aerials,216,1048576,1,99.999619,33.327747,7.7478,9.6114,5,368436404
2.2.17,aerials,216,1048576,1,99.999619,33.326407,7.7493,9.3550,5,368436404
2.2.18,aerials,216,1048576,1,99.999619,33.348608,7.7438,9.1872,5,368436404
2.2.19,aerials,216,1048576,1,99.999619,33.319424,7.7467,9.0217,5,368436404
2.2.20,aerials,216,1048576,1,99.999619,33.323933,7.7498,9.3597,5,368436404
2.2.21,aerials,216,1048576,1,99.999619,33.321043,7.7450,8.6039,5,368436404
2.2.22,aerials,216,1048576,1,99.999619,33.341025,7.7509,8.6574,5,368436404
2.2.23,aerials,216,1048576,1,99.999619,33.295457,7.7473,8.7507,5,368436404
2.2.24,aerials,216,1048576,1,99.999619,33.321790,7.7501,9.2800,5,368436404
wash-ir,aerials,216,5062500,1,99.999921,33.312445,7.7502,8.5180,5,368436404
4.1.01,misc,240,65536,1,99.992371,33.388812,7.7577,7.3107,6,728210972
4.1.02,misc,240,65536,1,99.992371,33.265706,7.7680,6.2612,6,728210972
4.1.03,misc,240,65536,1,99.992371,33.277384,7.7564,9.9623,6,728210972
4.1.04,misc,240,65536,1,99.992371,33.279130,7.7669,8.8441,6,728210972
4.1.05,misc,240,65536,1,99.992371,33.231138,7.7641,8.9254,6,728210972
4.1.06,misc,240,65536,1,99.992371,33.185502,7.7672,8.1674,6,728210972
4.1.07,misc,240,65536,1,99.992371,33.355180,7.7451,8.6039,6,728210972
4.1.08,misc,240,65536,1,99.992371,33.290077,7.7564,8.6554,6,728210972
4.2.01,misc,240,262144,1,99.998093,33.298356,7.7547,7.6432,6,728210972
4.2.03,misc,240,262144,1,99.998093,33.330560,7.7578,8.7850,6,728210972
4.2.05,misc,240,262144,1,99.998093,33.274511,7.7564,7.9884,6,728210972
4.2.06,misc,240,262144,1,99.998093,33.290149,7.7514,8.0866,6,728210972
4.2.07,misc,240,262144,1,99.998093,33.314184,7.7519,8.0830,6,728210972
house,misc,240,262144,1,99.998093,33.255398,7.7613,8.4873,6,728210972
2.1.01,aerials,240,262144,1,99.998093,33.280983,7.7552,9.4215,6,728210972
2.1.02,aerials,240,262144,1,99.998093,33.240255,7.7568,8.8406,6,728210972
2.1.03,aerials,240,262144,1,99.998093,33.295410,7.7539,8.3643,6,728210972
2.1.04,aerials,240,262144,1,99.998093,33.290276,7.7628,9.3788,6,728210972
2.1.05,aerials,240,262144,1,99.998093,33.306150,7.7546,8.9817,6,728210972
2.1.06,aerials,240,262144,1,99.998093,33.321437,7.7529,9.2297,6,728210972
2.1.07,aerials,240,262144,1,99.998093,33.284751,7.7588,8.7825,6,728210972
2.1.08,aerials,240,262144,1,99.998093,33.320750,7.7496,8.4261,6,728210972
2.1.09,aerials,240,262144,1,99.998093,33.252965,7.7563,8.6864,6,728210972
2.1.10,aerials,240,262144,1,99.998093,33.249003,7.7576,8.6481,6,728210972
2.1.11,aerials,240,262144,1,99.998093,33.267305,7.7575,9.3691,6,728210972
2.1.12,aerials,240,262144,1,99.998093,33.279218,7.7614,8.4505,6,728210972
2.2.01,aerials,240,1048576,1,99.999523,33.304192,7.7496,8.4884,6,728210972
2.2.02,aerials,240,1048576,1,99.999523,33.326599,7.7496,8.7146,6,728210972
2.2.03,aerials,240,1048576,1,99.999523,33.328196,7.7498,8.3773,6,728210972
2.2.04,aerials,240,1048576,1,99.999523,33.329807,7.7501,8.5875,6,728210972
2.2.05,aerials,240,1048576,1,99.999523,33.315303,7.7489,9.4159,6,728210972
2.2.06,aerials,240,1048576,1,99.999523,33.307521,7.7506,8.7907,6,728210972
2.2.07,aerials,240,1048576,1,99.999523,33.319058,7.7505,8.4961,6,728210972
2.2.08,aerials,240,1048576,1,99.999523,33.293146,7.7547,8.5482,6,728210972
2.2.09,aerials,240,1048576,1,99.999523,33.302637,7.7522,8.7115,6,728210972
2.2.10,aerials,240,1048576,1,99.999523,33.323429,7.7493,8.7098,6,728210972
2.2.11,aerials,240,1048576,1,99.999523,33.315852,7.7489,9.1585,6,728210972
2.2.12,aerials,240,1048576,1,99.999523,33.300566,7.7500,9.4424,6,728210972
2.2.13,aerials,240,1048576,1,99.999523,33.297603,7.7510,9.2114,6,728210972
2.2.14,aerials,240,1048576,1,99.999523,33.316365,7.7484,9.5512,6,728210972
2.2.15,aerials,240,1048576,1,99.999523,33.312766,7.7503,9.2725,6,728210972
2.2.16,aerials,240,1048576,1,99.999523,33.322534,7.7474,9.6091,6,728210972
2.2.17,aerials,240,1048576,1,99.999523,33.312708,7.7526,9.3538,6,728210972
2.2.18,aerials,240,1048576,1,99.999523,33.323584,7.7487,9.1859,6,728210972
2.2.19,aerials,240,1048576,1,99.999523,33.333878,7.7501,9.0212,6,728210972
2.2.20,aerials,240,1048576,1,99.999523,33.300529,7.7489,9.3563,6,728210972
2.2.21,aerials,240,1048576,1,99.999523,33.306797,7.7506,8.6026,6,728210972
2.2.22,aerials,240,1048576,1,99.999523,33.341490,7.7473,8.6580,6,728210972
2.2.23,aerials,240,1048576,1,99.999523,33.331337,7.7497,8.7521,6,728210972
2.2.24,aerials,240,1048576,1,99.999523,33.325549,7.7502,9.2769,6,728210972
wash-ir,aerials,240,5062500,1,99.999881,33.327607,7.7486,8.5167,6,728210972
4.1.01,misc,264,65536,1,99.992371,33.231899,7.7641,7.3156,6,508984549
4.1.02,misc,264,65536,1,99.992371,33.348658,7.7708,6.2673,6,508984549
4.1.03,misc,264,65536,1,99.992371,33.170043,7.7761,9.9558,6,508984549
4.1.04,misc,264,65536,1,99.992371,33.366189,7.7554,8.8556,6,508984549
4.1.05,misc,264,65536,1,99.992371,33.277692,7.7606,8.9385,6,508984549
4.1.06,misc,264,65536,1,99.992371,33.293423,7.7572,8.1802,6,508984549
4.1.07,misc,264,65536,1,99.992371,33.277612,7.7607,8.6075,6,508984549
4.1.08,misc,264,65536,1,99.992371,33.249707,7.7660,8.6737,6,508984549
4.2.01,misc,264,262144,1,99.998093,33.379593,7.7420,7.6252,6,508984549
4.2.03,misc,264,262144,1,99.998093,33.410654,7.7406,8.7668,6,508984549
4.2.05,misc,264,262144,1,99.998093,33.394970,7.7481,7.9773,6,508984549
4.2.06,misc,264,262144,1,99.998093,33.397555,7.7407,8.0763,6,508984549
4.2.07,misc,264,262144,1,99.998093,33.405592,7.7405,8.0774,6,508984549
house,misc,264,262144,1,99.998093,33.382448,7.7386,8.4703,6,508984549
2.1.01,aerials,264,262144,1,99.998093,33.373850,7.7430,9.4071,6,508984549
2.1.02,aerials,264,262144,1,99.998093,33.347292,7.7454,8.8426,6,508984549
2.1.03,aerials,264,262144,1,99.998093,33.443757,7.7302,8.3526,6,508984549
2.1.04,aerials,264,262144,1,99.998093,33.345828,7.7441,9.3689,6,508984549
2.1.05,aerials,264,262144,1,99.998093,33.351202,7.7402,8.9601,6,508984549
2.1.06,aerials,264,262144,1,99.998093,33.375730,7.7419,9.2282,6,508984549
2.1.07,aerials,264,262144,1,99.998093,33.421965,7.7400,8.7701,6,508984549
2.1.08,aerials,264,262144,1,99.998093,33.367183,7.7472,8.4178,6,508984549
2.1.09,aerials,264,262144,1,99.998093,33.368047,7.7404,8.6778,6,508984549
2.1.10,aerials,264,262144,1,99.998093,33.435401,7.7368,8.6404,6,508984549
2.1.11,aerials,264,262144,1,99.998093,33.403802,7.7432,9.3479,6,508984549
2.1.12,aerials,264,262144,1,99.998093,33.415402,7.7309,8.4411,6,508984549
2.2.01,aerials,264,1048576,1,99.999523,33.356100,7.7434,8.4818,6,508984549
2.2.02,aerials,264,1048576,1,99.999523,33.360659,7.7440,8.7108,6,508984549
2.2.03,aerials,264,1048576,1,99.999523,33.373599,7.7487,8.3769,6,508984549
2.2.04,aerials,264,1048576,1,99.999523,33.372569,7.7453,8.5857,6,508984549
2.2.05,aerials,264,1048576,1,99.999523,33.372223,7.7464,9.4082,6,508984549
2.2.06,aerials,264,1048576,1,99.999523,33.361044,7.7429,8.7916,6,508984549
2.2.07,aerials,264,1048576,1,99.999523,33.339829,7.7476,8.4966,6,508984549
2.2.08,aerials,264,1048576,1,99.999523,33.333928,7.7476,8.5480,6,508984549
2.2.09,aerials,264,1048576,1,99.999523,33.357201,7.7500,8.7100,6,508984549
2.2.10,aerials,264,1048576,1,99.999523,33.362195,7.7429,8.7085,6,508984549
2.2.11,aerials,264,1048576,1,99.999523,33.346913,7.7467,9.1625,6,508984549
2.2.12,aerials,264,1048576,1,99.999523,33.338451,7.7469,9.4402,6,508984549
2.2.13,aerials,264,1048576,1,99.999523,33.361391,7.7455,9.2026,6,508984549
2.2.14,aerials,264,1048576,1,99.999523,33.351385,7.7480,9.5435,6,508984549
2.2.15,aerials,264,1048576,1,99.999523,33.365694,7.7426,9.2734,6,508984549
2.2.16,aerials,264,1048576,1,99.999523,33.330359,7.7471,9.6033,6,508984549
2.2.17,aerials,264,1048576,1,99.999523,33.360051,7.7442,9.3531,6,508984549
2.2.18,aerials,264,1048576,1,99.999523,33.363162,7.7452,9.1867,6,508984549
2.2.19,aerials,264,1048576,1,99.999523,33.349700,7.7431,9.0207,6,508984549
2.2.20,aerials,264,1048576,1,99.999523,33.360765,7.7479,9.3545,6,508984549
2.2.21,aerials,264,1048576,1,99.999523,33.353063,7.7457,8.6027,6,508984549
2.2.22,aerials,264,1048576,1,99.999523,33.349096,7.7483,8.6580,6,508984549
2.2.23,aerials,264,1048576,1,99.999523,33.357033,7.7451,8.7491,6,508984549
2.2.24,aerials,264,1048576,1,99.999523,33.368671,7.7481,9.2713,6,508984549
wash-ir,aerials,264,5062500,1,99.999901,33.328832,7.7490,8.5151,6,508984549
4.1.01,misc,288,65536,1,99.990845,33.419921,7.7496,7.2913,7,826410648
4.1.02,misc,288,65536,1,99.990845,33.428827,7.7466,6.2510,7,826410648
4.1.03,misc,288,65536,1,99.990845,33.382894,7.7573,9.9262,7,826410648
4.1.04,misc,288,65536,1,99.990845,33.428895,7.7503,8.8275,7,826410648
4.1.05,misc,288,65536,1,99.990845,33.424797,7.7592,8.9190,7,826410648
4.1.06,misc,288,65536,1,99.990845,33.422544,7.7642,8.1711,7,826410648
4.1.07,misc,288,65536,1,99.990845,33.451285,7.7503,8.5903,7,826410648
4.1.08,misc,288,65536,1,99.990845,33.444039,7.7557,8.6498,7,826410648
4.2.01,misc,288,262144,1,99.997711,33.394153,7.7548,7.6342,7,826410648
4.2.03,misc,288,262144,1,99.997711,33.413316,7.7486,8.7801,7,826410648
4.2.05,misc,288,262144,1,99.997711,33.404699,7.7499,7.9881,7,826410648
4.2.06,misc,288,262144,1,99.997711,33.367744,7.7573,8.0957,7,826410648
4.2.07,misc,288,262144,1,99.997711,33.422439,7.7522,8.0773,7,826410648
house,misc,288,262144,1,99.997711,33.412111,7.7599,8.4766,7,826410648
2.1.01,aerials,288,262144,1,99.997711,33.423284,7.7521,9.4133,7,826410648
2.1.02,aerials,288,262144,1,99.997711,33.362568,7.7519,8.8423,7,826410648
2.1.03,aerials,288,262144,1,99.997711,33.381110,7.7509,8.3609,7,826410648
2.1.04,aerials,288,262144,1,99.997711,33.440719,7.7528,9.3854,7,826410648
2.1.05,aerials,288,262144,1,99.997711,33.374126,7.7563,8.9808,7,826410648
2.1.06,aerials,288,262144,1,99.997711,33.397990,7.7533,9.2317,7,826410648
2.1.07,aerials,288,262144,1,99.997711,33.415029,7.7452,8.7862,7,826410648
2.1.08,aerials,288,262144,1,99.997711,33.388467,7.7509,8.4295,7,826410648
2.1.09,aerials,288,262144,1,99.997711,33.400864,7.7529,8.6941,7,826410648
2.1.10,aerials,288,262144,1,99.997711,33.405289,7.7455,8.6508,7,826410648
2.1.11,aerials,288,262144,1,99.997711,33.386244,7.7546,9.3589,7,826410648
2.1.12,aerials,288,262144,1,99.997711,33.451430,7.7503,8.4542,7,826410648
2.2.01,aerials,288,1048576,1,99.999428,33.333858,7.7516,8.4878,7,826410648
2.2.02,aerials,288,1048576,1,99.999428,33.333360,7.7534,8.7127,7,826410648
2.2.03,aerials,288,1048576,1,99.999428,33.359637,7.7493,8.3797,7,826410648
2.2.04,aerials,288,1048576,1,99.999428,33.358443,7.7530,8.5879,7,826410648
2.2.05,aerials,288,1048576,1,99.999428,33.377312,7.7475,9.4171,7,826410648
2.2.06,aerials,288,1048576,1,99.999428,33.350520,7.7500,8.7947,7,826410648
2.2.07,aerials,288,1048576,1,99.999428,33.330641,7.7493,8.4948,7,826410648
2.2.08,aerials,288,1048576,1,99.999428,33.344856,7.7520,8.5477,7,826410648
2.2.09,aerials,288,1048576,1,99.999428,33.348399,7.7511,8.7142,7,826410648
2.2.10,aerials,288,1048576,1,99.999428,33.351681,7.7476,8.7121,7,826410648
2.2.11,aerials,288,1048576,1,99.999428,33.344437,7.7497,9.1660,7,826410648
2.2.12,aerials,288,1048576,1,99.999428,33.357621,7.7461,9.4459,7,826410648
2.2.13,aerials,288,1048576,1,99.999428,33.329037,7.7530,9.2104,7,826410648
2.2.14,aerials,288,1048576,1,99.999428,33.362202,7.7497,9.5527,7,826410648
2.2.15,aerials,288,1048576,1,99.999428,33.351358,7.7479,9.2770,7,826410648
2.2.16,aerials,288,1048576,1,99.999428,33.326070,7.7547,9.6119,7,826410648
2.2.17,aerials,288,1048576,1,99.999428,33.336792,7.7477,9.3607,7,826410648
2.2.18,aerials,288,1048576,1,99.999428,33.341021,7.7524,9.1900,7,826410648
2.2.19,aerials,288,1048576,1,99.999428,33.344069,7.7470,9.0260,7,826410648
2.2.20,aerials,288,1048576,1,99.999428,33.323861,7.7533,9.3603,7,826410648
2.2.21,aerials,288,1048576,1,99.999428,33.331662,7.7529,8.6081,7,826410648
2.2.22,aerials,288,1048576,1,99.999428,33.340933,7.7482,8.6608,7,826410648
2.2.23,aerials,288,1048576,1,99.999428,33.367673,7.7483,8.7495,7,826410648
2.2.24,aerials,288,1048576,1,99.999428,33.384410,7.7483,9.2800,7,826410648
wash-ir,aerials,288,5062500,1,99.999881,33.326257,7.7485,8.5178,7,826410648
4.1.01,misc,312,65536,1,99.990845,33.409786,7.7340,7.2850,7,1421438631
4.1.02,misc,312,65536,1,99.990845,33.309875,7.7224,6.2354,7,1421438631
4.1.03,misc,312,65536,1,99.990845,33.452359,7.7414,9.9391,7,1421438631
4.1.04,misc,312,65536,1,99.990845,33.503070,7.7114,8.8170,7,1421438631
4.1.05,misc,312,65536,1,99.990845,33.358542,7.7386,8.8961,7,1421438631
4.1.06,misc,312,65536,1,99.990845,33.392382,7.7349,8.1327,7,1421438631
4.1.07,misc,312,65536,1,99.990845,33.362275,7.7270,8.5584,7,1421438631
4.1.08,misc,312,65536,1,99.990845,33.502462,7.7307,8.6333,7,1421438631
4.2.01,misc,312,262144,1,99.997711,33.364140,7.7436,7.6282,7,1421438631
4.2.03,misc,312,262144,1,99.997711,33.303223,7.7512,8.7710,7,1421438631
4.2.05,misc,312,262144,1,99.997711,33.372523,7.7450,7.9767,7,1421438631
4.2.06,misc,312,262144,1,99.997711,33.374207,7.7404,8.0834,7,1421438631
4.2.07,misc,312,262144,1,99.997711,33.337178,7.7417,8.0760,7,1421438631
house,misc,312,262144,1,99.997711,33.407007,7.7407,8.4653,7,1421438631
2.1.01,aerials,312,262144,1,99.997711,33.353181,7.7406,9.4092,7,1421438631
2.1.02,aerials,312,262144,1,99.997711,33.382496,7.7340,8.8437,7,1421438631
2.1.03,aerials,312,262144,1,99.997711,33.360074,7.7431,8.3467,7,1421438631
2.1.04,aerials,312,262144,1,99.997711,33.346512,7.7426,9.3740,7,1421438631
2.1.05,aerials,312,262144,1,99.997711,33.379079,7.7435,8.9760,7,1421438631
2.1.06,aerials,312,262144,1,99.997711,33.392518,7.7462,9.2183,7,1421438631
2.1.07,aerials,312,262144,1,99.997711,33.400448,7.7410,8.7801,7,1421438631
2.1.08,aerials,312,262144,1,99.997711,33.376030,7.7445,8.4180,7,1421438631
2.1.09,aerials,312,262144,1,99.997711,33.357699,7.7446,8.6848,7,1421438631
2.1.10,aerials,312,262144,1,99.997711,33.331216,7.7453,8.6460,7,1421438631
2.1.11,aerials,312,262144,1,99.997711,33.361847,7.7401,9.3508,7,1421438631
2.1.12,aerials,312,262144,1,99.997711,33.374158,7.7369,8.4435,7,1421438631
2.2.01,aerials,312,1048576,1,99.999428,33.362364,7.7412,8.4836,7,1421438631
2.2.02,aerials,312,1048576,1,99.999428,33.372367,7.7450,8.7068,7,1421438631
2.2.03,aerials,312,1048576,1,99.999428,33.345498,7.7448,8.3716,7,1421438631
2.2.04,aerials,312,1048576,1,99.999428,33.340082,7.7462,8.5797,7,1421438631
2.2.05,aerials,312,1048576,1,99.999428,33.369166,7.7416,9.4128,7,1421438631
2.2.06,aerials,312,1048576,1,99.999428,33.330987,7.7481,8.7879,7,1421438631
2.2.07,aerials,312,1048576,1,99.999428,33.366707,7.7417,8.4935,7,1421438631
2.2.08,aerials,312,1048576,1,99.999428,33.343935,7.7461,8.5471,7,1421438631
2.2.09,aerials,312,1048576,1,99.999428,33.333023,7.7449,8.7092,7,1421438631
2.2.10,aerials,312,1048576,1,99.999428,33.327544,7.7476,8.7082,7,1421438631
2.2.11,aerials,312,1048576,1,99.999428,33.342792,7.7457,9.1600,7,1421438631
2.2.12,aerials,312,1048576,1,99.999428,33.342916,7.7451,9.4387,7,1421438631
2.2.13,aerials,312,1048576,1,99.999428,33.321693,7.7464,9.2068,7,1421438631
2.2.14,aerials,312,1048576,1,99.999428,33.364632,7.7402,9.5476,7,1421438631
2.2.15,aerials,312,1048576,1,99.999428,33.335830,7.7464,9.2687,7,1421438631
2.2.16,aerials,312,1048576,1,99.999428,33.359531,7.7446,9.6063,7,1421438631
2.2.17,aerials,312,1048576,1,99.999428,33.353837,7.7439,9.3527,7,1421438631
2.2.18,aerials,312,1048576,1,99.999428,33.327540,7.7431,9.1847,7,1421438631
2.2.19,aerials,312,1048576,1,99.999428,33.330316,7.7467,9.0212,7,1421438631
2.2.20,aerials,312,1048576,1,99.999428,33.370168,7.7440,9.3537,7,1421438631
2.2.21,aerials,312,1048576,1,99.999428,33.353954,7.7425,8.6020,7,1421438631
2.2.22,aerials,312,1048576,1,99.999428,33.360949,7.7410,8.6545,7,1421438631
2.2.23,aerials,312,1048576,1,99.999428,33.332143,7.7421,8.7461,7,1421438631
2.2.24,aerials,312,1048576,1,99.999428,33.331100,7.7478,9.2716,7,1421438631
wash-ir,aerials,312,5062500,1,99.999862,33.348868,7.7455,8.5151,7,1421438631
4.1.01,misc,336,65536,1,99.989319,33.427876,7.7372,7.3165,8,374844614
4.1.02,misc,336,65536,1,99.989319,33.249806,7.7586,6.2675,8,374844614
4.1.03,misc,336,65536,1,99.989319,33.330158,7.7623,9.9471,8,374844614
4.1.04,misc,336,65536,1,99.989319,33.310396,7.7366,8.8296,8,374844614
4.1.05,misc,336,65536,1,99.989319,33.355889,7.7521,8.9167,8,374844614
4.1.06,misc,336,65536,1,99.989319,33.300070,7.7606,8.1798,8,374844614
4.1.07,misc,336,65536,1,99.989319,33.218346,7.7714,8.6050,8,374844614
4.1.08,misc,336,65536,1,99.989319,33.329821,7.7510,8.6502,8,374844614
4.2.01,misc,336,262144,1,99.997330,33.345203,7.7465,7.6267,8,374844614
4.2.03,misc,336,262144,1,99.997330,33.318519,7.7479,8.7678,8,374844614
4.2.05,misc,336,262144,1,99.997330,33.389266,7.7445,7.9829,8,374844614
4.2.06,misc,336,262144,1,99.997330,33.335120,7.7508,8.0792,8,374844614
4.2.07,misc,336,262144,1,99.997330,33.353310,7.7382,8.0743,8,374844614
house,misc,336,262144,1,99.997330,33.289946,7.7564,8.4724,8,374844614
2.1.01,aerials,336,262144,1,99.997330,33.356041,7.7450,9.4156,8,374844614
2.1.02,aerials,336,262144,1,99.997330,33.281601,7.7472,8.8397,8,374844614
2.1.03,aerials,336,262144,1,99.997330,33.346250,7.7474,8.3583,8,374844614
2.1.04,aerials,336,262144,1,99.997330,33.365115,7.7378,9.3736,8,374844614
2.1.05,aerials,336,262144,1,99.997330,33.318643,7.7471,8.9728,8,374844614
2.1.06,aerials,336,262144,1,99.997330,33.297442,7.7457,9.2163,8,374844614
2.1.07,aerials,336,262144,1,99.997330,33.326827,7.7473,8.7770,8,374844614
2.1.08,aerials,336,262144,1,99.997330,33.351607,7.7441,8.4205,8,374844614
2.1.09,aerials,336,262144,1,99.997330,33.344122,7.7410,8.6847,8,374844614
2.1.10,aerials,336,262144,1,99.997330,33.355557,7.7485,8.6439,8,374844614
2.1.11,aerials,336,262144,1,99.997330,33.334978,7.7460,9.3555,8,374844614
2.1.12,aerials,336,262144,1,99.997330,33.334180,7.7442,8.4511,8,374844614
2.2.01,aerials,336,1048576,1,99.999332,33.357958,7.7475,8.4809,8,374844614
2.2.02,aerials,336,1048576,1,99.999332,33.372933,7.7461,8.7154,8,374844614
2.2.03,aerials,336,1048576,1,99.999332,33.363647,7.7462,8.3784,8,374844614
2.2.04,aerials,336,1048576,1,99.999332,33.376589,7.7487,8.5855,8,374844614
2.2.05,aerials,336,1048576,1,99.999332,33.378064,7.7461,9.4144,8,374844614
2.2.06,aerials,336,1048576,1,99.999332,33.350441,7.7468,8.7893,8,374844614
2.2.07,aerials,336,1048576,1,99.999332,33.366817,7.7483,8.4966,8,374844614
2.2.08,aerials,336,1048576,1,99.999332,33.379139,7.7492,8.5470,8,374844614
2.2.09,aerials,336,1048576,1,99.999332,33.374245,7.7482,8.7097,8,374844614
2.2.10,aerials,336,1048576,1,99.999332,33.356931,7.7491,8.7072,8,374844614
2.2.11,aerials,336,1048576,1,99.999332,33.363237,7.7485,9.1603,8,374844614
2.2.12,aerials,336,1048576,1,99.999332,33.363906,7.7463,9.4378,8,374844614
2.2.13,aerials,336,1048576,1,99.999332,33.371209,7.7490,9.2072,8,374844614
2.2.14,aerials,336,1048576,1,99.999332,33.349751,7.7494,9.5464,8,374844614
2.2.15,aerials,336,1048576,1,99.999332,33.356622,7.7471,9.2735,8,374844614
2.2.16,aerials,336,1048576,1,99.999332,33.359659,7.7463,9.6075,8,374844614
2.2.17,aerials,336,1048576,1,99.999332,33.370748,7.7440,9.3560,8,374844614
2.2.18,aerials,336,1048576,1,99.999332,33.357111,7.7478,9.1854,8,374844614
2.2.19,aerials,336,1048576,1,99.999332,33.372462,7.7446,9.0210,8,374844614
2.2.20,aerials,336,1048576,1,99.999332,33.354932,7.7469,9.3529,8,374844614
2.2.21,aerials,336,1048576,1,99.999332,33.367795,7.7464,8.6045,8,374844614
