image,K,height,width,num_pixels,iterations_per_encrypt,fold_chunks,mean_entropy_cipher,mean_abs_corrH_cipher,npcr_packed,uaci_packed,seconds_two_encryptions
2.1.10,192,512,512,262144,262144,8,7.999300,0.011395,100.000000,33.343028,4.5019
2.1.11,192,512,512,262144,262144,8,7.999327,0.017167,100.000000,33.397654,4.5762
2.1.12,192,512,512,262144,262144,8,7.999283,0.016337,100.000000,33.394160,4.5503
2.2.01,192,1024,1024,1048576,1048576,8,7.999826,0.013547,100.000000,33.295882,19.1881
2.2.02,192,1024,1024,1048576,1048576,8,7.999821,0.011710,100.000000,33.358802,17.0095
2.2.03,192,1024,1024,1048576,1048576,8,7.999830,0.024560,100.000000,33.331266,16.2131
2.2.04,192,1024,1024,1048576,1048576,8,7.999837,0.014988,100.000000,33.323235,16.5058
2.2.05,192,1024,1024,1048576,1048576,8,7.999821,0.025939,100.000000,33.344833,16.4131
2.2.06,192,1024,1024,1048576,1048576,8,7.999817,0.032240,100.000000,33.316427,17.9902
2.2.07,192,1024,1024,1048576,1048576,8,7.999823,0.020225,100.000000,33.326488,15.9808
2.2.08,192,1024,1024,1048576,1048576,8,7.999830,0.012631,100.000000,33.328511,15.8548
2.2.09,192,1024,1024,1048576,1048576,8,7.999831,0.006252,100.000000,33.310293,16.2501
2.2.10,192,1024,1024,1048576,1048576,8,7.999840,0.017351,100.000000,33.289423,18.6575
2.2.11,192,1024,1024,1048576,1048576,8,7.999833,0.018217,100.000000,33.343849,18.2785
2.2.12,192,1024,1024,1048576,1048576,8,7.999815,0.030802,100.000000,33.330216,18.5994
2.2.13,192,1024,1024,1048576,1048576,8,7.999817,0.015614,100.000000,33.327585,18.2277
2.2.14,192,1024,1024,1048576,1048576,8,7.999832,0.019986,100.000000,33.304851,18.3803
2.2.15,192,1024,1024,1048576,1048576,8,7.999833,0.009489,100.000000,33.313387,18.6223
2.2.16,192,1024,1024,1048576,1048576,8,7.999827,0.005890,99.999905,33.361480,18.4168
2.2.17,192,1024,1024,1048576,1048576,8,7.999829,0.020041,100.000000,33.336968,18.5943
2.2.18,192,1024,1024,1048576,1048576,8,7.999828,0.006440,100.000000,33.346825,18.6867
2.2.19,192,1024,1024,1048576,1048576,8,7.999817,0.014054,100.000000,33.360310,19.3519
2.2.20,192,1024,1024,1048576,1048576,8,7.999837,0.019331,100.000000,33.308776,18.8830
2.2.21,192,1024,1024,1048576,1048576,8,7.999834,0.018532,100.000000,33.330896,18.9960
2.2.22,192,1024,1024,1048576,1048576,8,7.999825,0.022814,100.000000,33.326822,19.3406
2.2.23,192,1024,1024,1048576,1048576,8,7.999821,0.009909,100.000000,33.368487,18.6870
2.2.24,192,1024,1024,1048576,1048576,8,7.999806,0.016848,100.000000,33.340875,18.4178
wash-ir,192,2250,2250,5062500,5062500,8,7.999962,0.009140,100.000000,33.342208,81.4080
4.1.01,216,256,256,65536,65536,9,7.997218,0.008829,100.000000,33.219140,1.0520
4.1.02,216,256,256,65536,65536,9,7.997221,0.032196,100.000000,33.264701,1.1010
4.1.03,216,256,256,65536,65536,9,7.997108,0.008862,100.000000,33.344954,1.1065
4.1.04,216,256,256,65536,65536,9,7.997281,0.025343,100.000000,33.405472,1.1882
4.1.05,216,256,256,65536,65536,9,7.997113,0.012232,100.000000,33.328091,1.0979
4.1.06,216,256,256,65536,65536,9,7.996998,0.022891,100.000000,33.380378,1.2077
4.1.07,216,256,256,65536,65536,9,7.997228,0.013501,100.000000,33.242918,1.0877
4.1.08,216,256,256,65536,65536,9,7.997169,0.009364,100.000000,33.352908,1.0654
4.2.01,216,512,512,262144,262144,9,7.999279,0.022068,100.000000,33.335731,5.4629
4.2.03,216,512,512,262144,262144,9,7.999359,0.005777,100.000000,33.309562,4.6626
4.2.05,216,512,512,262144,262144,9,7.999319,0.021258,100.000000,33.359456,4.7137
4.2.06,216,512,512,262144,262144,9,7.999291,0.014958,100.000000,33.372468,4.3737
4.2.07,216,512,512,262144,262144,9,7.999278,0.017778,100.000000,33.355884,4.2237
house,216,512,512,262144,262144,9,7.999255,0.013117,100.000000,33.359632,4.3647
2.1.01,216,512,512,262144,262144,9,7.999318,0.033527,100.000000,33.375906,4.2325
2.1.02,216,512,512,262144,262144,9,7.999296,0.013694,100.000000,33.368816,4.3280
2.1.03,216,512,512,262144,262144,9,7.999323,0.016657,100.000000,33.343887,4.1556
2.1.04,216,512,512,262144,262144,9,7.999253,0.006330,100.000000,33.345926,3.8734
2.1.05,216,512,512,262144,262144,9,7.999285,0.012968,100.000000,33.319062,4.2745
2.1.06,216,512,512,262144,262144,9,7.999297,0.019367,100.000000,33.301862,4.3518
2.1.07,216,512,512,262144,262144,9,7.999321,0.027017,100.000000,33.258395,4.4545
2.1.08,216,512,512,262144,262144,9,7.999315,0.024323,100.000000,33.290332,4.5162
2.1.09,216,512,512,262144,262144,9,7.999275,0.012691,100.000000,33.405506,5.0191
2.1.10,216,512,512,262144,262144,9,7.999257,0.016250,100.000000,33.302129,5.2582
2.1.11,216,512,512,262144,262144,9,7.999334,0.008157,100.000000,33.360161,5.0670
2.1.12,216,512,512,262144,262144,9,7.999254,0.006003,100.000000,33.342446,5.1964
2.2.01,216,1024,1024,1048576,1048576,9,7.999844,0.006221,100.000000,33.297633,20.3956
2.2.02,216,1024,1024,1048576,1048576,9,7.999807,0.022024,100.000000,33.316421,20.1184
2.2.03,216,1024,1024,1048576,1048576,9,7.999839,0.032733,100.000000,33.320066,19.9077
2.2.04,216,1024,1024,1048576,1048576,9,7.999827,0.011655,100.000000,33.302014,20.1570
2.2.05,216,1024,1024,1048576,1048576,9,7.999819,0.024100,99.999905,33.360423,20.5523
2.2.06,216,1024,1024,1048576,1048576,9,7.999823,0.013852,100.000000,33.343304,20.1187
2.2.07,216,1024,1024,1048576,1048576,9,7.999820,0.011030,100.000000,33.354452,20.0772
2.2.08,216,1024,1024,1048576,1048576,9,7.999826,0.018356,100.000000,33.307799,20.0274
2.2.09,216,1024,1024,1048576,1048576,9,7.999803,0.015915,100.000000,33.371965,20.5737
2.2.10,216,1024,1024,1048576,1048576,9,7.999813,0.004967,100.000000,33.318291,20.6110
2.2.11,216,1024,1024,1048576,1048576,9,7.999819,0.004257,100.000000,33.347659,20.9179
2.2.12,216,1024,1024,1048576,1048576,9,7.999821,0.011905,100.000000,33.319402,20.8431
2.2.13,216,1024,1024,1048576,1048576,9,7.999836,0.008618,100.000000,33.339930,21.0143
2.2.14,216,1024,1024,1048576,1048576,9,7.999819,0.016855,100.000000,33.371958,20.6276
2.2.15,216,1024,1024,1048576,1048576,9,7.999831,0.013890,100.000000,33.306830,20.2496
2.2.16,216,1024,1024,1048576,1048576,9,7.999811,0.015269,100.000000,33.314883,20.0521
2.2.17,216,1024,1024,1048576,1048576,9,7.999822,0.029665,100.000000,33.315624,20.0158
2.2.18,216,1024,1024,1048576,1048576,9,7.999827,0.013480,100.000000,33.319325,19.9636
2.2.19,216,1024,1024,1048576,1048576,9,7.999818,0.028723,100.000000,33.300180,19.9165
2.2.20,216,1024,1024,1048576,1048576,9,7.999831,0.014877,100.000000,33.320992,19.9498
2.2.21,216,1024,1024,1048576,1048576,9,7.999826,0.021514,100.000000,33.363784,20.3582
2.2.22,216,1024,1024,1048576,1048576,9,7.999825,0.016851,100.000000,33.350568,20.4625
2.2.23,216,1024,1024,1048576,1048576,9,7.999817,0.015263,100.000000,33.334435,20.4545
2.2.24,216,1024,1024,1048576,1048576,9,7.999812,0.010891,100.000000,33.350362,20.7392
wash-ir,216,2250,2250,5062500,5062500,9,7.999963,0.009830,99.999980,33.332371,98.5668
4.1.01,240,256,256,65536,65536,10,7.997344,0.008941,100.000000,33.192734,1.2969
4.1.02,240,256,256,65536,65536,10,7.997111,0.015009,100.000000,33.323853,1.2384
4.1.03,240,256,256,65536,65536,10,7.997180,0.015569,100.000000,33.431083,1.5350
4.1.04,240,256,256,65536,65536,10,7.997107,0.011794,100.000000,33.253321,1.4357
4.1.05,240,256,256,65536,65536,10,7.997462,0.007174,100.000000,33.294920,1.5738
4.1.06,240,256,256,65536,65536,10,7.997479,0.019286,100.000000,33.354453,1.3250
4.1.07,240,256,256,65536,65536,10,7.997221,0.006382,100.000000,33.350157,1.5268
4.1.08,240,256,256,65536,65536,10,7.997028,0.012787,100.000000,33.503934,1.2643
4.2.01,240,512,512,262144,262144,10,7.999338,0.015071,100.000000,33.332795,5.1981
4.2.03,240,512,512,262144,262144,10,7.999354,0.017255,100.000000,33.349110,5.3878
4.2.05,240,512,512,262144,262144,10,7.999308,0.014594,100.000000,33.321994,5.3876
4.2.06,240,512,512,262144,262144,10,7.999318,0.017744,100.000000,33.261339,5.4058
4.2.07,240,512,512,262144,262144,10,7.999294,0.005927,100.000000,33.399354,5.4804
house,240,512,512,262144,262144,10,7.999331,0.011495,100.000000,33.345520,5.3653
2.1.01,240,512,512,262144,262144,10,7.999210,0.009308,100.000000,33.264312,5.2773
2.1.02,240,512,512,262144,262144,10,7.999295,0.020018,100.000000,33.361439,5.3685
2.1.03,240,512,512,262144,262144,10,7.999321,0.010305,100.000000,33.306120,5.6648
2.1.04,240,512,512,262144,262144,10,7.999299,0.018610,100.000000,33.405738,5.5351
2.1.05,240,512,512,262144,262144,10,7.999311,0.008635,100.000000,33.342711,5.4363
2.1.06,240,512,512,262144,262144,10,7.999304,0.012287,100.000000,33.306532,5.2901
2.1.07,240,512,512,262144,262144,10,7.999322,0.012925,100.000000,33.451684,5.3271
2.1.08,240,512,512,262144,262144,10,7.999275,0.014180,100.000000,33.317437,5.3887
2.1.09,240,512,512,262144,262144,10,7.999335,0.019191,100.000000,33.350292,5.3524
2.1.10,240,512,512,262144,262144,10,7.999274,0.014497,100.000000,33.320407,5.4295
2.1.11,240,512,512,262144,262144,10,7.999363,0.003554,100.000000,33.325131,5.3660
2.1.12,240,512,512,262144,262144,10,7.999250,0.027763,100.000000,33.367855,5.3947
2.2.01,240,1024,1024,1048576,1048576,10,7.999828,0.014758,100.000000,33.283627,21.5462
2.2.02,240,1024,1024,1048576,1048576,10,7.999819,0.012133,100.000000,33.316310,22.0914
2.2.03,240,1024,1024,1048576,1048576,10,7.999825,0.007260,100.000000,33.337772,21.5897
2.2.04,240,1024,1024,1048576,1048576,10,7.999821,0.005605,100.000000,33.294577,21.5981
2.2.05,240,1024,1024,1048576,1048576,10,7.999823,0.030567,100.000000,33.293978,21.5933
2.2.06,240,1024,1024,1048576,1048576,10,7.999817,0.015564,100.000000,33.325707,21.7940
2.2.07,240,1024,1024,1048576,1048576,10,7.999831,0.016746,100.000000,33.338187,21.6290
2.2.08,240,1024,1024,1048576,1048576,10,7.999825,0.006341,100.000000,33.336603,21.5876
2.2.09,240,1024,1024,1048576,1048576,10,7.999836,0.012991,100.000000,33.285351,21.9023
2.2.10,240,1024,1024,1048576,1048576,10,7.999805,0.004038,100.000000,33.323035,21.9513
2.2.11,240,1024,1024,1048576,1048576,10,7.999816,0.006082,100.000000,33.351736,21.7792
2.2.12,240,1024,1024,1048576,1048576,10,7.999817,0.026562,100.000000,33.320461,22.4620
2.2.13,240,1024,1024,1048576,1048576,10,7.999832,0.007868,100.000000,33.365228,22.0213
2.2.14,240,1024,1024,1048576,1048576,10,7.999814,0.023654,100.000000,33.380251,22.1727
2.2.15,240,1024,1024,1048576,1048576,10,7.999826,0.015827,100.000000,33.330464,21.2699
2.2.16,240,1024,1024,1048576,1048576,10,7.999829,0.009651,100.000000,33.356670,21.2590
2.2.17,240,1024,1024,1048576,1048576,10,7.999836,0.022123,100.000000,33.366204,21.8901
2.2.18,240,1024,1024,1048576,1048576,10,7.999815,0.005121,99.999905,33.300203,21.4979
2.2.19,240,1024,1024,1048576,1048576,10,7.999806,0.011997,100.000000,33.341887,21.8144
2.2.20,240,1024,1024,1048576,1048576,10,7.999826,0.012837,100.000000,33.343488,21.6887
2.2.21,240,1024,1024,1048576,1048576,10,7.999826,0.014884,100.000000,33.350731,22.0830
2.2.22,240,1024,1024,1048576,1048576,10,7.999823,0.010774,100.000000,33.320977,21.6816
2.2.23,240,1024,1024,1048576,1048576,10,7.999815,0.011383,100.000000,33.333525,21.3170
2.2.24,240,1024,1024,1048576,1048576,10,7.999818,0.015929,100.000000,33.302985,21.4315
wash-ir,240,2250,2250,5062500,5062500,10,7.999963,0.013779,99.999960,33.338014,103.7291
4.1.01,264,256,256,65536,65536,11,7.997118,0.022508,100.000000,33.360403,1.4289
4.1.02,264,256,256,65536,65536,11,7.997557,0.006509,100.000000,33.337825,1.4643
4.1.03,264,256,256,65536,65536,11,7.997286,0.013849,100.000000,33.287043,1.5267
4.1.04,264,256,256,65536,65536,11,7.997304,0.005296,100.000000,33.400662,1.5196
4.1.05,264,256,256,65536,65536,11,7.997231,0.006174,100.000000,33.361692,1.4227
4.1.06,264,256,256,65536,65536,11,7.997016,0.008268,100.000000,33.238485,1.4478
4.1.07,264,256,256,65536,65536,11,7.996976,0.021424,100.000000,33.302302,1.4444
4.1.08,264,256,256,65536,65536,11,7.997293,0.035826,100.000000,33.374173,1.4931
4.2.01,264,512,512,262144,262144,11,7.999342,0.007907,100.000000,33.378856,5.8774
4.2.03,264,512,512,262144,262144,11,7.999283,0.011980,100.000000,33.376685,5.8646
4.2.05,264,512,512,262144,262144,11,7.999259,0.003008,100.000000,33.338227,5.8737
4.2.06,264,512,512,262144,262144,11,7.999379,0.015875,100.000000,33.322298,6.3512
4.2.07,264,512,512,262144,262144,11,7.999330,0.025154,100.000000,33.327017,5.9992
house,264,512,512,262144,262144,11,7.999389,0.009775,100.000000,33.275056,5.8820
2.1.01,264,512,512,262144,262144,11,7.999320,0.022033,100.000000,33.375511,5.8086
2.1.02,264,512,512,262144,262144,11,7.999316,0.015796,100.000000,33.268181,5.8314
2.1.03,264,512,512,262144,262144,11,7.999339,0.011600,100.000000,33.288083,5.8520
2.1.04,264,512,512,262144,262144,11,7.999288,0.014142,100.000000,33.397798,5.7662
2.1.05,264,512,512,262144,262144,11,7.999263,0.003519,100.000000,33.308889,5.7322
2.1.06,264,512,512,262144,262144,11,7.999345,0.009332,100.000000,33.277085,5.7539
2.1.07,264,512,512,262144,262144,11,7.999311,0.011052,100.000000,33.288529,5.8391
2.1.08,264,512,512,262144,262144,11,7.999298,0.009945,100.000000,33.313592,5.8493
2.1.09,264,512,512,262144,262144,11,7.999240,0.007595,100.000000,33.359351,5.8293
2.1.10,264,512,512,262144,262144,11,7.999269,0.031090,100.000000,33.370682,5.6971
2.1.11,264,512,512,262144,262144,11,7.999242,0.012057,100.000000,33.390658,6.1575
2.1.12,264,512,512,262144,262144,11,7.999322,0.026659,100.000000,33.368186,5.9361
2.2.01,264,1024,1024,1048576,1048576,11,7.999812,0.018596,99.999905,33.335935,23.4630
2.2.02,264,1024,1024,1048576,1048576,11,7.999806,0.003576,100.000000,33.314698,23.5103
2.2.03,264,1024,1024,1048576,1048576,11,7.999822,0.014893,99.999905,33.388885,23.0226
2.2.04,264,1024,1024,1048576,1048576,11,7.999827,0.017656,100.000000,33.347248,23.0867
2.2.05,264,1024,1024,1048576,1048576,11,7.999814,0.014085,100.000000,33.310913,23.2359
2.2.06,264,1024,1024,1048576,1048576,11,7.999832,0.027914,100.000000,33.311083,23.0251
2.2.07,264,1024,1024,1048576,1048576,11,7.999818,0.013683,100.000000,33.354696,23.1403
2.2.08,264,1024,1024,1048576,1048576,11,7.999811,0.023154,100.000000,33.327118,23.0363
2.2.09,264,1024,1024,1048576,1048576,11,7.999834,0.020624,100.000000,33.327626,23.7943
2.2.10,264,1024,1024,1048576,1048576,11,7.999832,0.012451,100.000000,33.361076,23.7842
2.2.11,264,1024,1024,1048576,1048576,11,7.999821,0.011279,100.000000,33.311123,24.2149
2.2.12,264,1024,1024,1048576,1048576,11,7.999819,0.017624,100.000000,33.298856,23.9715
2.2.13,264,1024,1024,1048576,1048576,11,7.999842,0.027978,100.000000,33.344198,23.8451
2.2.14,264,1024,1024,1048576,1048576,11,7.999828,0.012037,100.000000,33.327116,23.8883
2.2.15,264,1024,1024,1048576,1048576,11,7.999829,0.020703,100.000000,33.275255,23.6707
2.2.16,264,1024,1024,1048576,1048576,11,7.999826,0.005722,100.000000,33.373084,23.5649
2.2.17,264,1024,1024,1048576,1048576,11,7.999821,0.006290,100.000000,33.345710,23.6039
2.2.18,264,1024,1024,1048576,1048576,11,7.999835,0.012746,100.000000,33.349433,23.2396
2.2.19,264,1024,1024,1048576,1048576,11,7.999822,0.019371,100.000000,33.369186,23.2310
2.2.20,264,1024,1024,1048576,1048576,11,7.999815,0.009638,100.000000,33.310818,23.0626
2.2.21,264,1024,1024,1048576,1048576,11,7.999828,0.016723,99.999905,33.350610,23.2718
2.2.22,264,1024,1024,1048576,1048576,11,7.999820,0.006486,100.000000,33.322448,23.0638
2.2.23,264,1024,1024,1048576,1048576,11,7.999825,0.019085,100.000000,33.331450,23.3901
2.2.24,264,1024,1024,1048576,1048576,11,7.999817,0.011867,99.999905,33.306310,23.1368
wash-ir,264,2250,2250,5062500,5062500,11,7.999965,0.001965,100.000000,33.326239,112.8590
4.1.01,288,256,256,65536,65536,12,7.997278,0.009618,100.000000,33.271917,1.5181
4.1.02,288,256,256,65536,65536,12,7.997147,0.006813,100.000000,33.291622,1.5399
4.1.03,288,256,256,65536,65536,12,7.997088,0.025792,100.000000,33.271360,1.5237
4.1.04,288,256,256,65536,65536,12,7.997067,0.009433,100.000000,33.298753,1.5524
4.1.05,288,256,256,65536,65536,12,7.997106,0.010800,100.000000,33.443171,1.5679
4.1.06,288,256,256,65536,65536,12,7.996836,0.005972,100.000000,33.336572,1.5610
4.1.07,288,256,256,65536,65536,12,7.997363,0.021479,100.000000,33.491711,1.5412
4.1.08,288,256,256,65536,65536,12,7.997275,0.024252,100.000000,33.369555,1.5084
4.2.01,288,512,512,262144,262144,12,7.999284,0.031223,100.000000,33.335694,6.2336
4.2.03,288,512,512,262144,262144,12,7.999260,0.019832,100.000000,33.302169,6.2172
4.2.05,288,512,512,262144,262144,12,7.999281,0.007140,100.000000,33.386143,6.1642
4.2.06,288,512,512,262144,262144,12,7.999349,0.012594,100.000000,33.401803,6.1892
4.2.07,288,512,512,262144,262144,12,7.999273,0.020397,100.000000,33.329046,6.2232
house,288,512,512,262144,262144,12,7.999311,0.013185,100.000000,33.310582,6.3580
2.1.01,288,512,512,262144,262144,12,7.999279,0.009693,100.000000,33.292973,6.3519
2.1.02,288,512,512,262144,262144,12,7.999234,0.013581,100.000000,33.384907,6.2946
2.1.03,288,512,512,262144,262144,12,7.999223,0.013845,100.000000,33.370829,6.3658
2.1.04,288,512,512,262144,262144,12,7.999298,0.012100,100.000000,33.435261,6.2483
2.1.05,288,512,512,262144,262144,12,7.999283,0.014431,100.000000,33.375315,5.9956
2.1.06,288,512,512,262144,262144,12,7.999310,0.018337,100.000000,33.329227,6.1248
2.1.07,288,512,512,262144,262144,12,7.999300,0.003477,100.000000,33.312887,6.4407
2.1.08,288,512,512,262144,262144,12,7.999331,0.027663,100.000000,33.368888,6.1504
2.1.09,288,512,512,262144,262144,12,7.999306,0.026253,100.000000,33.312105,6.1024
2.1.10,288,512,512,262144,262144,12,7.999304,0.020571,100.000000,33.368080,6.2579
2.1.11,288,512,512,262144,262144,12,7.999231,0.016754,100.000000,33.288198,6.2457
2.1.12,288,512,512,262144,262144,12,7.999241,0.015379,100.000000,33.342184,6.3056
2.2.01,288,1024,1024,1048576,1048576,12,7.999814,0.007797,100.000000,33.304618,25.1192
2.2.02,288,1024,1024,1048576,1048576,12,7.999827,0.006108,100.000000,33.262775,25.0634
2.2.03,288,1024,1024,1048576,1048576,12,7.999817,0.018682,100.000000,33.302613,24.9469
2.2.04,288,1024,1024,1048576,1048576,12,7.999813,0.008873,100.000000,33.366536,25.2716
2.2.05,288,1024,1024,1048576,1048576,12,7.999816,0.011315,100.000000,33.344838,25.0492
2.2.06,288,1024,1024,1048576,1048576,12,7.999828,0.015047,100.000000,33.357909,25.0101
2.2.07,288,1024,1024,1048576,1048576,12,7.999821,0.013762,100.000000,33.364380,25.0837
2.2.08,288,1024,1024,1048576,1048576,12,7.999824,0.007389,99.999905,33.316724,24.9130
2.2.09,288,1024,1024,1048576,1048576,12,7.999828,0.011726,100.000000,33.363096,25.1214
2.2.10,288,1024,1024,1048576,1048576,12,7.999821,0.005801,100.000000,33.338616,25.4234
2.2.11,288,1024,1024,1048576,1048576,12,7.999821,0.018054,100.000000,33.359228,25.0614
2.2.12,288,1024,1024,1048576,1048576,12,7.999837,0.011602,100.000000,33.337669,24.6535
2.2.13,288,1024,1024,1048576,1048576,12,7.999829,0.024739,100.000000,33.329858,25.0017
2.2.14,288,1024,1024,1048576,1048576,12,7.999819,0.015025,100.000000,33.364442,25.0741
2.2.15,288,1024,1024,1048576,1048576,12,7.999810,0.016670,100.000000,33.321339,25.2877
2.2.16,288,1024,1024,1048576,1048576,12,7.999834,0.014497,100.000000,33.289892,25.5892
2.2.17,288,1024,1024,1048576,1048576,12,7.999834,0.012279,100.000000,33.320985,24.8599
2.2.18,288,1024,1024,1048576,1048576,12,7.999816,0.011810,100.000000,33.288521,24.9659
2.2.19,288,1024,1024,1048576,1048576,12,7.999833,0.014693,100.000000,33.339697,25.0398
2.2.20,288,1024,1024,1048576,1048576,12,7.999821,0.011664,99.999905,33.328761,24.7735
2.2.21,288,1024,1024,1048576,1048576,12,7.999825,0.018533,100.000000,33.308096,24.7335
2.2.22,288,1024,1024,1048576,1048576,12,7.999826,0.005663,100.000000,33.354091,24.6809
2.2.23,288,1024,1024,1048576,1048576,12,7.999814,0.009715,100.000000,33.332029,24.6443
2.2.24,288,1024,1024,1048576,1048576,12,7.999829,0.016643,100.000000,33.368354,24.7540
wash-ir,288,2250,2250,5062500,5062500,12,7.999968,0.009991,99.999960,33.335187,120.6835
4.1.01,312,256,256,65536,65536,13,7.997316,0.016915,100.000000,33.379729,1.5612
4.1.02,312,256,256,65536,65536,13,7.997013,0.017973,100.000000,33.140322,1.6488
4.1.03,312,256,256,65536,65536,13,7.996997,0.014123,100.000000,33.504353,1.6358
4.1.04,312,256,256,65536,65536,13,7.997182,0.024750,100.000000,33.372039,1.6281
4.1.05,312,256,256,65536,65536,13,7.997384,0.012287,100.000000,33.329044,1.6118
4.1.06,312,256,256,65536,65536,13,7.997295,0.011107,100.000000,33.388243,1.6184
4.1.07,312,256,256,65536,65536,13,7.997114,0.020528,100.000000,33.357217,1.6231
4.1.08,312,256,256,65536,65536,13,7.997267,0.016691,100.000000,33.429262,1.6091
4.2.01,312,512,512,262144,262144,13,7.999295,0.007146,100.000000,33.290084,6.6905
4.2.03,312,512,512,262144,262144,13,7.999262,0.015048,100.000000,33.296288,6.6579
4.2.05,312,512,512,262144,262144,13,7.999322,0.009986,100.000000,33.368476,6.5737
4.2.06,312,512,512,262144,262144,13,7.999292,0.020403,100.000000,33.352705,6.5864
4.2.07,312,512,512,262144,262144,13,7.999337,0.015709,100.000000,33.317768,6.8495
house,312,512,512,262144,262144,13,7.999281,0.009275,100.000000,33.395964,6.5825
2.1.01,312,512,512,262144,262144,13,7.999304,0.008518,100.000000,33.373003,6.7676
2.1.02,312,512,512,262144,262144,13,7.999296,0.014452,100.000000,33.319596,6.6529
2.1.03,312,512,512,262144,262144,13,7.999248,0.016037,100.000000,33.379514,6.5153
2.1.04,312,512,512,262144,262144,13,7.999315,0.024637,100.000000,33.352802,6.4387
2.1.05,312,512,512,262144,262144,13,7.999265,0.013237,100.000000,33.418704,6.6783
2.1.06,312,512,512,262144,262144,13,7.999246,0.008447,100.000000,33.369126,6.4439
2.1.07,312,512,512,262144,262144,13,7.999264,0.025576,100.000000,33.346441,6.7084
2.1.08,312,512,512,262144,262144,13,7.999307,0.015438,100.000000,33.231982,6.6562
2.1.09,312,512,512,262144,262144,13,7.999287,0.019168,100.000000,33.370809,6.6451
2.1.10,312,512,512,262144,262144,13,7.999299,0.009888,99.999619,33.351468,6.6860
2.1.11,312,512,512,262144,262144,13,7.999322,0.008427,100.000000,33.356682,6.6035
2.1.12,312,512,512,262144,262144,13,7.999368,0.016408,100.000000,33.292433,6.7819
2.2.01,312,1024,1024,1048576,1048576,13,7.999825,0.026329,100.000000,33.319912,26.5903
2.2.02,312,1024,1024,1048576,1048576,13,7.999818,0.016599,100.000000,33.307080,26.8618
2.2.03,312,1024,1024,1048576,1048576,13,7.999824,0.015428,100.000000,33.367960,26.5128
2.2.04,312,1024,1024,1048576,1048576,13,7.999815,0.020487,100.000000,33.343113,26.3218
2.2.05,312,1024,1024,1048576,1048576,13,7.999839,0.014117,100.000000,33.339971,26.2851
2.2.06,312,1024,1024,1048576,1048576,13,7.999829,0.008374,100.000000,33.342756,25.9546
2.2.07,312,1024,1024,1048576,1048576,13,7.999823,0.011733,100.000000,33.344388,26.2792
2.2.08,312,1024,1024,1048576,1048576,13,7.999817,0.005206,100.000000,33.332017,26.1099
2.2.09,312,1024,1024,1048576,1048576,13,7.999816,0.015218,100.000000,33.333754,26.2890
2.2.10,312,1024,1024,1048576,1048576,13,7.999835,0.018506,100.000000,33.345948,26.6956
2.2.11,312,1024,1024,1048576,1048576,13,7.999820,0.013731,100.000000,33.334537,26.7912
2.2.12,312,1024,1024,1048576,1048576,13,7.999823,0.013033,100.000000,33.355457,26.4703
2.2.13,312,1024,1024,1048576,1048576,13,7.999830,0.015771,100.000000,33.337552,24.2601
2.2.14,312,1024,1024,1048576,1048576,13,7.999830,0.002768,100.000000,33.316255,25.8244
2.2.15,312,1024,1024,1048576,1048576,13,7.999835,0.010148,99.999905,33.325080,27.1767
2.2.16,312,1024,1024,1048576,1048576,13,7.999835,0.023385,100.000000,33.337998,27.0924
2.2.17,312,1024,1024,1048576,1048576,13,7.999820,0.018138,100.000000,33.301324,27.3520
2.2.18,312,1024,1024,1048576,1048576,13,7.999825,0.007022,100.000000,33.355240,27.1088
2.2.19,312,1024,1024,1048576,1048576,13,7.999802,0.015563,100.000000,33.315907,26.8094
2.2.20,312,1024,1024,1048576,1048576,13,7.999828,0.015848,100.000000,33.375171,26.4019
2.2.21,312,1024,1024,1048576,1048576,13,7.999828,0.033229,100.000000,33.375810,26.3943
2.2.22,312,1024,1024,1048576,1048576,13,7.999833,0.020384,100.000000,33.333926,26.1239
2.2.23,312,1024,1024,1048576,1048576,13,7.999835,0.012052,100.000000,33.345053,25.8039
2.2.24,312,1024,1024,1048576,1048576,13,7.999827,0.014453,100.000000,33.328470,25.9339
wash-ir,312,2250,2250,5062500,5062500,13,7.999964,0.022056,100.000000,33.325819,127.2735
4.1.01,336,256,256,65536,65536,14,7.996984,0.017590,100.000000,33.391327,1.7140
4.1.02,336,256,256,65536,65536,14,7.997363,0.007239,100.000000,33.315431,1.6801
4.1.03,336,256,256,65536,65536,14,7.997109,0.012818,100.000000,33.291949,1.7254
4.1.04,336,256,256,65536,65536,14,7.997117,0.026834,100.000000,33.388726,1.6740
4.1.05,336,256,256,65536,65536,14,7.996934,0.015389,100.000000,33.422204,1.6448
4.1.06,336,256,256,65536,65536,14,7.997292,0.008077,100.000000,33.285474,1.7014
4.1.07,336,256,256,65536,65536,14,7.997251,0.015682,100.000000,33.210487,1.6655
4.1.08,336,256,256,65536,65536,14,7.997244,0.019093,100.000000,33.264479,1.7020
4.2.01,336,512,512,262144,262144,14,7.999380,0.021940,100.000000,33.255932,6.9669
4.2.03,336,512,512,262144,262144,14,7.999285,0.018279,100.000000,33.307610,6.9042
4.2.05,336,512,512,262144,262144,14,7.999318,0.014248,100.000000,33.284377,7.0015
4.2.06,336,512,512,262144,262144,14,7.999314,0.007695,100.000000,33.353773,6.9221
4.2.07,336,512,512,262144,262144,14,7.999293,0.008637,100.000000,33.368540,6.9221
