image,K,num_pixels,flipped_key_bit,npcr_key_packed,uaci_key_packed,psnr_cipher_pair_db,psnr_plain_wrongkey_db,first_differing_word,key_diff_checksum
2.1.10,264,262144,1,100.000000,33.290776,7.7533,8.6582,1,185416806
2.1.11,264,262144,1,100.000000,33.314947,7.7475,9.3585,1,185416806
2.1.12,264,262144,1,100.000000,33.314236,7.7597,8.4536,1,185416806
2.2.01,264,1048576,1,100.000000,33.339249,7.7506,8.4837,1,185416806
2.2.02,264,1048576,1,100.000000,33.334770,7.7520,8.7103,1,185416806
2.2.03,264,1048576,1,100.000000,33.344304,7.7476,8.3787,1,185416806
2.2.04,264,1048576,1,100.000000,33.336819,7.7498,8.5851,1,185416806
2.2.05,264,1048576,1,100.000000,33.341655,7.7496,9.4124,1,185416806
2.2.06,264,1048576,1,100.000000,33.358071,7.7473,8.7889,1,185416806
2.2.07,264,1048576,1,100.000000,33.349424,7.7490,8.4944,1,185416806
2.2.08,264,1048576,1,100.000000,33.332094,7.7484,8.5485,1,185416806
2.2.09,264,1048576,1,100.000000,33.349919,7.7498,8.7112,1,185416806
2.2.10,264,1048576,1,100.000000,33.328402,7.7515,8.7084,1,185416806
2.2.11,264,1048576,1,100.000000,33.333610,7.7476,9.1600,1,185416806
2.2.12,264,1048576,1,100.000000,33.314799,7.7489,9.4370,1,185416806
2.2.13,264,1048576,1,100.000000,33.331677,7.7504,9.2057,1,185416806
2.2.14,264,1048576,1,100.000000,33.299473,7.7567,9.5489,1,185416806
2.2.15,264,1048576,1,100.000000,33.320379,7.7529,9.2687,1,185416806
2.2.16,264,1048576,1,100.000000,33.354015,7.7509,9.6056,1,185416806
2.2.17,264,1048576,1,100.000000,33.334015,7.7520,9.3539,1,185416806
2.2.18,264,1048576,1,100.000000,33.313090,7.7477,9.1864,1,185416806
2.2.19,264,1048576,1,100.000000,33.320191,7.7521,9.0189,1,185416806
2.2.20,264,1048576,1,100.000000,33.339694,7.7474,9.3548,1,185416806
2.2.21,264,1048576,1,100.000000,33.317885,7.7537,8.6025,1,185416806
2.2.22,264,1048576,1,100.000000,33.306177,7.7523,8.6570,1,185416806
2.2.23,264,1048576,1,100.000000,33.328238,7.7510,8.7478,1,185416806
2.2.24,264,1048576,1,100.000000,33.322215,7.7525,9.2757,1,185416806
wash-ir,264,5062500,1,100.000000,33.350917,7.7461,8.5163,1,185416806
4.1.01,288,65536,1,99.992371,33.551269,7.7246,7.2639,6,531508605
4.1.02,288,65536,1,99.992371,33.480003,7.7287,6.2317,6,531508605
4.1.03,288,65536,1,99.992371,33.403137,7.7341,9.9402,6,531508605
4.1.04,288,65536,1,99.992371,33.499480,7.7248,8.8163,6,531508605
4.1.05,288,65536,1,99.992371,33.520421,7.7375,8.8924,6,531508605
4.1.06,288,65536,1,99.992371,33.413545,7.7404,8.1347,6,531508605
4.1.07,288,65536,1,99.992371,33.435245,7.7362,8.5614,6,531508605
4.1.08,288,65536,1,99.992371,33.413393,7.7474,8.6128,6,531508605
4.2.01,288,262144,1,99.998093,33.403741,7.7398,7.6226,6,531508605
4.2.03,288,262144,1,99.998093,33.384018,7.7423,8.7660,6,531508605
4.2.05,288,262144,1,99.998093,33.443558,7.7381,7.9728,6,531508605
4.2.06,288,262144,1,99.998093,33.458380,7.7396,8.0808,6,531508605
4.2.07,288,262144,1,99.998093,33.417826,7.7350,8.0685,6,531508605
house,288,262144,1,99.998093,33.395273,7.7499,8.4670,6,531508605
2.1.01,288,262144,1,99.998093,33.391667,7.7383,9.4095,6,531508605
2.1.02,288,262144,1,99.998093,33.388552,7.7328,8.8393,6,531508605
2.1.03,288,262144,1,99.998093,33.406988,7.7370,8.3480,6,531508605
2.1.04,288,262144,1,99.998093,33.444017,7.7471,9.3691,6,531508605
2.1.05,288,262144,1,99.998093,33.443132,7.7400,8.9699,6,531508605
2.1.06,288,262144,1,99.998093,33.425658,7.7403,9.2152,6,531508605
2.1.07,288,262144,1,99.998093,33.361685,7.7484,8.7720,6,531508605
2.1.08,288,262144,1,99.998093,33.410757,7.7463,8.4155,6,531508605
2.1.09,288,262144,1,99.998093,33.419923,7.7383,8.6806,6,531508605
2.1.10,288,262144,1,99.998093,33.397908,7.7428,8.6403,6,531508605
2.1.11,288,262144,1,99.998093,33.362823,7.7419,9.3505,6,531508605
2.1.12,288,262144,1,99.998093,33.428028,7.7472,8.4456,6,531508605
2.2.01,288,1048576,1,99.999523,33.356850,7.7473,8.4840,6,531508605
2.2.02,288,1048576,1,99.999523,33.331329,7.7471,8.7117,6,531508605
2.2.03,288,1048576,1,99.999523,33.338584,7.7491,8.3760,6,531508605
2.2.04,288,1048576,1,99.999523,33.357283,7.7442,8.5833,6,531508605
2.2.05,288,1048576,1,99.999523,33.366284,7.7455,9.4109,6,531508605
2.2.06,288,1048576,1,99.999523,33.366113,7.7468,8.7889,6,531508605
2.2.07,288,1048576,1,99.999523,33.374545,7.7438,8.4930,6,531508605
2.2.08,288,1048576,1,99.999523,33.357621,7.7471,8.5478,6,531508605
2.2.09,288,1048576,1,99.999523,33.384479,7.7434,8.7087,6,531508605
2.2.10,288,1048576,1,99.999523,33.329944,7.7477,8.7077,6,531508605
2.2.11,288,1048576,1,99.999523,33.348444,7.7493,9.1611,6,531508605
2.2.12,288,1048576,1,99.999523,33.343426,7.7484,9.4392,6,531508605
2.2.13,288,1048576,1,99.999523,33.369009,7.7455,9.2095,6,531508605
2.2.14,288,1048576,1,99.999523,33.360797,7.7459,9.5462,6,531508605
2.2.15,288,1048576,1,99.999523,33.350830,7.7432,9.2701,6,531508605
2.2.16,288,1048576,1,99.999523,33.349748,7.7471,9.6075,6,531508605
2.2.17,288,1048576,1,99.999523,33.345633,7.7479,9.3545,6,531508605
2.2.18,288,1048576,1,99.999523,33.350781,7.7479,9.1845,6,531508605
2.2.19,288,1048576,1,99.999523,33.336239,7.7470,9.0206,6,531508605
2.2.20,288,1048576,1,99.999523,33.332383,7.7502,9.3529,6,531508605
2.2.21,288,1048576,1,99.999523,33.341355,7.7471,8.6051,6,531508605
2.2.22,288,1048576,1,99.999523,33.358801,7.7477,8.6545,6,531508605
2.2.23,288,1048576,1,99.999523,33.359010,7.7462,8.7481,6,531508605
2.2.24,288,1048576,1,99.999523,33.354588,7.7471,9.2746,6,531508605
wash-ir,288,5062500,1,99.999901,33.344197,7.7462,8.5166,6,531508605
4.1.01,312,65536,1,100.000000,33.170076,7.7677,7.3036,1,1091260097
4.1.02,312,65536,1,100.000000,33.113088,7.7506,6.2644,1,1091260097
4.1.03,312,65536,1,100.000000,33.086343,7.7631,9.9674,1,1091260097
4.1.04,312,65536,1,100.000000,33.112855,7.7742,8.8604,1,1091260097
4.1.05,312,65536,1,100.000000,33.027115,7.7733,8.9353,1,1091260097
4.1.06,312,65536,1,100.000000,33.138402,7.7624,8.1716,1,1091260097
4.1.07,312,65536,1,100.000000,33.239262,7.7464,8.6176,1,1091260097
4.1.08,312,65536,1,100.000000,33.167081,7.7518,8.6538,1,1091260097
4.2.01,312,262144,1,100.000000,33.384181,7.7472,7.6307,1,1091260097
4.2.03,312,262144,1,100.000000,33.329933,7.7461,8.7792,1,1091260097
4.2.05,312,262144,1,100.000000,33.327846,7.7471,7.9809,1,1091260097
4.2.06,312,262144,1,100.000000,33.347612,7.7440,8.0831,1,1091260097
4.2.07,312,262144,1,100.000000,33.360317,7.7475,8.0798,1,1091260097
house,312,262144,1,100.000000,33.357861,7.7475,8.4737,1,1091260097
2.1.01,312,262144,1,100.000000,33.322433,7.7523,9.4162,1,1091260097
2.1.02,312,262144,1,100.000000,33.305753,7.7467,8.8509,1,1091260097
2.1.03,312,262144,1,100.000000,33.362185,7.7417,8.3587,1,1091260097
2.1.04,312,262144,1,100.000000,33.305103,7.7493,9.3868,1,1091260097
2.1.05,312,262144,1,100.000000,33.353598,7.7478,8.9750,1,1091260097
2.1.06,312,262144,1,100.000000,33.338481,7.7409,9.2245,1,1091260097
2.1.07,312,262144,1,100.000000,33.365416,7.7471,8.7781,1,1091260097
2.1.08,312,262144,1,100.000000,33.358609,7.7477,8.4294,1,1091260097
2.1.09,312,262144,1,100.000000,33.318230,7.7479,8.6898,1,1091260097
2.1.10,312,262144,1,100.000000,33.347733,7.7495,8.6451,1,1091260097
2.1.11,312,262144,1,100.000000,33.364392,7.7383,9.3566,1,1091260097
2.1.12,312,262144,1,100.000000,33.324427,7.7502,8.4466,1,1091260097
2.2.01,312,1048576,1,100.000000,33.351808,7.7510,8.4860,1,1091260097
2.2.02,312,1048576,1,100.000000,33.354754,7.7494,8.7161,1,1091260097
2.2.03,312,1048576,1,100.000000,33.404560,7.7452,8.3802,1,1091260097
2.2.04,312,1048576,1,100.000000,33.382963,7.7467,8.5873,1,1091260097
2.2.05,312,1048576,1,100.000000,33.393636,7.7458,9.4168,1,1091260097
2.2.06,312,1048576,1,100.000000,33.368938,7.7483,8.7939,1,1091260097
2.2.07,312,1048576,1,100.000000,33.355770,7.7485,8.4965,1,1091260097
2.2.08,312,1048576,1,100.000000,33.368601,7.7459,8.5477,1,1091260097
2.2.09,312,1048576,1,100.000000,33.369991,7.7447,8.7127,1,1091260097
2.2.10,312,1048576,1,100.000000,33.380521,7.7476,8.7121,1,1091260097
2.2.11,312,1048576,1,100.000000,33.384013,7.7496,9.1614,1,1091260097
2.2.12,312,1048576,1,100.000000,33.377517,7.7519,9.4439,1,1091260097
2.2.13,312,1048576,1,100.000000,33.348794,7.7518,9.2075,1,1091260097
2.2.14,312,1048576,1,100.000000,33.360076,7.7497,9.5465,1,1091260097
2.2.15,312,1048576,1,100.000000,33.350077,7.7518,9.2746,1,1091260097
2.2.16,312,1048576,1,100.000000,33.367028,7.7491,9.6098,1,1091260097
2.2.17,312,1048576,1,100.000000,33.376653,7.7501,9.3560,1,1091260097
2.2.18,312,1048576,1,100.000000,33.378948,7.7482,9.1897,1,1091260097
2.2.19,312,1048576,1,100.000000,33.369110,7.7460,9.0233,1,1091260097
2.2.20,312,1048576,1,100.000000,33.373112,7.7469,9.3543,1,1091260097
2.2.21,312,1048576,1,100.000000,33.352997,7.7490,8.6029,1,1091260097
2.2.22,312,1048576,1,100.000000,33.347120,7.7502,8.6602,1,1091260097
2.2.23,312,1048576,1,100.000000,33.357375,7.7461,8.7518,1,1091260097
2.2.24,312,1048576,1,100.000000,33.378227,7.7468,9.2731,1,1091260097
wash-ir,312,5062500,1,100.000000,33.349842,7.7458,8.5174,1,1091260097
4.1.01,336,65536,1,99.995422,33.325794,7.7376,7.2731,1,755612106
4.1.02,336,65536,1,99.995422,33.313777,7.7411,6.2424,1,755612106
4.1.03,336,65536,1,99.995422,33.228124,7.7439,9.9467,1,755612106
4.1.04,336,65536,1,99.995422,33.331105,7.7494,8.8373,1,755612106
4.1.05,336,65536,1,99.995422,33.348306,7.7515,8.9071,1,755612106
4.1.06,336,65536,1,99.995422,33.197619,7.7421,8.1693,1,755612106
4.1.07,336,65536,1,99.995422,33.233830,7.7500,8.5950,1,755612106
4.1.08,336,65536,1,99.995422,33.401846,7.7313,8.6395,1,755612106
4.2.01,336,262144,1,99.998856,33.291434,7.7458,7.6344,1,755612106
4.2.03,336,262144,1,99.998856,33.296701,7.7421,8.7753,1,755612106
4.2.05,336,262144,1,99.998856,33.308954,7.7367,7.9806,1,755612106
4.2.06,336,262144,1,99.998856,33.346327,7.7392,8.0858,1,755612106
4.2.07,336,262144,1,99.998856,33.296466,7.7466,8.0752,1,755612106
house,336,262144,1,99.998856,33.306742,7.7464,8.4736,1,755612106
2.1.01,336,262144,1,99.998856,33.275322,7.7485,9.4149,1,755612106
2.1.02,336,262144,1,99.998856,33.321297,7.7392,8.8469,1,755612106
2.1.03,336,262144,1,99.998856,33.286848,7.7458,8.3536,1,755612106
2.1.04,336,262144,1,99.998856,33.266557,7.7495,9.3787,1,755612106
2.1.05,336,262144,1,99.998856,33.298987,7.7421,8.9725,1,755612106
2.1.06,336,262144,1,99.998856,33.304223,7.7455,9.2317,1,755612106
2.1.07,336,262144,1,99.998856,33.261672,7.7533,8.7892,1,755612106
2.1.08,336,262144,1,99.998856,33.302964,7.7431,8.4214,1,755612106
2.1.09,336,262144,1,99.998856,33.284333,7.7519,8.6915,1,755612106
2.1.10,336,262144,1,99.998856,33.309446,7.7448,8.6429,1,755612106
2.1.11,336,262144,1,99.998856,33.281245,7.7394,9.3725,1,755612106
2.1.12,336,262144,1,99.998856,33.274074,7.7477,8.4466,1,755612106
2.2.01,336,1048576,1,99.999714,33.319050,7.7476,8.4863,1,755612106
2.2.02,336,1048576,1,99.999714,33.324173,7.7465,8.7134,1,755612106
2.2.03,336,1048576,1,99.999714,33.307814,7.7521,8.3768,1,755612106
2.2.04,336,1048576,1,99.999714,33.345684,7.7469,8.5861,1,755612106
2.2.05,336,1048576,1,99.999714,33.294725,7.7502,9.4196,1,755612106
2.2.06,336,1048576,1,99.999714,33.287743,7.7495,8.7887,1,755612106
2.2.07,336,1048576,1,99.999714,33.304194,7.7520,8.4949,1,755612106
2.2.08,336,1048576,1,99.999714,33.333874,7.7460,8.5510,1,755612106
2.2.09,336,1048576,1,99.999714,33.292349,7.7506,8.7109,1,755612106
2.2.10,336,1048576,1,99.999714,33.285059,7.7504,8.7103,1,755612106
2.2.11,336,1048576,1,99.999714,33.342427,7.7453,9.1614,1,755612106
2.2.12,336,1048576,1,99.999714,33.329057,7.7481,9.4406,1,755612106
2.2.13,336,1048576,1,99.999714,33.307523,7.7484,9.2120,1,755612106
2.2.14,336,1048576,1,99.999714,33.310612,7.7517,9.5480,1,755612106
2.2.15,336,1048576,1,99.999714,33.300912,7.7495,9.2751,1,755612106
2.2.16,336,1048576,1,99.999714,33.283195,7.7515,9.6086,1,755612106
2.2.17,336,1048576,1,99.999714,33.294711,7.7522,9.3563,1,755612106
2.2.18,336,1048576,1,99.999714,33.338803,7.7489,9.1875,1,755612106
2.2.19,336,1048576,1,99.999714,33.304352,7.7489,9.0219,1,755612106
2.2.20,336,1048576,1,99.999714,33.302828,7.7506,9.3542,1,755612106
2.2.21,336,1048576,1,99.999714,33.292962,7.7533,8.6030,1,755612106
2.2.22,336,1048576,1,99.999714,33.322515,7.7487,8.6591,1,755612106
2.2.23,336,1048576,1,99.999714,33.309424,7.7502,8.7491,1,755612106
2.2.24,336,1048576,1,99.999714,33.333580,7.7481,9.2799,1,755612106
wash-ir,336,5062500,1,99.999921,33.328846,7.7472,8.5188,1,755612106
4.1.01,360,65536,1,100.000000,33.465873,7.7330,7.2796,1,89425290
4.1.02,360,65536,1,100.000000,33.344725,7.7586,6.2300,1,89425290
4.1.03,360,65536,1,100.000000,33.531591,7.7271,9.9296,1,89425290
4.1.04,360,65536,1,100.000000,33.422522,7.7383,8.8354,1,89425290
4.1.05,360,65536,1,100.000000,33.439951,7.7515,8.8834,1,89425290
4.1.06,360,65536,1,100.000000,33.484558,7.7261,8.1517,1,89425290
4.1.07,360,65536,1,100.000000,33.414007,7.7392,8.5632,1,89425290
4.1.08,360,65536,1,100.000000,33.481889,7.7346,8.6314,1,89425290
4.2.01,360,262144,1,100.000000,33.330728,7.7492,7.6321,1,89425290
4.2.03,360,262144,1,100.000000,33.338673,7.7475,8.7798,1,89425290
4.2.05,360,262144,1,100.000000,33.356696,7.7467,7.9780,1,89425290
4.2.06,360,262144,1,100.000000,33.354260,7.7424,8.0844,1,89425290
4.2.07,360,262144,1,100.000000,33.315079,7.7447,8.0795,1,89425290
house,360,262144,1,100.000000,33.289945,7.7558,8.4684,1,89425290
2.1.01,360,262144,1,100.000000,33.303385,7.7548,9.4192,1,89425290
2.1.02,360,262144,1,100.000000,33.334662,7.7494,8.8436,1,89425290
2.1.03,360,262144,1,100.000000,33.391764,7.7448,8.3580,1,89425290
2.1.04,360,262144,1,100.000000,33.359097,7.7508,9.3753,1,89425290
2.1.05,360,262144,1,100.000000,33.341310,7.7477,8.9763,1,89425290
2.1.06,360,262144,1,100.000000,33.315796,7.7512,9.2284,1,89425290
2.1.07,360,262144,1,100.000000,33.302477,7.7577,8.7797,1,89425290
2.1.08,360,262144,1,100.000000,33.304441,7.7556,8.4247,1,89425290
2.1.09,360,262144,1,100.000000,33.329338,7.7478,8.6881,1,89425290
2.1.10,360,262144,1,100.000000,33.347202,7.7450,8.6468,1,89425290
2.1.11,360,262144,1,100.000000,33.329606,7.7567,9.3587,1,89425290
2.1.12,360,262144,1,100.000000,33.309160,7.7594,8.4485,1,89425290
2.2.01,360,1048576,1,100.000000,33.337210,7.7486,8.4880,1,89425290
2.2.02,360,1048576,1,100.000000,33.339903,7.7488,8.7066,1,89425290
2.2.03,360,1048576,1,100.000000,33.319850,7.7489,8.3748,1,89425290
2.2.04,360,1048576,1,100.000000,33.343102,7.7469,8.5829,1,89425290
2.2.05,360,1048576,1,100.000000,33.356823,7.7465,9.4138,1,89425290
2.2.06,360,1048576,1,100.000000,33.327162,7.7486,8.7882,1,89425290
2.2.07,360,1048576,1,100.000000,33.339986,7.7450,8.4931,1,89425290
2.2.08,360,1048576,1,100.000000,33.324761,7.7490,8.5478,1,89425290
2.2.09,360,1048576,1,100.000000,33.325188,7.7496,8.7056,1,89425290
2.2.10,360,1048576,1,100.000000,33.340129,7.7478,8.7066,1,89425290
2.2.11,360,1048576,1,100.000000,33.331454,7.7497,9.1605,1,89425290
2.2.12,360,1048576,1,100.000000,33.366346,7.7430,9.4383,1,89425290
2.2.13,360,1048576,1,100.000000,33.369426,7.7468,9.2110,1,89425290
2.2.14,360,1048576,1,100.000000,33.359255,7.7436,9.5471,1,89425290
2.2.15,360,1048576,1,100.000000,33.337710,7.7460,9.2705,1,89425290
2.2.16,360,1048576,1,100.000000,33.342840,7.7457,9.6093,1,89425290
2.2.17,360,1048576,1,100.000000,33.348093,7.7489,9.3521,1,89425290
2.2.18,360,1048576,1,100.000000,33.316707,7.7499,9.1825,1,89425290
2.2.19,360,1048576,1,100.000000,33.301394,7.7540,9.0173,1,89425290
2.2.20,360,1048576,1,100.000000,33.321178,7.7483,9.3543,1,89425290
2.2.21,360,1048576,1,100.000000,33.327793,7.7508,8.6040,1,89425290
2.2.22,360,1048576,1,100.000000,33.349357,7.7488,8.6537,1,89425290
2.2.23,360,1048576,1,100.000000,33.313949,7.7492,8.7456,1,89425290
2.2.24,360,1048576,1,100.000000,33.314448,7.7505,9.2766,1,89425290
wash-ir,360,5062500,1,99.999980,33.337372,7.7476,8.5175,1,89425290
4.1.01,384,65536,1,99.989319,33.557122,7.7405,7.2739,8,452698540
4.1.02,384,65536,1,99.989319,33.582999,7.7257,6.2366,8,452698540
4.1.03,384,65536,1,99.989319,33.499301,7.7263,9.9326,8,452698540
4.1.04,384,65536,1,99.989319,33.564024,7.7259,8.8266,8,452698540
4.1.05,384,65536,1,99.989319,33.545401,7.7280,8.8931,8,452698540
4.1.06,384,65536,1,99.989319,33.442606,7.7349,8.1479,8,452698540
4.1.07,384,65536,1,99.989319,33.545738,7.7362,8.5627,8,452698540
4.1.08,384,65536,1,99.989319,33.560792,7.7417,8.6234,8,452698540
4.2.01,384,262144,1,99.997330,33.359090,7.7543,7.6360,8,452698540
4.2.03,384,262144,1,99.997330,33.337258,7.7497,8.7828,8,452698540
4.2.05,384,262144,1,99.997330,33.427657,7.7463,7.9843,8,452698540
4.2.06,384,262144,1,99.997330,33.340204,7.7479,8.0812,8,452698540
4.2.07,384,262144,1,99.997330,33.346642,7.7538,8.0723,8,452698540
house,384,262144,1,99.997330,33.347947,7.7461,8.4764,8,452698540
2.1.01,384,262144,1,99.997330,33.362946,7.7594,9.4104,8,452698540
2.1.02,384,262144,1,99.997330,33.389726,7.7530,8.8472,8,452698540
2.1.03,384,262144,1,99.997330,33.349034,7.7456,8.3615,8,452698540
2.1.04,384,262144,1,99.997330,33.373367,7.7567,9.3693,8,452698540
2.1.05,384,262144,1,99.997330,33.372431,7.7540,8.9801,8,452698540
2.1.06,384,262144,1,99.997330,33.402718,7.7522,9.2232,8,452698540
2.1.07,384,262144,1,99.997330,33.374438,7.7520,8.7852,8,452698540
2.1.08,384,262144,1,99.997330,33.370858,7.7410,8.4300,8,452698540
2.1.09,384,262144,1,99.997330,33.396776,7.7502,8.6895,8,452698540
2.1.10,384,262144,1,99.997330,33.348388,7.7488,8.6524,8,452698540
2.1.11,384,262144,1,99.997330,33.395700,7.7453,9.3644,8,452698540
2.1.12,384,262144,1,99.997330,33.378115,7.7506,8.4516,8,452698540
2.2.01,384,1048576,1,99.999332,33.352274,7.7485,8.4896,8,452698540
2.2.02,384,1048576,1,99.999332,33.361939,7.7465,8.7146,8,452698540
2.2.03,384,1048576,1,99.999332,33.360269,7.7461,8.3769,8,452698540
2.2.04,384,1048576,1,99.999332,33.350784,7.7473,8.5848,8,452698540
2.2.05,384,1048576,1,99.999332,33.347436,7.7464,9.4155,8,452698540
2.2.06,384,1048576,1,99.999332,33.363192,7.7443,8.7918,8,452698540
2.2.07,384,1048576,1,99.999332,33.362143,7.7447,8.4973,8,452698540
2.2.08,384,1048576,1,99.999332,33.334075,7.7504,8.5506,8,452698540
2.2.09,384,1048576,1,99.999332,33.332235,7.7495,8.7109,8,452698540
2.2.10,384,1048576,1,99.999332,33.331019,7.7486,8.7105,8,452698540
2.2.11,384,1048576,1,99.999332,33.348889,7.7493,9.1613,8,452698540
2.2.12,384,1048576,1,99.999332,33.322839,7.7484,9.4427,8,452698540
2.2.13,384,1048576,1,99.999332,33.327100,7.7484,9.2101,8,452698540
2.2.14,384,1048576,1,99.999332,33.324702,7.7458,9.5479,8,452698540
2.2.15,384,1048576,1,99.999332,33.334455,7.7518,9.2736,8,452698540
2.2.16,384,1048576,1,99.999332,33.341264,7.7490,9.6059,8,452698540
2.2.17,384,1048576,1,99.999332,33.342359,7.7529,9.3571,8,452698540
2.2.18,384,1048576,1,99.999332,33.359452,7.7462,9.1895,8,452698540
2.2.19,384,1048576,1,99.999332,33.355420,7.7481,9.0206,8,452698540
2.2.20,384,1048576,1,99.999332,33.331724,7.7525,9.3534,8,452698540
2.2.21,384,1048576,1,99.999332,33.343128,7.7461,8.6013,8,452698540
2.2.22,384,1048576,1,99.999332,33.360968,7.7439,8.6554,8,452698540
2.2.23,384,1048576,1,99.999332,33.348010,7.7476,8.7505,8,452698540
2.2.24,384,1048576,1,99.999332,33.345082,7.7476,9.2757,8,452698540
wash-ir,384,5062500,1,99.999862,33.325591,7.7488,8.5159,8,452698540
