image,K,num_pixels,flipped_key_bit,npcr_key_packed,uaci_key_packed,psnr_cipher_pair_db,psnr_plain_wrongkey_db,first_differing_word,key_diff_checksum
4.1.01,24,65536,1,100.000000,33.203141,7.8093,7.3719,1,9858619
4.1.02,24,65536,1,100.000000,33.215743,7.8434,6.3466,1,9858619
4.1.03,24,65536,1,100.000000,32.856403,7.8475,9.8931,1,9858619
4.1.04,24,65536,1,100.000000,33.158990,7.8065,8.8538,1,9858619
4.1.05,24,65536,1,100.000000,33.741632,7.7559,8.9437,1,9858619
4.1.06,24,65536,1,100.000000,33.053353,7.8263,8.2248,1,9858619
4.1.07,24,65536,1,100.000000,33.267487,7.8192,8.6305,1,9858619
4.1.08,24,65536,1,100.000000,33.069898,7.8591,8.7057,1,9858619
4.2.01,24,262144,1,100.000000,33.315813,7.7864,7.7099,1,9858619
4.2.03,24,262144,1,100.000000,33.272093,7.8036,8.8153,1,9858619
4.2.05,24,262144,1,100.000000,33.150105,7.8044,8.0609,1,9858619
4.2.06,24,262144,1,100.000000,33.188112,7.8320,8.1638,1,9858619
4.2.07,24,262144,1,100.000000,32.923038,7.8467,8.1425,1,9858619
house,24,262144,1,100.000000,33.316646,7.8074,8.5326,1,9858619
2.1.01,24,262144,1,100.000000,33.083179,7.8382,9.4333,1,9858619
2.1.02,24,262144,1,100.000000,33.287925,7.7736,8.8792,1,9858619
2.1.03,24,262144,1,100.000000,33.606721,7.7059,8.3153,1,9858619
2.1.04,24,262144,1,100.000000,33.706870,7.7967,9.3242,1,9858619
2.1.05,24,262144,1,100.000000,33.398455,7.7588,9.0027,1,9858619
2.1.06,24,262144,1,100.000000,32.834866,7.8419,9.2509,1,9858619
2.1.07,24,262144,1,100.000000,32.839666,7.8171,8.8815,1,9858619
2.1.08,24,262144,1,100.000000,32.881756,7.8597,8.5271,1,9858619
2.1.09,24,262144,1,100.000000,33.238862,7.8939,8.7955,1,9858619
2.1.10,24,262144,1,100.000000,32.929925,7.8239,8.7230,1,9858619
2.1.11,24,262144,1,100.000000,33.311029,7.7573,9.3715,1,9858619
2.1.12,24,262144,1,100.000000,32.948063,7.8905,8.5500,1,9858619
2.2.01,24,1048576,1,100.000000,33.193634,7.8116,8.5230,1,9858619
2.2.02,24,1048576,1,100.000000,33.608515,7.7629,8.8163,1,9858619
2.2.03,24,1048576,1,100.000000,33.053406,7.8115,8.4849,1,9858619
2.2.04,24,1048576,1,100.000000,33.349101,7.8256,8.6667,1,9858619
2.2.05,24,1048576,1,100.000000,33.024227,7.8622,9.4296,1,9858619
2.2.06,24,1048576,1,100.000000,32.916091,7.8529,8.9087,1,9858619
2.2.07,24,1048576,1,100.000000,33.186220,7.8084,8.5997,1,9858619
2.2.08,24,1048576,1,100.000000,33.169236,7.8163,8.5899,1,9858619
2.2.09,24,1048576,1,100.000000,33.045499,7.7939,8.8165,1,9858619
2.2.10,24,1048576,1,100.000000,33.483047,7.8139,8.8169,1,9858619
2.2.11,24,1048576,1,100.000000,33.589693,7.8462,9.2103,1,9858619
2.2.12,24,1048576,1,100.000000,33.403192,7.8207,9.4427,1,9858619
2.2.13,24,1048576,1,100.000000,33.301504,7.8610,9.2083,1,9858619
2.2.14,24,1048576,1,100.000000,33.594202,7.7387,9.5075,1,9858619
2.2.15,24,1048576,1,100.000000,33.616924,7.8220,9.3081,1,9858619
2.2.16,24,1048576,1,100.000000,33.159320,7.8207,9.5513,1,9858619
2.2.17,24,1048576,1,100.000000,33.332072,7.8131,9.3542,1,9858619
2.2.18,24,1048576,1,100.000000,32.667682,7.8512,9.2153,1,9858619
2.2.19,24,1048576,1,100.000000,32.980800,7.8587,9.0955,1,9858619
2.2.20,24,1048576,1,100.000000,33.223788,7.7778,9.3413,1,9858619
2.2.21,24,1048576,1,100.000000,33.364911,7.8305,8.6824,1,9858619
2.2.22,24,1048576,1,100.000000,33.023399,7.8438,8.7567,1,9858619
2.2.23,24,1048576,1,100.000000,34.209289,7.7104,8.8626,1,9858619
2.2.24,24,1048576,1,100.000000,33.351948,7.8209,9.2628,1,9858619
wash-ir,24,5062500,1,100.000000,33.213416,7.8354,8.5656,1,9858619
4.1.01,48,65536,1,99.995422,33.305774,7.7501,7.2971,1,761574161
4.1.02,48,65536,1,99.995422,33.428171,7.7553,6.2528,1,761574161
4.1.03,48,65536,1,99.995422,33.437038,7.7505,9.9346,1,761574161
4.1.04,48,65536,1,99.995422,33.231817,7.7545,8.8330,1,761574161
4.1.05,48,65536,1,99.995422,33.331521,7.7632,8.9120,1,761574161
4.1.06,48,65536,1,99.995422,33.462631,7.7483,8.1754,1,761574161
4.1.07,48,65536,1,99.995422,33.344699,7.7533,8.5958,1,761574161
4.1.08,48,65536,1,99.995422,33.340409,7.7547,8.6382,1,761574161
4.2.01,48,262144,1,99.998856,33.339293,7.7523,7.6295,1,761574161
4.2.03,48,262144,1,99.998856,33.294141,7.7508,8.7805,1,761574161
4.2.05,48,262144,1,99.998856,33.311673,7.7465,7.9824,1,761574161
4.2.06,48,262144,1,99.998856,33.285923,7.7537,8.0847,1,761574161
4.2.07,48,262144,1,99.998856,33.302384,7.7536,8.0809,1,761574161
house,48,262144,1,99.998856,33.370352,7.7436,8.4788,1,761574161
2.1.01,48,262144,1,99.998856,33.255005,7.7544,9.4218,1,761574161
2.1.02,48,262144,1,99.998856,33.266026,7.7473,8.8523,1,761574161
2.1.03,48,262144,1,99.998856,33.322523,7.7511,8.3642,1,761574161
2.1.04,48,262144,1,99.998856,33.304401,7.7519,9.3792,1,761574161
2.1.05,48,262144,1,99.998856,33.282274,7.7468,8.9832,1,761574161
2.1.06,48,262144,1,99.998856,33.280622,7.7514,9.2261,1,761574161
2.1.07,48,262144,1,99.998856,33.249505,7.7587,8.7796,1,761574161
2.1.08,48,262144,1,99.998856,33.322836,7.7475,8.4181,1,761574161
2.1.09,48,262144,1,99.998856,33.315824,7.7464,8.6895,1,761574161
2.1.10,48,262144,1,99.998856,33.297047,7.7389,8.6465,1,761574161
2.1.11,48,262144,1,99.998856,33.276067,7.7510,9.3618,1,761574161
2.1.12,48,262144,1,99.998856,33.290938,7.7484,8.4435,1,761574161
2.2.01,48,1048576,1,99.999714,33.315855,7.7477,8.4837,1,761574161
2.2.02,48,1048576,1,99.999714,33.328696,7.7484,8.7083,1,761574161
2.2.03,48,1048576,1,99.999714,33.346724,7.7446,8.3761,1,761574161
2.2.04,48,1048576,1,99.999714,33.343366,7.7500,8.5851,1,761574161
2.2.05,48,1048576,1,99.999714,33.321614,7.7479,9.4150,1,761574161
2.2.06,48,1048576,1,99.999714,33.310768,7.7503,8.7900,1,761574161
2.2.07,48,1048576,1,99.999714,33.315169,7.7508,8.4917,1,761574161
2.2.08,48,1048576,1,99.999714,33.339495,7.7469,8.5482,1,761574161
2.2.09,48,1048576,1,99.999714,33.320194,7.7473,8.7075,1,761574161
2.2.10,48,1048576,1,99.999714,33.345882,7.7488,8.7086,1,761574161
2.2.11,48,1048576,1,99.999714,33.360933,7.7454,9.1587,1,761574161
2.2.12,48,1048576,1,99.999714,33.339888,7.7465,9.4387,1,761574161
2.2.13,48,1048576,1,99.999714,33.337832,7.7487,9.2101,1,761574161
2.2.14,48,1048576,1,99.999714,33.323548,7.7460,9.5529,1,761574161
2.2.15,48,1048576,1,99.999714,33.338316,7.7469,9.2706,1,761574161
2.2.16,48,1048576,1,99.999714,33.338982,7.7513,9.6080,1,761574161
2.2.17,48,1048576,1,99.999714,33.320820,7.7486,9.3548,1,761574161
2.2.18,48,1048576,1,99.999714,33.344097,7.7450,9.1887,1,761574161
2.2.19,48,1048576,1,99.999714,33.352178,7.7490,9.0176,1,761574161
2.2.20,48,1048576,1,99.999714,33.337040,7.7498,9.3558,1,761574161
2.2.21,48,1048576,1,99.999714,33.326755,7.7509,8.6043,1,761574161
2.2.22,48,1048576,1,99.999714,33.322514,7.7502,8.6563,1,761574161
2.2.23,48,1048576,1,99.999714,33.369659,7.7448,8.7472,1,761574161
2.2.24,48,1048576,1,99.999714,33.335798,7.7477,9.2771,1,761574161
wash-ir,48,5062500,1,99.999862,33.329488,7.7489,8.5174,1,761574161
4.1.01,72,65536,1,100.000000,33.286505,7.7689,7.3076,1,61773404
4.1.02,72,65536,1,100.000000,33.446849,7.7397,6.2530,1,61773404
4.1.03,72,65536,1,100.000000,33.202992,7.7667,9.9563,1,61773404
4.1.04,72,65536,1,100.000000,33.324318,7.7549,8.8687,1,61773404
4.1.05,72,65536,1,100.000000,33.263349,7.7656,8.9162,1,61773404
4.1.06,72,65536,1,100.000000,33.375811,7.7499,8.1776,1,61773404
4.1.07,72,65536,1,100.000000,33.276951,7.7615,8.6080,1,61773404
4.1.08,72,65536,1,100.000000,33.266817,7.7625,8.6633,1,61773404
4.2.01,72,262144,1,100.000000,33.205714,7.7538,7.6266,1,61773404
4.2.03,72,262144,1,100.000000,33.298813,7.7476,8.7868,1,61773404
4.2.05,72,262144,1,100.000000,33.226021,7.7576,7.9805,1,61773404
4.2.06,72,262144,1,100.000000,33.291571,7.7456,8.0860,1,61773404
4.2.07,72,262144,1,100.000000,33.324675,7.7409,8.0750,1,61773404
house,72,262144,1,100.000000,33.246144,7.7543,8.4750,1,61773404
2.1.01,72,262144,1,100.000000,33.252673,7.7496,9.4282,1,61773404
2.1.02,72,262144,1,100.000000,33.199021,7.7537,8.8455,1,61773404
2.1.03,72,262144,1,100.000000,33.224697,7.7510,8.3645,1,61773404
2.1.04,72,262144,1,100.000000,33.259555,7.7508,9.3826,1,61773404
2.1.05,72,262144,1,100.000000,33.246233,7.7567,8.9810,1,61773404
2.1.06,72,262144,1,100.000000,33.268627,7.7477,9.2307,1,61773404
2.1.07,72,262144,1,100.000000,33.197811,7.7539,8.7834,1,61773404
2.1.08,72,262144,1,100.000000,33.317601,7.7407,8.4191,1,61773404
2.1.09,72,262144,1,100.000000,33.256381,7.7440,8.6920,1,61773404
2.1.10,72,262144,1,100.000000,33.192635,7.7516,8.6461,1,61773404
2.1.11,72,262144,1,100.000000,33.203548,7.7604,9.3623,1,61773404
2.1.12,72,262144,1,100.000000,33.251541,7.7567,8.4499,1,61773404
2.2.01,72,1048576,1,100.000000,33.318539,7.7460,8.4865,1,61773404
2.2.02,72,1048576,1,100.000000,33.318174,7.7494,8.7112,1,61773404
2.2.03,72,1048576,1,100.000000,33.309368,7.7460,8.3757,1,61773404
2.2.04,72,1048576,1,100.000000,33.325563,7.7456,8.5877,1,61773404
2.2.05,72,1048576,1,100.000000,33.310785,7.7503,9.4160,1,61773404
2.2.06,72,1048576,1,100.000000,33.325045,7.7483,8.7912,1,61773404
2.2.07,72,1048576,1,100.000000,33.333286,7.7455,8.4953,1,61773404
2.2.08,72,1048576,1,100.000000,33.344640,7.7442,8.5463,1,61773404
2.2.09,72,1048576,1,100.000000,33.329809,7.7470,8.7090,1,61773404
2.2.10,72,1048576,1,100.000000,33.339186,7.7464,8.7086,1,61773404
2.2.11,72,1048576,1,100.000000,33.324475,7.7465,9.1606,1,61773404
2.2.12,72,1048576,1,100.000000,33.314673,7.7480,9.4417,1,61773404
2.2.13,72,1048576,1,100.000000,33.331098,7.7455,9.2116,1,61773404
2.2.14,72,1048576,1,100.000000,33.331657,7.7471,9.5468,1,61773404
2.2.15,72,1048576,1,100.000000,33.325769,7.7478,9.2743,1,61773404
2.2.16,72,1048576,1,100.000000,33.320773,7.7469,9.6099,1,61773404
2.2.17,72,1048576,1,100.000000,33.305887,7.7487,9.3556,1,61773404
2.2.18,72,1048576,1,100.000000,33.311775,7.7483,9.1880,1,61773404
2.2.19,72,1048576,1,100.000000,33.287691,7.7503,9.0236,1,61773404
2.2.20,72,1048576,1,100.000000,33.325368,7.7498,9.3547,1,61773404
2.2.21,72,1048576,1,100.000000,33.325730,7.7444,8.6066,1,61773404
2.2.22,72,1048576,1,100.000000,33.318079,7.7470,8.6569,1,61773404
2.2.23,72,1048576,1,100.000000,33.318618,7.7476,8.7495,1,61773404
2.2.24,72,1048576,1,100.000000,33.323505,7.7478,9.2782,1,61773404
wash-ir,72,5062500,1,100.000000,33.341642,7.7489,8.5175,1,61773404
4.1.01,96,65536,1,99.992371,33.250509,7.7641,7.2795,6,1022305973
4.1.02,96,65536,1,99.992371,33.354020,7.7439,6.2471,6,1022305973
4.1.03,96,65536,1,99.992371,33.265115,7.7470,9.9576,6,1022305973
4.1.04,96,65536,1,99.992371,33.315589,7.7435,8.8461,6,1022305973
4.1.05,96,65536,1,99.992371,33.431563,7.7336,8.9060,6,1022305973
4.1.06,96,65536,1,99.992371,33.293962,7.7483,8.1534,6,1022305973
4.1.07,96,65536,1,99.992371,33.229744,7.7583,8.5954,6,1022305973
4.1.08,96,65536,1,99.992371,33.327663,7.7572,8.6515,6,1022305973
4.2.01,96,262144,1,99.998093,33.287446,7.7557,7.6335,6,1022305973
4.2.03,96,262144,1,99.998093,33.279864,7.7500,8.7765,6,1022305973
4.2.05,96,262144,1,99.998093,33.310064,7.7526,7.9839,6,1022305973
4.2.06,96,262144,1,99.998093,33.325536,7.7398,8.0880,6,1022305973
4.2.07,96,262144,1,99.998093,33.340838,7.7496,8.0783,6,1022305973
house,96,262144,1,99.998093,33.295216,7.7536,8.4760,6,1022305973
2.1.01,96,262144,1,99.998093,33.313580,7.7542,9.4167,6,1022305973
2.1.02,96,262144,1,99.998093,33.277669,7.7529,8.8395,6,1022305973
2.1.03,96,262144,1,99.998093,33.276095,7.7468,8.3617,6,1022305973
2.1.04,96,262144,1,99.998093,33.329249,7.7480,9.3730,6,1022305973
2.1.05,96,262144,1,99.998093,33.318740,7.7510,8.9803,6,1022305973
2.1.06,96,262144,1,99.998093,33.332263,7.7496,9.2246,6,1022305973
2.1.07,96,262144,1,99.998093,33.270955,7.7475,8.7783,6,1022305973
2.1.08,96,262144,1,99.998093,33.270587,7.7492,8.4293,6,1022305973
2.1.09,96,262144,1,99.998093,33.299712,7.7562,8.6930,6,1022305973
2.1.10,96,262144,1,99.998093,33.310824,7.7494,8.6512,6,1022305973
2.1.11,96,262144,1,99.998093,33.292353,7.7521,9.3550,6,1022305973
2.1.12,96,262144,1,99.998093,33.293126,7.7464,8.4466,6,1022305973
2.2.01,96,1048576,1,99.999523,33.342231,7.7456,8.4821,6,1022305973
2.2.02,96,1048576,1,99.999523,33.299018,7.7534,8.7129,6,1022305973
2.2.03,96,1048576,1,99.999523,33.328843,7.7450,8.3765,6,1022305973
2.2.04,96,1048576,1,99.999523,33.335179,7.7459,8.5835,6,1022305973
2.2.05,96,1048576,1,99.999523,33.269931,7.7527,9.4146,6,1022305973
2.2.06,96,1048576,1,99.999523,33.320385,7.7475,8.7863,6,1022305973
2.2.07,96,1048576,1,99.999523,33.306236,7.7487,8.4979,6,1022305973
2.2.08,96,1048576,1,99.999523,33.330255,7.7480,8.5505,6,1022305973
