image,K,num_pixels,mean_chi2_plain,mean_chi2_cipher,chi2_critical_005,cipher_uniform_pass
2.2.23,216,1048576,11172208.3312,266.2839,293.2465,1
2.2.24,216,1048576,2781243.8275,272.7640,293.2465,1
wash-ir,216,5062500,5355559.2556,260.6660,293.2465,1
4.1.01,240,65536,161648.1927,241.8203,293.2465,1
4.1.02,240,65536,279285.9792,262.4818,293.2465,1
4.1.03,240,65536,757390.6979,256.5156,293.2465,1
4.1.04,240,65536,81482.5964,262.4557,293.2465,1
4.1.05,240,65536,317258.1536,230.0990,293.2465,1
4.1.06,240,65536,89401.5182,228.7630,293.2465,1
4.1.07,240,65536,486579.0911,252.2292,293.2465,1
4.1.08,240,65536,338837.9115,270.3255,293.2465,1
4.2.01,240,262144,951959.3021,240.2090,293.2465,1
4.2.03,240,262144,101863.4616,234.5521,293.2465,1
4.2.05,240,262144,822925.9603,251.7012,293.2465,1
4.2.06,240,262144,223807.8535,247.4225,293.2465,1
4.2.07,240,262144,340999.4414,256.6530,293.2465,1
house,240,262144,257525.5384,243.0280,293.2465,1
2.1.01,240,262144,305263.2174,287.0508,293.2465,1
2.1.02,240,262144,285237.8646,256.4974,293.2465,1
2.1.03,240,262144,2147568.3815,246.7116,293.2465,1
2.1.04,240,262144,878469.8587,254.3763,293.2465,1
2.1.05,240,262144,265542.1608,249.9036,293.2465,1
2.1.06,240,262144,181814.6641,252.8678,293.2465,1
2.1.07,240,262144,1506062.4518,246.1504,293.2465,1
2.1.08,240,262144,1304657.1211,263.0365,293.2465,1
2.1.09,240,262144,1534474.9251,241.7995,293.2465,1
2.1.10,240,262144,842741.8743,264.1836,293.2465,1
2.1.11,240,262144,382965.7695,231.9199,293.2465,1
2.1.12,240,262144,1041168.6172,272.3809,293.2465,1
2.2.01,240,1048576,1606924.9424,249.7202,293.2465,1
2.2.02,240,1048576,7994223.7020,263.7716,293.2465,1
2.2.03,240,1048576,6187844.7371,254.2892,293.2465,1
2.2.04,240,1048576,3690644.5820,260.4455,293.2465,1
2.2.05,240,1048576,1298775.5493,257.4116,293.2465,1
2.2.06,240,1048576,7396619.0374,265.6214,293.2465,1
2.2.07,240,1048576,4860051.3880,244.9502,293.2465,1
2.2.08,240,1048576,1082751.9800,254.2365,293.2465,1
2.2.09,240,1048576,6732990.8791,238.7404,293.2465,1
2.2.10,240,1048576,7587851.9578,282.8473,293.2465,1
2.2.11,240,1048576,4219744.8717,267.1738,293.2465,1
2.2.12,240,1048576,4033947.6772,266.0151,293.2465,1
2.2.13,240,1048576,2556570.1512,243.4541,293.2465,1
2.2.14,240,1048576,2863126.6483,270.6820,293.2465,1
2.2.15,240,1048576,5841825.9139,253.2246,293.2465,1
2.2.16,240,1048576,3088125.5768,248.4987,293.2465,1
2.2.17,240,1048576,2111634.7624,238.9430,293.2465,1
2.2.18,240,1048576,3315796.2762,269.4230,293.2465,1
2.2.19,240,1048576,4653792.5623,282.1808,293.2465,1
2.2.20,240,1048576,3223388.8162,252.3006,293.2465,1
2.2.21,240,1048576,3338600.8636,252.6463,293.2465,1
2.2.22,240,1048576,6022088.4924,258.0249,293.2465,1
2.2.23,240,1048576,11172208.3312,268.0929,293.2465,1
2.2.24,240,1048576,2781243.8275,264.8799,293.2465,1
wash-ir,240,5062500,5355559.2556,262.0356,293.2465,1
4.1.01,264,65536,161648.1927,261.4089,293.2465,1
4.1.02,264,65536,279285.9792,221.2995,293.2465,1
4.1.03,264,65536,757390.6979,246.4948,293.2465,1
4.1.04,264,65536,81482.5964,244.8203,293.2465,1
4.1.05,264,65536,317258.1536,251.4896,293.2465,1
4.1.06,264,65536,89401.5182,271.0938,293.2465,1
4.1.07,264,65536,486579.0911,274.8099,293.2465,1
4.1.08,264,65536,338837.9115,245.6562,293.2465,1
4.2.01,264,262144,951959.3021,238.8685,293.2465,1
4.2.03,264,262144,101863.4616,260.4954,293.2465,1
4.2.05,264,262144,822925.9603,269.5918,293.2465,1
4.2.06,264,262144,223807.8535,225.7474,293.2465,1
4.2.07,264,262144,340999.4414,243.3770,293.2465,1
house,264,262144,257525.5384,222.3255,293.2465,1
2.1.01,264,262144,305263.2174,246.6829,293.2465,1
2.1.02,264,262144,285237.8646,248.8125,293.2465,1
2.1.03,264,262144,2147568.3815,240.2891,293.2465,1
2.1.04,264,262144,878469.8587,258.7240,293.2465,1
2.1.05,264,262144,265542.1608,268.1647,293.2465,1
2.1.06,264,262144,181814.6641,237.9668,293.2465,1
2.1.07,264,262144,1506062.4518,250.3184,293.2465,1
2.1.08,264,262144,1304657.1211,255.1328,293.2465,1
2.1.09,264,262144,1534474.9251,276.7474,293.2465,1
2.1.10,264,262144,842741.8743,265.6432,293.2465,1
2.1.11,264,262144,382965.7695,275.2181,293.2465,1
2.1.12,264,262144,1041168.6172,246.1491,293.2465,1
2.2.01,264,1048576,1606924.9424,273.7826,293.2465,1
2.2.02,264,1048576,7994223.7020,281.2253,293.2465,1
2.2.03,264,1048576,6187844.7371,258.4401,293.2465,1
2.2.04,264,1048576,3690644.5820,251.6968,293.2465,1
2.2.05,264,1048576,1298775.5493,269.8524,293.2465,1
2.2.06,264,1048576,7396619.0374,243.7783,293.2465,1
2.2.07,264,1048576,4860051.3880,264.6685,293.2465,1
2.2.08,264,1048576,1082751.9800,274.7601,293.2465,1
2.2.09,264,1048576,6732990.8791,240.7052,293.2465,1
2.2.10,264,1048576,7587851.9578,244.2251,293.2465,1
2.2.11,264,1048576,4219744.8717,260.3455,293.2465,1
2.2.12,264,1048576,4033947.6772,263.2982,293.2465,1
2.2.13,264,1048576,2556570.1512,229.5705,293.2465,1
2.2.14,264,1048576,2863126.6483,249.9631,293.2465,1
2.2.15,264,1048576,5841825.9139,248.4917,293.2465,1
2.2.16,264,1048576,3088125.5768,253.0571,293.2465,1
2.2.17,264,1048576,2111634.7624,260.8525,293.2465,1
2.2.18,264,1048576,3315796.2762,239.2949,293.2465,1
2.2.19,264,1048576,4653792.5623,259.2008,293.2465,1
2.2.20,264,1048576,3223388.8162,269.2389,293.2465,1
2.2.21,264,1048576,3338600.8636,250.2319,293.2465,1
2.2.22,264,1048576,6022088.4924,261.7729,293.2465,1
2.2.23,264,1048576,11172208.3312,254.4644,293.2465,1
2.2.24,264,1048576,2781243.8275,265.1693,293.2465,1
wash-ir,264,5062500,5355559.2556,246.4230,293.2465,1
4.1.01,288,65536,161648.1927,247.0990,293.2465,1
4.1.02,288,65536,279285.9792,258.4010,293.2465,1
4.1.03,288,65536,757390.6979,265.0156,293.2465,1
4.1.04,288,65536,81482.5964,265.6641,293.2465,1
4.1.05,288,65536,317258.1536,263.1823,293.2465,1
4.1.06,288,65536,89401.5182,286.1302,293.2465,1
4.1.07,288,65536,486579.0911,239.9870,293.2465,1
4.1.08,288,65536,338837.9115,247.3438,293.2465,1
4.2.01,288,262144,951959.3021,260.5710,293.2465,1
4.2.03,288,262144,101863.4616,268.9954,293.2465,1
4.2.05,288,262144,822925.9603,261.3841,293.2465,1
4.2.06,288,262144,223807.8535,236.5000,293.2465,1
4.2.07,288,262144,340999.4414,264.1380,293.2465,1
house,288,262144,257525.5384,249.7415,293.2465,1
2.1.01,288,262144,305263.2174,261.9674,293.2465,1
2.1.02,288,262144,285237.8646,278.6478,293.2465,1
2.1.03,288,262144,2147568.3815,281.8997,293.2465,1
2.1.04,288,262144,878469.8587,254.7604,293.2465,1
2.1.05,288,262144,265542.1608,260.2702,293.2465,1
2.1.06,288,262144,181814.6641,250.8548,293.2465,1
2.1.07,288,262144,1506062.4518,254.3555,293.2465,1
2.1.08,288,262144,1304657.1211,243.0658,293.2465,1
2.1.09,288,262144,1534474.9251,251.9473,293.2465,1
2.1.10,288,262144,842741.8743,252.7409,293.2465,1
2.1.11,288,262144,382965.7695,280.1100,293.2465,1
2.1.12,288,262144,1041168.6172,275.3568,293.2465,1
2.2.01,288,1048576,1606924.9424,270.6362,293.2465,1
2.2.02,288,1048576,7994223.7020,251.6510,293.2465,1
2.2.03,288,1048576,6187844.7371,266.8045,293.2465,1
2.2.04,288,1048576,3690644.5820,271.5902,293.2465,1
2.2.05,288,1048576,1298775.5493,267.7062,293.2465,1
2.2.06,288,1048576,7396619.0374,249.9424,293.2465,1
2.2.07,288,1048576,4860051.3880,259.7826,293.2465,1
2.2.08,288,1048576,1082751.9800,255.0114,293.2465,1
2.2.09,288,1048576,6732990.8791,250.2327,293.2465,1
2.2.10,288,1048576,7587851.9578,260.3714,293.2465,1
2.2.11,288,1048576,4219744.8717,260.6917,293.2465,1
2.2.12,288,1048576,4033947.6772,237.4985,293.2465,1
2.2.13,288,1048576,2556570.1512,248.3369,293.2465,1
2.2.14,288,1048576,2863126.6483,263.3778,293.2465,1
2.2.15,288,1048576,5841825.9139,275.5562,293.2465,1
2.2.16,288,1048576,3088125.5768,241.4035,293.2465,1
2.2.17,288,1048576,2111634.7624,241.9530,293.2465,1
2.2.18,288,1048576,3315796.2762,267.2308,293.2465,1
2.2.19,288,1048576,4653792.5623,242.7809,293.2465,1
2.2.20,288,1048576,3223388.8162,260.3242,293.2465,1
2.2.21,288,1048576,3338600.8636,253.8595,293.2465,1
2.2.22,288,1048576,6022088.4924,253.4626,293.2465,1
2.2.23,288,1048576,11172208.3312,270.1335,293.2465,1
2.2.24,288,1048576,2781243.8275,249.0526,293.2465,1
wash-ir,288,5062500,5355559.2556,222.2827,293.2465,1
4.1.01,312,65536,161648.1927,243.0130,293.2465,1
4.1.02,312,65536,279285.9792,271.4349,293.2465,1
4.1.03,312,65536,757390.6979,272.7552,293.2465,1
4.1.04,312,65536,81482.5964,256.1328,293.2465,1
4.1.05,312,65536,317258.1536,237.4974,293.2465,1
4.1.06,312,65536,89401.5182,245.9271,293.2465,1
4.1.07,312,65536,486579.0911,262.1823,293.2465,1
4.1.08,312,65536,338837.9115,248.7995,293.2465,1
4.2.01,312,262144,951959.3021,256.2129,293.2465,1
4.2.03,312,262144,101863.4616,267.8385,293.2465,1
4.2.05,312,262144,822925.9603,246.1237,293.2465,1
4.2.06,312,262144,223807.8535,257.4577,293.2465,1
4.2.07,312,262144,340999.4414,240.9342,293.2465,1
house,312,262144,257525.5384,261.2266,293.2465,1
2.1.01,312,262144,305263.2174,253.3607,293.2465,1
2.1.02,312,262144,285237.8646,256.1660,293.2465,1
2.1.03,312,262144,2147568.3815,272.2858,293.2465,1
2.1.04,312,262144,878469.8587,248.9349,293.2465,1
2.1.05,312,262144,265542.1608,266.8171,293.2465,1
2.1.06,312,262144,181814.6641,273.4245,293.2465,1
2.1.07,312,262144,1506062.4518,267.2389,293.2465,1
2.1.08,312,262144,1304657.1211,251.2728,293.2465,1
2.1.09,312,262144,1534474.9251,259.3613,293.2465,1
2.1.10,312,262144,842741.8743,254.4727,293.2465,1
2.1.11,312,262144,382965.7695,246.1419,293.2465,1
2.1.12,312,262144,1041168.6172,229.7773,293.2465,1
2.2.01,312,1048576,1606924.9424,254.4785,293.2465,1
2.2.02,312,1048576,7994223.7020,264.9157,293.2465,1
2.2.03,312,1048576,6187844.7371,256.2352,293.2465,1
2.2.04,312,1048576,3690644.5820,269.1328,293.2465,1
2.2.05,312,1048576,1298775.5493,233.6802,293.2465,1
2.2.06,312,1048576,7396619.0374,248.0475,293.2465,1
2.2.07,312,1048576,4860051.3880,256.6606,293.2465,1
2.2.08,312,1048576,1082751.9800,265.4707,293.2465,1
2.2.09,312,1048576,6732990.8791,266.7861,293.2465,1
2.2.10,312,1048576,7587851.9578,239.2764,293.2465,1
2.2.11,312,1048576,4219744.8717,261.8789,293.2465,1
2.2.12,312,1048576,4033947.6772,257.4027,293.2465,1
2.2.13,312,1048576,2556570.1512,247.4445,293.2465,1
2.2.14,312,1048576,2863126.6483,247.9230,293.2465,1
2.2.15,312,1048576,5841825.9139,240.1733,293.2465,1
2.2.16,312,1048576,3088125.5768,239.4297,293.2465,1
2.2.17,312,1048576,2111634.7624,262.2521,293.2465,1
2.2.18,312,1048576,3315796.2762,255.0280,293.2465,1
2.2.19,312,1048576,4653792.5623,288.0978,293.2465,1
2.2.20,312,1048576,3223388.8162,249.7129,293.2465,1
2.2.21,312,1048576,3338600.8636,249.9414,293.2465,1
2.2.22,312,1048576,6022088.4924,242.2863,293.2465,1
2.2.23,312,1048576,11172208.3312,239.6704,293.2465,1
2.2.24,312,1048576,2781243.8275,251.7445,293.2465,1
wash-ir,312,5062500,5355559.2556,254.8683,293.2465,1
4.1.01,336,65536,161648.1927,274.4115,293.2465,1
4.1.02,336,65536,279285.9792,240.0417,293.2465,1
4.1.03,336,65536,757390.6979,262.0807,293.2465,1
4.1.04,336,65536,81482.5964,261.1953,293.2465,1
4.1.05,336,65536,317258.1536,277.9036,293.2465,1
4.1.06,336,65536,89401.5182,245.3255,293.2465,1
4.1.07,336,65536,486579.0911,249.4531,293.2465,1
4.1.08,336,65536,338837.9115,250.1536,293.2465,1
4.2.01,336,262144,951959.3021,225.5169,293.2465,1
4.2.03,336,262144,101863.4616,260.2428,293.2465,1
4.2.05,336,262144,822925.9603,247.7969,293.2465,1
4.2.06,336,262144,223807.8535,249.1901,293.2465,1
4.2.07,336,262144,340999.4414,256.9089,293.2465,1
house,336,262144,257525.5384,250.0189,293.2465,1
2.1.01,336,262144,305263.2174,257.9622,293.2465,1
2.1.02,336,262144,285237.8646,271.3184,293.2465,1
2.1.03,336,262144,2147568.3815,243.1146,293.2465,1
2.1.04,336,262144,878469.8587,265.5612,293.2465,1
2.1.05,336,262144,265542.1608,247.4616,293.2465,1
2.1.06,336,262144,181814.6641,286.6198,293.2465,1
2.1.07,336,262144,1506062.4518,271.1810,293.2465,1
2.1.08,336,262144,1304657.1211,247.4512,293.2465,1
2.1.09,336,262144,1534474.9251,276.3893,293.2465,1
2.1.10,336,262144,842741.8743,282.9876,293.2465,1
2.1.11,336,262144,382965.7695,274.2487,293.2465,1
2.1.12,336,262144,1041168.6172,260.1732,293.2465,1
2.2.01,336,1048576,1606924.9424,244.2176,293.2465,1
2.2.02,336,1048576,7994223.7020,246.4320,293.2465,1
2.2.03,336,1048576,6187844.7371,243.3424,293.2465,1
2.2.04,336,1048576,3690644.5820,252.4998,293.2465,1
2.2.05,336,1048576,1298775.5493,255.7697,293.2465,1
2.2.06,336,1048576,7396619.0374,262.8138,293.2465,1
2.2.07,336,1048576,4860051.3880,269.0597,293.2465,1
2.2.08,336,1048576,1082751.9800,254.4261,293.2465,1
2.2.09,336,1048576,6732990.8791,250.8926,293.2465,1
2.2.10,336,1048576,7587851.9578,223.6896,293.2465,1
2.2.11,336,1048576,4219744.8717,243.4635,293.2465,1
2.2.12,336,1048576,4033947.6772,257.3883,293.2465,1
2.2.13,336,1048576,2556570.1512,256.5924,293.2465,1
2.2.14,336,1048576,2863126.6483,253.3551,293.2465,1
2.2.15,336,1048576,5841825.9139,262.7251,293.2465,1
2.2.16,336,1048576,3088125.5768,234.6149,293.2465,1
2.2.17,336,1048576,2111634.7624,269.6170,293.2465,1
2.2.18,336,1048576,3315796.2762,247.7629,293.2465,1
2.2.19,336,1048576,4653792.5623,237.2430,293.2465,1
2.2.20,336,1048576,3223388.8162,235.2371,293.2465,1
2.2.21,336,1048576,3338600.8636,245.7471,293.2465,1
2.2.22,336,1048576,6022088.4924,263.7865,293.2465,1
2.2.23,336,1048576,11172208.3312,267.9814,293.2465,1
2.2.24,336,1048576,2781243.8275,260.1719,293.2465,1
wash-ir,336,5062500,5355559.2556,240.6295,293.2465,1
4.1.01,360,65536,161648.1927,236.5938,293.2465,1
4.1.02,360,65536,279285.9792,238.1667,293.2465,1
4.1.03,360,65536,757390.6979,251.8854,293.2465,1
4.1.04,360,65536,81482.5964,259.0052,293.2465,1
4.1.05,360,65536,317258.1536,274.0807,293.2465,1
4.1.06,360,65536,89401.5182,266.2865,293.2465,1
4.1.07,360,65536,486579.0911,278.9740,293.2465,1
4.1.08,360,65536,338837.9115,260.9089,293.2465,1
4.2.01,360,262144,951959.3021,236.5358,293.2465,1
4.2.03,360,262144,101863.4616,256.0788,293.2465,1
4.2.05,360,262144,822925.9603,278.6842,293.2465,1
4.2.06,360,262144,223807.8535,260.3392,293.2465,1
4.2.07,360,262144,340999.4414,275.8919,293.2465,1
house,360,262144,257525.5384,266.9961,293.2465,1
2.1.01,360,262144,305263.2174,246.5625,293.2465,1
2.1.02,360,262144,285237.8646,261.9590,293.2465,1
2.1.03,360,262144,2147568.3815,237.0176,293.2465,1
2.1.04,360,262144,878469.8587,239.3268,293.2465,1
2.1.05,360,262144,265542.1608,268.2715,293.2465,1
2.1.06,360,262144,181814.6641,247.0645,293.2465,1
2.1.07,360,262144,1506062.4518,270.1217,293.2465,1
2.1.08,360,262144,1304657.1211,254.1250,293.2465,1
2.1.09,360,262144,1534474.9251,238.2233,293.2465,1
2.1.10,360,262144,842741.8743,256.6582,293.2465,1
2.1.11,360,262144,382965.7695,246.4297,293.2465,1
2.1.12,360,262144,1041168.6172,235.8971,293.2465,1
2.2.01,360,1048576,1606924.9424,228.0664,293.2465,1
2.2.02,360,1048576,7994223.7020,247.7451,293.2465,1
2.2.03,360,1048576,6187844.7371,236.8058,293.2465,1
2.2.04,360,1048576,3690644.5820,250.8123,293.2465,1
2.2.05,360,1048576,1298775.5493,247.7905,293.2465,1
2.2.06,360,1048576,7396619.0374,279.5843,293.2465,1
2.2.07,360,1048576,4860051.3880,267.8210,293.2465,1
2.2.08,360,1048576,1082751.9800,238.0638,293.2465,1
2.2.09,360,1048576,6732990.8791,242.0604,293.2465,1
2.2.10,360,1048576,7587851.9578,253.4437,293.2465,1
2.2.11,360,1048576,4219744.8717,238.9754,293.2465,1
2.2.12,360,1048576,4033947.6772,248.9757,293.2465,1
2.2.13,360,1048576,2556570.1512,251.5656,293.2465,1
2.2.14,360,1048576,2863126.6483,261.6621,293.2465,1
2.2.15,360,1048576,5841825.9139,241.1312,293.2465,1
2.2.16,360,1048576,3088125.5768,250.9494,293.2465,1
2.2.17,360,1048576,2111634.7624,262.7689,293.2465,1
2.2.18,360,1048576,3315796.2762,237.3584,293.2465,1
2.2.19,360,1048576,4653792.5623,244.4009,293.2465,1
2.2.20,360,1048576,3223388.8162,259.0695,293.2465,1
2.2.21,360,1048576,3338600.8636,247.9261,293.2465,1
2.2.22,360,1048576,6022088.4924,249.1880,293.2465,1
2.2.23,360,1048576,11172208.3312,270.1379,293.2465,1
2.2.24,360,1048576,2781243.8275,231.5669,293.2465,1
wash-ir,360,5062500,5355559.2556,247.4392,293.2465,1
4.1.01,384,65536,161648.1927,252.8411,293.2465,1
4.1.02,384,65536,279285.9792,260.0703,293.2465,1
4.1.03,384,65536,757390.6979,239.6849,293.2465,1
4.1.04,384,65536,81482.5964,254.6172,293.2465,1
4.1.05,384,65536,317258.1536,253.9583,293.2465,1
4.1.06,384,65536,89401.5182,242.0339,293.2465,1
4.1.07,384,65536,486579.0911,251.0625,293.2465,1
4.1.08,384,65536,338837.9115,279.1094,293.2465,1
4.2.01,384,262144,951959.3021,265.6276,293.2465,1
4.2.03,384,262144,101863.4616,279.2031,293.2465,1
4.2.05,384,262144,822925.9603,229.4427,293.2465,1
4.2.06,384,262144,223807.8535,249.3815,293.2465,1
4.2.07,384,262144,340999.4414,275.1087,293.2465,1
house,384,262144,257525.5384,263.5632,293.2465,1
2.1.01,384,262144,305263.2174,255.5124,293.2465,1
2.1.02,384,262144,285237.8646,259.6667,293.2465,1
2.1.03,384,262144,2147568.3815,248.6465,293.2465,1
2.1.04,384,262144,878469.8587,240.5690,293.2465,1
2.1.05,384,262144,265542.1608,243.3587,293.2465,1
2.1.06,384,262144,181814.6641,256.7578,293.2465,1
2.1.07,384,262144,1506062.4518,253.9095,293.2465,1
2.1.08,384,262144,1304657.1211,265.0449,293.2465,1
2.1.09,384,262144,1534474.9251,266.1576,293.2465,1
2.1.10,384,262144,842741.8743,236.3457,293.2465,1
2.1.11,384,262144,382965.7695,274.1569,293.2465,1
2.1.12,384,262144,1041168.6172,232.1940,293.2465,1
2.2.01,384,1048576,1606924.9424,265.1473,293.2465,1
2.2.02,384,1048576,7994223.7020,237.1126,293.2465,1
2.2.03,384,1048576,6187844.7371,227.5265,293.2465,1
2.2.04,384,1048576,3690644.5820,271.7194,293.2465,1
2.2.05,384,1048576,1298775.5493,269.3013,293.2465,1
2.2.06,384,1048576,7396619.0374,251.4310,293.2465,1
2.2.07,384,1048576,4860051.3880,261.8516,293.2465,1
2.2.08,384,1048576,1082751.9800,253.7741,293.2465,1
2.2.09,384,1048576,6732990.8791,234.8485,293.2465,1
2.2.10,384,1048576,7587851.9578,263.0968,293.2465,1
2.2.11,384,1048576,4219744.8717,254.3618,293.2465,1
2.2.12,384,1048576,4033947.6772,279.6045,293.2465,1
2.2.13,384,1048576,2556570.1512,266.6738,293.2465,1
2.2.14,384,1048576,2863126.6483,262.1027,293.2465,1
2.2.15,384,1048576,5841825.9139,250.7306,293.2465,1
2.2.16,384,1048576,3088125.5768,268.8468,293.2465,1
2.2.17,384,1048576,2111634.7624,248.8927,293.2465,1
2.2.18,384,1048576,3315796.2762,256.9279,293.2465,1
2.2.19,384,1048576,4653792.5623,242.4764,293.2465,1
2.2.20,384,1048576,3223388.8162,236.9583,293.2465,1
2.2.21,384,1048576,3338600.8636,257.9870,293.2465,1
2.2.22,384,1048576,6022088.4924,251.3796,293.2465,1
2.2.23,384,1048576,11172208.3312,278.0129,293.2465,1
2.2.24,384,1048576,2781243.8275,279.0423,293.2465,1
wash-ir,384,5062500,5355559.2556,253.1547,293.2465,1
